Question,A,B,C,D,Answer,Grade
Thị trường bao gồm những nhân tố cơ bản nào dưới đây?,"Hàng hóa, người mua, người bán.","Hàng hóa, tiền tệ, cửa hàng, chợ.","Hàng hóa, tiền tệ, người mua, người bán.","Người mua, người bán, tiền tệ.",C,GDCD 11
"Công thức H-T-H, trong đó, H-T là quá trình bán, T-H là quá trình mua, người ta bán hàng lấy tiền rồi dùng tiền mua hàng là thể hiện chức năng nào dưới đây của tiền tệ",Thước đo giá trị.,Phương tiện lưu thông.,Phương tiện cất trữ.,Phương tiện thanh toán.,D,GDCD 11
Một trong những chức năng của thị trường là,đánh giá hàng hóa.,trao đổi hàng hóa.,thực hiện hàng hóa.,thông tin.,B,GDCD 11
Chị A trồng rau sạch để bán lấy tiền rồi dùng tiền đó mua gạo. Vậy tiền đó thực hiện chức năng nào dưới đây?,Phương tiện thanh toán.,Phương tiện giao dịch.,Thước đo giá trị.,Phương tiện lưu thông.,D,GDCD 11
"Vợ chồng ông B có 500 triệu đồng nên đã quyết định đổi toàn bộ số tiền đó ra đôla để cất giữ phòng khi tuổi già cần đến. Trong trường hợp này, chức năng nào dưới đây của tiền tệ đã được thực hiện?",Thước đo giá trị.,Phương tiện lưu thông.,Phương tiện cất trữ.,Phương tiện thanh toán.,C,GDCD 11
"Qua quan sát, A biết thị trường đang rất thiếu mít không hạt để bán. Điều này thể hiện chức năng nào của thị trường?",Thừa nhận giá trị và giá trị sử dụng của hàng hóa.,Thông tin.,Điều tiết sản xuất.,Định lượng.,A,GDCD 11
"Hiện nay, nhiều nơi ở nước ta, người nông dân bỏ lúa trồng các loại loại cây ăn quả này có giá cao trên thị trường. Trong trường hợp này người nông dân đã căn cứ chức năng nào dưới đây của thị trường để chuyển đổi cơ cấu cây trồng?",Chức năng thông tin.,Chức năng thực hiện giá trị.,Chức năng thừa nhận giá trị.,"Chức năng điều tiết sản xuất, tiêu dùng.",D,GDCD 11
Hàng hóa gồm mấy thuộc tính cơ bản?,1,2,3,4,C,GDCD 11
Công dụng của sản phẩm có thể thỏa mãn được nhu cầu nào đó của người sử dụng được gọi là,Giá trị,Giá cả,Giá trị sử dụng,Giá trị cá biệt,C,GDCD 11
"Để bán được hàng hóa, nhà sản xuất nên",Chú ý đến số lượng hơn chất lượng.,"Nâng cao chất lượng, đa dạng công dụng của hàng hóa.",Chỉ chú trọng hình thức của sản phẩm.,Tìm mọi cách để giảm giá sản phẩm.,B,GDCD 11
Giá trị của hàng hóa được biểu hiện thông qua,Giá trị trao đổi.,Giá trị sử dụng.,Giá trị lao động.,Giá trị cá biệt.,A,GDCD 11
Giá trị hàng hóa là lao động xã hô̄i của ai kết tinh trong hàng hóa đó?,Người bán.,Người mua.,Người vận chuyển.,Người sản xuất.,D,GDCD 11
"Kết quả của quá trình phát triển lâu dài của sản xuất, trao đổi hàng hóa và các hình thái giá trị là xuất hiện",Thị trường.,Hàng hóa.,Tiền tệ.,Kinh tế.,A,GDCD 11
Sản phẩm của lao động có thể thỏa mãn một nhu cầu nào đó của con người thông qua trao đổi mua – bán được gọi là,Đồ vật.,Hàng hóa.,Tiền tệ.,Kinh tế.,C,GDCD 11
Nội dung nào dưới đây không phải là điều kiện để một vật phẩm trở thành hàng hóa?,Do lao động tạo ra.,Có công dụng thỏa mãn được nhu cầu của con người.,"Thông qua trao đổi, mua bán.",Có giá cả xác định để trao đổi.,D,GDCD 11
"Hàng hóa chỉ tồn tại trong nền kinh tế hàng hóa, ở hai dạng là vật thể và phi vật thể. Vì vậy, hàng hóa là một phạm trù mang tính",Xã hội,Lịch sử,Vĩnh viễn,Bất biến,A,GDCD 11
Yếu tố nào dưới đây được coi là hàng hóa?,Dịch vụ giao hàng tại nhà.,Ánh sáng mặt trời tự nhiên.,Rau nhà trồng để nấu ăn.,Cây xanh trong công viên.,C,GDCD 11
Quy luật giá trị yêu cầu người sản xuất phải đảm bảo sao cho thời gian lao động cá biệt để sản xuất hàng hóa phải phù hợp với,thời gian lao động xã hội cần thiết.,thời gian lao động cá nhân.,thời gian lao động tập thể.,thời gian lao động cộng đồng.,A,GDCD 11
Quy luật giá trị yêu cầu tổng thời gian lao động cá biệt để sản xuất ra hàng hóa phải phù hợp với,tổng thời gian lao động xã hội cần thiết.,tổng thời gian lao động cá nhân.,tổng thời gian lao động tập thể.,tổng thời gian lao động cộng đồng.,A,GDCD 11
Để may một cái áo ông A may hết 5 giờ. Thời gian lao động xã hội cần thiết để may cái áo là 4 giờ. Vậy ông A bán chiếc áo giá cả tương ứng với thời gian làm ra sẽ,bị lỗ.,hòa vốn.,lãi.,chưa xác định.,C,GDCD 11
Anh A trồng rau ở khu vực vùng nông thôn nên anh mang rau vào khu vực thành phố để bán vì giá cả ở đó cao hơn. Vậy việc làm của anh A chịu tác động nào dưới đây của quy luật giá trị?,Điều tiết sản xuất.,Tỷ suất lợi nhuận cao của quy luật giá trị.,Tự phát từ quy luật giá trị.,Điều tiết trong lưu thông.,D,GDCD 11
"Đối với tổng hàng hóa trên toàn xã hội, quy luật giá trị yêu cầu: tổng giá cả hàng hóa sau khi bán phải như thế nào so với tổng giá trị hàng hóa được tạo ra trong quá trình sản xuất?",Lớn hơn.,Nhỏ hơn.,Bằng nhau.,Không liên quan.,C,GDCD 11
"Ba cửa hàng bánh sinh nhật là A, B và C có chất lượng, mẫu mã tương đương nhau. Cửa hàng A làm 1 chiếc bánh mất 3h, cửa hàng B làm 1 chiếc bánh mất 5h, cửa hàng C làm 1 chiếc bánh mất 7h. Trong khi đó, thời gian lao động xã hội cần thiết để làm ra 01 chiếc bánh là 5h. Vậy, nhà sản xuất nào sẽ thu được lợi nhuận?","Cả ba nhà sản xuất A, B và C.",Nhà sản xuất A.,Nhà sản xuất A và B.,Nhà sản xuất B và C.,B,GDCD 11
Nội dung nào sau đây được xem là mặt hạn chế của cạnh tranh?,Kích thích sức sản xuất.,Chạy theo lợi nhuận mù quáng.,Thúc đẩy tăng trưởng kinh tế.,Khoa học kĩ thuật phát triển.,B,GDCD 11
Yếu tố nào dưới đây không phải là mặt tích cực của cạnh tranh?,"Kích thích lực lượng sản xuất, khoa học kĩ thuật phát triển.",Khai thác tối đa mọi nguồn lực của đất nước.,Thúc đẩy tăng trưởng kinh tế nâng cao năng lực cạnh tranh.,Khai thác tài nguyên làm cho môi trường suy thoái.,D,GDCD 11
"Gia đình G bán bún phở, gần đây do có nhiều quán bún phở gần đó nên gia đình G đã đầu tư vào chất lượng và thái độ phục vụ khách hàng chu đáo hơn. Nhờ vậy, lượng khách tăng lên đáng kể, việc buôn bán nhờ thế mà khá lên. Vậy, gia đình G đã vận dụng nội dung của",cạnh tranh không lành mạnh.,cạnh tranh lành mạnh.,chiêu thức trong kinh doanh.,cạnh tranh tiêu cực.,B,GDCD 11
"Do hệ thống máy móc cũ, năng suất thấp nên gia đình H đã đầu tư mua hệ thống máy móc mới, năng suất tăng gấp đôi, nhờ vậy giá thành sản phẩm cũng hạ xuống, bán được nhiều hơn trên thị trường. Vậy, gia đình G đã vận dụng nội dung của",cạnh tranh không lành mạnh.,cạnh tranh lành mạnh.,chiêu thức trong kinh doanh.,cạnh tranh tiêu cực.,B,GDCD 11
"Quan sát thấy người làm công thường lười lao động, tay nghề lại kém nên sản phẩm làm ra năng suất thấp lại hay bị lỗi. Vì vậy, gia đình K đã nhắc nhở người làm công cũng như đào tạo lại nghề cho họ, nhờ vậy năng suất lao động tăng, sản phẩm làm ra ít bị lỗi. Vậy, gia đình G đã vận dụng nội dung của",cạnh tranh không lành mạnh.,cạnh tranh lành mạnh.,chiêu thức trong kinh doanh.,cạnh tranh tiêu cực.,B,GDCD 11
"Công ty K kinh doanh hàng giả, hàng kém chất lượng làm ảnh hưởng tới đời sống nhân dân là biểu hiện của nội dung nào dưới đây của cạnh tranh?",Nguyên nhân của cạnh tranh.,Mục đích của cạnh tranh.,Mặt tích cực của cạnh tranh.,Mặt hạn chế của cạnh tranh.,D,GDCD 11
Việc giành lợi nhuận về mình nhiêu hơn người khác là nội dung của,tính chất của cạnh tranh,mục đích của cạnh tranh,quy luật của cạnh tranh.,chủ thể của cạnh tranh.,B,GDCD 11
"Khối lượng hàng hóa, dịch vụ hiện có trên thị trường và chuẩn bị đưa ra thị trường trong một thời kỳ nhất định, tương ứng mức giá cả, khả năng sản xuất và chi phí sản xuất xác định là nội dung của khái niệm nào sau đây?",A. Cung.,B. Cầu.,C. Tổng cầu.,D. Tiêu thụ.,A,GDCD 11
Trong nền kinh tế hàng hoá khái niệm cầu được dùng để gọi tắt cho cụm từ nào sau đây?,Nhu cầu của mọi người.,Nhu cầu của người tiêu dùng.,Nhu cầu có khả năng thanh toán.,Nhu cầu tiêu dùng hàng hoá.,A,GDCD 11
Mối quan hệ cung- cầu là mối quan hệ tác động giữa những chủ thể nào sau đây?,Người mua và người mua.,Người bán và người bán.,Người sản xuất với người tiêu dùng.,Người bán với tiền vốn.,C,GDCD 11
"Trên thị trường, khi nào giá cả bằng giá trị?",Cung = cầu,Cung > cầu,Cung < cầu,Cung khác cầu,A,GDCD 11
Cung và giá cả có mối quan hệ với nhau như thế nào sau đây?,Giá cao thì cung giảm.,Giá cao thì cung tăng.,Giá thấp thì cung tăng.,Giá biến động nhưng cung không biến động.,B,GDCD 11
Những yếu tố nào sau đây ảnh hưởng đến cầu?,"Giá cả, thu nhập, sở thích, tâm lý.","Thu nhập, tâm lý, phong tục tập quán.","Giá cả, thu nhập, tâm lý, thị hiếu.","Giá cả, thu nhập, tâm lý, thị hiếu, phong tục tập quán.",D,GDCD 11
"Trên thực tế, sự vận động của cung, cầu diễn ra","cung, cầu thường vận động không ăn khớp nhau.","cung, cầu thường cân bằng.",cung thường lớn hơn cầu., cầu thường lớn hơn cung.,A,GDCD 11
"Khi cầu tăng, sản xuất mở rộng dẫn đến cung tăng là nội dung của biểu hiện nào dưới đây trong quan hệ cung - cầu?",Cung cầu tác động lẫn nhau.,Cung cầu ảnh hưởng đến giá cả.,Giá cả ảnh hưởng đến cung cầu.,Thị trường chi phối cung cầu.,A,GDCD 11
"Khi cầu giảm, sản xuất thu hẹp dẫn đến cung giảm là nội dung của biểu hiện nào trong quan hệ cung - cầu?",Cung cầu tác động lẫn nhau.,Cung cầu ảnh hưởng đến giá cả.,Giá cả ảnh hưởng đến cung cầu.,Thị trường chi phối cung cầu.,B,GDCD 11
"Trên thị trường, khi giá cả giảm sẽ xảy ra trường hợp nào sau đây?",Cung và cầu tăng.,Cung và cầu giảm.,"Cung tăng, cầu giảm.","Cung giảm, cầu tăng.",D,GDCD 11
"Trên thị  trường, khi giá cả tăng sẽ xảy ra trường hợp nào sau đây?",Cung và cầu tăng.,Cung và cầu giảm.,"Cung tăng, cầu giảm.","Cung giảm, cầu tăng.",C,GDCD 11
"Nhà sản xuất sẽ quyết định thu hẹp sản xuất, kinh doanh khi",cung giảm.,cầu giảm.,cung tăng.,cầu tăng.,B,GDCD 11
"Thông qua pháp luật, chính sách  nhằm cân đối lại cung – cầu là sự vận dụng của",A. nhà nước.,B. người sản xuất.,C. người kinh doanh.,D. người tiêu dùng.,A,GDCD 11
Nội dung nào sau đây không phải là biểu hiện của quan hệ cung - cầu?,Cung - cầu tác động lẫn nhau.,Cung - cầu ảnh hưởng tới giá cả thị trường.,Giá cả thị trường ảnh hưởng đến cung - cầu.,Cung - cầu ảnh hưởng lẫn nhau.,D,GDCD 11
"Em đang có ý định kinh doanh, em sẽ lựa chọn mặt hàng trên thị trường có tính chất cung, cầu nào sau đây?",Cung = cầu.,Cung > cầu.,Cung < cầu.,Cung # cầu.,A,GDCD 11
Giá cao su liên tục giảm mạnh trong nhiều năm liền nên anh X đã chuyển một phần diện tích cao su sang cây ngắn ngày để đỡ thua lỗ và có chi phí nhanh. Như vậy anh X đã,vận dụng không tốt quy luật cạnh tranh.,vận dụng tốt quy luật cạnh tranh.,vận dụng tốt quy luật cung cầu.,vận dụng không tốt quy luật cung cầu.,B,GDCD 11
"Chị K rất thích ăn Vải thiều, nhưng giá lại quá cao vì nguồn cung thị trường thấp nên chị đã chuyển sang dùng các loại trái cây khác có giá cả phù hợp. Như vậy chị K đã",vận dụng không tốt quy luật cạnh tranh.,vận dụng tốt quy luật cạnh tranh.,vận dụng tốt quy luật cung cầu.,vận dụng không tốt quy luật cung cầu.,C,GDCD 11
"Sau giờ học GDCD, H cho rằng: chỉ những mặt hàng đã có bán trên thị trường mới là cung, còn những hàng hóa trong kho chưa được bày bán thì không phải. Em lựa chọn phương án nào dưới đây để hiểu đúng về lượng cung hàng hóa trên thị trường?",Cung là hàng hóa hiện đang có trên thị trường.,Cung là hóa chuẩn bị đưa ra thị trường trong thời gian tới.,"Cung là hàng hóa còn nằm trong nhà kho, sẽ đưa ra thị trường trong thời gian tới.",Cung là hàng hóa hiện có trên thị trường và chuẩn bị đưa ra thị trường.,D,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, khi cầu tăng thì người sản xuất có xu hướng",Thu hẹp sản xuất.,Mở rộng sản xuất.,Giữ nguyên sản xuất.,Ngừng sản xuất.,B,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, khi cầu giảm, cung có xu hướng",Tăng.,Giảm.,Giữ nguyên.,Bằng cầu.,B,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, khi cung lớn hơn cầu thì giá cả thị trường so với giá trị hàng hóa trong sản xuất sẽ",Thấp hơn.,Cao hơn.,Bằng nhau.,Tương đương.,A,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, khi cung nhỏ hơn cầu thì giá cả thị trường so với giá trị hàng hóa trong sản xuất sẽ",Thấp hơn.,Cao hơn.,Bằng nhau.,Tương đương.,A,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, giá cả và nhu cầu của người tiêu dùng",Tỉ lệ thuận.,Tỉ lệ nghịch.,Bằng nhau.,Tương đương nhau.,B,GDCD 11
"Trong sản xuất và lưu thông hàng hóa, giá cả và cung của nhà sản xuất",Tỉ lệ thuận,Tỉ lệ nghịch.,Bằng nhau.,Tương đương nhau.,B,GDCD 11
"Khối lượng hàng hóa, dịch vụ mà người tiêu dùng cần mua trong một thời kì nhất định tương ứng với giá cả và thu nhập xác định được gọi là",Cung,Cầu,Giá trị,Quy luật cung – cầu,B,GDCD 11
"Khối lượng hàng hóa, dịch vụ hiện có trên thị trường và chuẩn bị đưa ra thị trường trong một thời kì nhất định, tương ứng với mức giá cả, khả năng sản xuất và chi phí sản xuất xác định được gọi là",A. Cung,B. Cầu,C. Giá trị,D. Quy luật cung – cầu,A,GDCD 11
"Cầu là khối lượng hàng hóa, dịch vụ mà người tiêu dùng cần mua trong một thời kì nhất định tương ứng với",Khả năng thanh toán.,Khả năng sản xuất.,Giá cả và giá trị xác định.,Giá cả và thu nhập xác định.,A,GDCD 11
Quan hệ cung - cầu là mối quan hệ tác động lẫn nhau giữa người bán với người mua hay giữa những người sản xuất với những người tiêu dùng diễn ra trên thị trường để xác định,Giá cả và số lượng hàng hóa dịch vụ.,Khả năng sản xuất của thị trường.,Nhu cầu của thị trường.,Giá cả và nhu cầu xác định.,A,GDCD 11
"Do yêu cầu phải xây dựng cơ sở vật chất – kỹ thuật cho chủ nghĩa xã hội nên nước ta tiến hành công nghiệp hóa, hiện đại hóa là thể hiện nội dung nào dưới đây?",Tính tất yếu khách quan.,Tính to lớn toàn diện.,Ý nghĩa của công nghiệp hóa.,Tác dụng của công nghiệp hóa.,A,GDCD 11
Áp dụng những thành tựu khoa học và công nghệ hiện đại vào các ngành kinh tế là một trong các nội dung của,phát triển mạnh mẽ công nghệ thông tin.,phát triển mạnh mẽ khoa học kĩ thuật.,phát triển mạnh mẽ lực lượng sản xuất.,"cơ sở vật chất, kĩ thuật cho việc xây dựng nền kinh tế.",D,GDCD 11
"Thực hiện cơ khí hóa nền sản xuất xã hội, chuyển nền sản xuất dựa trên kĩ thuật thủ công sang dựa trên kĩ thuật cơ khí, chuyển nền văn minh nông nghiệp sang văn minh công nghiệp là một trong các nội dung của",phát triển mạnh mẽ công nghệ thông tin.,phát triển mạnh mẽ khoa học kĩ thuật.,phát triển mạnh mẽ lực lượng sản xuất.,"cơ sở vật chất, kĩ thuật cho việc xây dựng nền kinh tế.",C,GDCD 11
"Sau khi tốt nghiệp đại học nông nghiệp, M không đi xin việc mà về cùng gia đình mở trang trại trồng vải thiều theo tiêu chuẩn VietGap. Nhờ có kĩ thuật và niềm đam mê, vườn vải của gia đình M năm nào cũng sai trĩu quả, ít sâu bệnh đã mang lại thu nhập cao, ổn định cho gia đình. Việc làm của M thể hiện sự chuyển dịch cơ cấu lao động nào sau đây?",Lao động chân tay chuyển sang lao động tri thức.,Lao động trí thức chuyển sang lao động chân tay.,Lao động truyền thống chuyển sang lao động thủ công.,Lao động chân tay chuyển sang lao động máy móc.,B,GDCD 11
"Để nâng cao năng suất thu hoạch lúa, anh X đã đầu tư mua một máy gặt đập liên hoàn. Việc làm của anh X thể hiện nội dung nào sau đây để phát triển lực lượng sản xuất?",Phát triển mạnh mẽ lực lượng sản xuất.,Phát triển mạnh mẽ nhân lực.,Phát triển mạnh mẽ công nghệ thông tin.,Thường xuyên học tập nâng cao trình độ học vấn.,A,GDCD 11
"Gia đình H có 15 nhân viên giúp việc. Để quản lí tốt hơn, anh H đã mua camera để theo dõi quá trình làm việc của họ. Do vậy, dù đi đâu H cũng biết được tình hình ở nhà. Việc làm của anh H thể hiện nội dung nào sau đây để phát triển lực lượng sản xuất?",Phát triển mạnh mẽ ngành công nghiệp cơ khí.,Phát triển mạnh mẽ khoa học kĩ thuật.,Phát triển mạnh mẽ công nghệ hiện đại.,Thường xuyên học tập nâng cao trình độ học vấn.,C,GDCD 11
"Gia đình anh K mở một xưởng may đã 10 năm và có 20 công nhân làm việc, những năm gần đây sản phẩm anh bán ra thị trường không còn nhiều như những năm trước, qua tìm hiểu anh quyết định cho công nhân đi học để năng cao tay nghề và đầu tư thêm máy móc hiện đại. Việc làm của anh K đã thể hiện nội dung nào của phát triển lực lượng sản xuất?",Thực hiện chuyển đổi cơ cấu kinh tế.,"Xây dựng cơ sở vật chất, kĩ thuật.",Nâng cao trình độ học vấn.,Nâng cao chất lượng nguồn nhân lực và máy móc.,D,GDCD 11
"Quá trình chuyển đổi căn bản, toàn diện các hoạt động sản xuất từ sử dụng sức lao động thủ công là chính sang sử dụng một cách phổ biến sức lao động dựa trên sự phát triển của công nghiệp cơ khí được gọi là",Công nghiệp hóa,Hiện đại hóa.,Cơ khí hóa.,Tự động hóa.,C,GDCD 11
"Quá trình ứng dụng và trang bị những thành tựu khoa học và công nghệ tiên tiến, hiện đại vào quá trình sản xuất, kinh doanh, dịch vụ và quản lí kinh tế - xã hội được gọi là",Công nghiệp hóa,Hiện đại hóa,Cơ khí hóa,Tự động hóa,B,GDCD 11
"Nội dung nào dưới đây không phải là tác dụng to lớn và toàn diện của công nghiệp hóa, hiện đại hóa?",Phát triển lực lượng sản xuất và tăng năng suất lao động xã hội.,"Thúc đẩy sự tăng trưởng và phát triển kinh tế, giải quyết việc làm",Tăng thu nhập và nâng cao đời sống nhân dân.,Xóa bỏ nền văn hóa dân tộc lạc hậu.,D,GDCD 11
Ở nước ta hiện nay có những thành phần kinh tế nào sau đây?,"Nhà nước, tập thể, tư nhân, tư bản nhà nước, có vốn đầu tư nước ngoài.","Nhà nước, tập thể, cá thể tiểu chủ, tư bản nhà nước, có vốn đầu tư nước ngoài.","Nhà nước, tập thể, tư bản tư nhân, tư bản nhà nước, có vốn đầu tư nước ngoài.","Nhà nước, tập thể, cá thể tiểu chủ, tư bản tư nhân, tư bản nhà nước, có vốn đầu tư nước ngoài.",D,GDCD 11
Kinh tế nhà nước có vai trò nào sau đây?,Cần thiết.,Chủ đạo.,Then chốt.,Quan trọng.,B,GDCD 11
Kinh tế tập thể là thành phần kinh tế dựa trên,hình thức sở hữu tư nhân về tư liệu sản xuất.,hình thức sở hữu nhà nước về tư liệu sản xuất.,hình thức sở hữu hỗn hợp về tư liệu sản xuất.,hình thức sở hữu tập thể về tư liệu sản xuất.,D,GDCD 11
Kinh tế nhà nước dựa trên hình thức sở hữu nào dưới đây?,A. Nhà nước.,B. Tư nhân.,C. Tập thể.,D. Hỗn hợp.,A,GDCD 11
Kinh tế tư nhân là thành phần kinh tế dựa trên,hình thức sở hữu hỗn hợp về tư liệu sản xuất.,hình thức sở hữu nhà nước về tư liệu sản xuất.,hình thức sở hữu tư nhân về tư liệu sản xuất.,hình thức sở hữu tập thể về tư liệu sản xuất.,C,GDCD 11
"Sự tồn tại nhiều thành phần kinh tế ở nước ta là một tất yếu khách quan, vì lí do nào sau đây?","Nước ta có dân số đông, lao động nông nghiệp là chủ yếu.",Lực lượng sản xuất của nước ta còn thấp với nhiều hình thức sở hữu về tư liệu sản xuất.,Nước ta có rất nhiều ngành nghề sản xuất khác nhau.,Nhu cầu giải quyết việc làm của nước ta rất lớn.,B,GDCD 11
Để xác định thành phần kinh tế cần căn cứ vào nội dung nào dưới đây?,Nội dung của từng thành phần kinh tế.,Hình thức sở hữu.,Vai trò của các thành phần kinh tế,Biểu hiện của từng thành phần kinh tế.,A,GDCD 11
Thành phần kinh tế nhà nước khác với thành phần kinh tế tư bản nhà nước về,hình thức sở hữu TLSX.,quan hệ quản lí.,quan hệ phân phối.,quan hệ sản xuất.,B,GDCD 11
Bộ phận nào sau đây không thuộc thành phần kinh tế Nhà nước:,Doanh nghiệp Nhà nước.,"Các quỹ dự trữ, các quỹ bảo hiểm quốc gia.",Quỹ bảo hiểm Nhà nước.,Các cơ sở kinh tế do Nhà nước cấp phép thành lập,D,GDCD 11
Thành phần kinh tế nào sau đây ngày càng trở thành nền tảng vững chắc của nền kinh tế quốc dân?,Kinh tế tập thể,Kinh tế tư nhân,Kinh tế tư bản Nhà nước,Kinh tế có vốn đầu tư nước ngoài,B,GDCD 11
"Thành phần kinh tế nào sau đây có vai trò thu hút vốn đầu tư, khoa học công nghệ hiện đại, quản lý tiên tiến, thúc đẩy tăng trưởng kinh tế?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,D,GDCD 11
"Thành phần kinh tế nào sau đây có vai trò đóng góp to lớn về vốn, công nghệ, khả năng tổ chức quản lý?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,D,GDCD 11
"Thành phần kinh tế nào sau đây giữ vai trò chủ đạo, nắm giữ các lĩnh vực, vị trí then chốt trong nền kinh tế quốc dân?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế nhà nước.,D,GDCD 11
Để xác định thành phần kinh tế thì cần căn cứ vào yếu tố nào sau đây?,Nội dung của từng thành phần kinh tế.,Hình thức sở hữu.,Vai trò của các thành phần kinh tế.,Biểu hiện của từng thành phần kinh tế.,A,GDCD 11
"Gia đình ông A mở cơ sở sản xuất nước mắm bằng nguồn vốn của gia đình. Sau 2 năm kinh doanh có hiệu quả, gia đình ông quyết định mở rộng quy mô sản xuất và thuê thêm 2 nhân công phụ giúp sản xuất. Vậy theo em, cơ sở sản xuất của ông A thuộc thành phần kinh tế nào?",Kinh tế tập thể,Kinh tế tư bản nhà nước,Kinh tế Nhà nước,Kinh tế tư nhân,D,GDCD 11
Doanh nghiệp cà phê Trung Nguyên thuộc thành phần kinh tế nào sau đây?,Kinh tế nhà nước.,Kinh tế tư nhân.,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tập thể.,B,GDCD 11
Hệ thống siêu thị Metro thuộc thành phần kinh tế nào sau đây?,Kinh tế tư nhân.,Kinh tế nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư bản nhà nước.,B,GDCD 11
"Ông K và ông H cùng nhau góp vốn để thành lập hợp tác xã kinh doanh dịch vụ vận tải, sau đó ông Q cũng xin tham gia góp vốn. Cuối năm, ông K và ông H chia cho ông Q phần lợi nhuận theo tỉ lệ góp vốn. Vậy ông K và ông H thực hiện nguyên tắc nào trong kinh doanh?",Tự nguyện.,Bình đẳng.,Cùng có lợi.,Quản lí dân chủ.,B,GDCD 11
Ở nước ta tồn tại mấy thành phần kinh tế?,4,5,6,7,C,GDCD 11
Thành phần kinh tế nào giữ vai trò chủ đạo trong nền kinh tế nước ta?,Kinh tế nhà nước,Kinh tế tập thể,Kinh tế tư nhân,Kinh tế có vốn đầu tư nước ngoài,C,GDCD 11
Quỹ bảo hiểm nhà nước thuộc thành phần kinh tế nào?,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư nhân.,Kinh tế tập thể.,Kinh tế nhà nước.,D,GDCD 11
Hợp tác xã là lực lượng nòng cốt của hình thức kinh tế nào?,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư nhân.,Kinh tế tập thể.,Kinh tế nhà nước.,C,GDCD 11
Kinh tế tập thể xây dựng dựa trên nguyên tắc nào?,"Tự nguyện, dân chủ.","Tự nguyện, cùng có lợi, quản lí dân chủ và có sự giúp đỡ của Nhà nước.","Tôn trọng, hợp tác đôi bên cùng có lợi.","Tự nguyện, cùng có lợi, quản lí dân chủ và phụ thuộc vào kinh tế nhà nước.",B,GDCD 11
Kinh tế tập thể cùng kinh tế nhà nước hợp thành nền tảng vững chắc của,Nền kinh tế quốc dân.,Quá trình xây dựng đất nước.,Sự phát triển xã hội.,Nền kinh tế hội nhập.,A,GDCD 11
Thành phần kinh tế là kiểu quan hệ kinh tế dựa trên một hình thức sở hữu nhất định về,Tư liệu sản xuất.,Cơ cấu kinh tế.,Đối tượng lao động.,Tư liệu lao động.,A,GDCD 11
"Trong thời kì quá độ lên xã hội chủ nghĩa ở nước ta, các thành phần kinh tế mới và cũ cùng tồn tại khách quan và",Có quan hệ với nhau.,Tách biệt không liên quan tới nhau.,Đấu tranh triệt tiêu nhau.,Gây khó khăn cho nhau.,A,GDCD 11
Người ta căn cứ vào yếu tố nào để xác định các thành phần kinh tế?,Nguồn vốn đầu tư.,Quy mô sản xuất.,Sở hữu tư liệu sản xuất.,Trình độ sản xuất.,C,GDCD 11
"Một xã hội dân giàu, nước mạnh, công bằng, dân chủ, văn minh là thể hiện nội dung nào sau đây của chủ nghĩa xã hội mà nước ta đang xây dựng?",Đặc trưng.,Tính chất.,Nội dung.,Ý nghĩa.,C,GDCD 11
Thông tin trên thể hiện đặc trưng cơ bản nào trong các đặc trưng sau đây của chủ nghĩa xã hội ở Việt Nam?,"Có nền văn hóa tiên tiến, đậm đà bản sắc dân tộc.","Con người có cuộc sống ấm no, tự do, hạnh phúc, có điều kiện phát triển toàn diện.","Các dân tộc trong cộng đồng Việt Nam bình đẳng, đoàn kết, tôn trọng và giúp nhau cùng phát triển.",Có quan hệ hữu nghị và hợp tác với các nước trên thế giới.,D,GDCD 11
Nhà nước pháp quyền xã hội chủ nghĩa quản lí mọi mặt đời sống xã hội chủ yếu bằng phương tiện nào sau đây?,Chính sách,Đường lối,Chủ trương,Pháp luật,D,GDCD 11
Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam mang bản chất của giai cấp,công nhân và nông dân,công nhân,"công nhân, nông dân và trí thức",tất cả các giai cấp trong xã hội,A,GDCD 11
Chức năng cơ bản của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam là,"bảo đảm an ninh chính trị và trật tự, an toàn xã hội.",trấn áp các giai cấp đối kháng.,tổ chức và xây dựng.,trấn áp và tổ chức xây dựng.,D,GDCD 11
Bản chất giai cấp công nhân của Nhà nước ta được biểu hiện tập trung nhất ở sự lãnh đạo của,Đảng Cộng Sản.,nhà nước.,người dân.,nông dân.,A,GDCD 11
