Question,Label,Choosed_wrong_answer,True_answer
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Điểm chung trong chính sách cai trị về chính trị của các nước thực dân phương Tây ở Đông Nam Á là gì?
Lựa chọn: 
A: Vẫn duy trì các thế lực phong kiến địa phương như một công cụ để thi hành chính sách cai trị
B: []
C: Sử dụng quân đội từ chính quốc để bảo vệ bộ máy cai trị thực dân
D: Thiết lập nền thống trị bằng hình thức giống nhau
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Chỉ có đại diện chính quyền thực dân mới được thi hành chính sách cai trị,B,A
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trường hợp nào sẽ dẫn tới sự di truyền liên kết?
Lựa chọn: 
A: Các cặp gen quy định các cặp tính trạng nằm trên các cặp nhiễm sắc thể khác nhau
B: Các cặp gen quy định các cặp tính trạng xét tới cùng nằm trên một cặp nhiễm sắc thể
C: Các tính trạng khi phân ly làm thành một nhóm tính trạng liên kết
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Tất cả các gen nằm trên cùng một nhiễm sắc thể phải luôn di truyền cùng nhau,D,B
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Phần mở bài của bài nghị luận về tác phẩm truyện (hoặc đoạn trích) cần có nội dung nào sau đây?
Lựa chọn: 
A: Giới thiệu tác phẩm và nêu ý kiến đánh giá
B: Nêu lí lịch và hoàn cảnh nhân vật
C: Khẳng định giá trị của tác phẩm
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Tất cả các phương án trên,D,A. Giới thiệu tác phẩm và nêu ý kiến đánh giá.
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ngay sau khi Chiến tranh thế giới thứ hai kết thúc phong trào giải phóng dân tộc đã nổ ra mạnh mẽ nhất ở các nước nào?
Lựa chọn: 
A: In-đô-nê-xi-a, Việt Nam, Lào.
B: Việt Nam, Mi-an-ma, Lào.
C: []
D: Phi-lip-pin, Việt Nam, Ma-lai-xi-a.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","In-đô-nê-xi-a, Xin-ga-po, Thái Lan.",C,A
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Để phá sản bước thứ nhất kế hoạch Na-va, chủ trương nào sau đây của ta là cơ bản nhất?
Lựa chọn: 
A: Đánh vào những nơi ta cho là chắc thắng, tiêu diệt một bộ phận sinh lực địch buộc chúng phân tán lực lượng.
B: Tiêu diệt một bộ phận sinh lực địch, phân tán lực lượng địch.
C: []
D: Giam chân địch ở Điện Biên Phủ, Xê-nô, Plâycu, Luông-pha-băng.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Phân tán lực lượng địch đến những nơi rừng núi hiểm trở.,C,A
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Khoanh vào chữ cái trước các từ ngữ chỉ đặc điểm
Lựa chọn: 
A: Chăm sóc, ngôi nhà, quan tâm, chăm chỉ
B: Yêu thương, giáo viên, vui chơi, quan tâm
C: vàng nhuộm, thơm lừng, trắng tinh, bé nhỏ
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","xanh non, thấp, chạy nhảy, bé nhỏ",D,C
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Công suất điện trong một đoạn mạch không được tính theo công thức nào dưới đây:
Lựa chọn: 
A: $ P = I^2.R$
B: $P = U.R$
C: []
D: $P = U^2/R$
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",$P = U.I$,C,B
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Silic đioxit là chất ở dạng
Lựa chọn: 
A: Vô định hình
B: Tinh thể nguyên tử
C: Tinh thể phân tử
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Tinh thể ion,D,C
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trong giờ ra chơi, A trêu đùa và đánh B gây chảy máu và gãy răng, các bạn trong lớp không ai có ý kiến gì vì sợ A đánh. Trong tình huống này em sẽ làm gì?
Lựa chọn: 
A: Báo với cô giáo chủ nhiệm để tìm cách giải quyết.
B: Mặc kệ vì không liên quan đến mình.
C: []
D: Chạy đi chỗ khác chơi.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Cùng với A đánh B cho vui.,C,A
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Câu tục ngữ nào sau đây không nói về kinh nghiệm trong lao động sản xuất?
Lựa chọn: 
A: Chuồng gà hướng đông, cái lông chẳng còn.
B: []
C: Ăn quả nhớ kẻ trồng cây
D: Nhất nước, nhì phân, tam cần, tứ giống
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","Ăn kĩ no lâu, cày sâu tốt lúa",B,C
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Thời gian trong thần thoại là
Lựa chọn: 
A: Thời gian phiếm chỉ
B: Thời gian cụ thể
C: Thời gian bất biến
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Thời gian tuần hoàn,D,A. Thời gian phiếm chỉ
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Một trong những đặc điểm của nền nông nghiệp cổ truyền ở nước ta là:
Lựa chọn: 
A: Gắn liền với công nghiệp chế biến và dịch vụ nông nghiệp
B: []
C: Đẩy mạnh thâm canh, chuyên môn hóa
D: Mỗi địa phương đều sản xuất nhiều loại sản phẩm, phần lớn để tiêu dùng tại chỗ
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","Sử dụng ngày càng nhiều máy móc, vật tư nông nghiệp, công nghệ mới",B,D
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Sự oxi hóa chậm là:
Lựa chọn: 
A: Sự oxi hóa mà không tỏa nhiệt 
B: Sự oxi hóa mà không phát sáng
C: Sự oxi hóa tỏa nhiệt mà không phát sáng
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Sự bốc cháy,D,C
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Phép chia đa thức $2x^{5} - 3x^{4} + x^{3} - 6x^{2}$ cho đa thức $5x^{7-2n}$ ($n \in \mathbb{N}$ và $0 \leq n \leq 3$) là phép chia hết nếu: 
Lựa chọn: 
A: n = 0
B: []
C: n = 2
D: n = 3
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",n = 1,B,D
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trong các đặc điểm bay hơi sau đây, đặc điểm nào không phải của sự sôi?
Lựa chọn: 
A: Xảy ra ở một nhiệt độ xác định của chất lỏng
B: Xảy ra ở cả trong lòng lẫn mặt thoáng của chất lỏng
C: Xảy ra ở bất kì nhiệt độ nào
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","Trong suốt quá trình diễn ra hiện tượng này, nhiệt độ của chất lỏng không thay đổi.",D,C
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trong câu thơ “Bác đã đi rồi sao, Bác ơi!”, nhà thơ đã sử dung biện pháp tu từ gì? 
Lựa chọn: 
A: []
B: Ẩn dụ.
C: Nhân hóa.
D: Nói giảm, nói tránh.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Nói quá.,A,D
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Khi được nhà Lương phong cho chức “gác công thành”, Thiều tỏ thái độ:
Lựa chọn: 
A: []
B: Phản kháng chống lại nhà Lương.
C: Bất bình, bỏ về quê.
D: Tập hợp lực lượng chống lại nhà Lương.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","Thần phục, chấp nhận.",A,C
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ở bò gen A qui định lông đen, gen a quy định lông vàng. Trong một quần thể, bò lông vàng chiếm 9% tổng số cá thể của đàn. Biết quần thể đạt trạng thái cân bằng di truyền. Tìm tần số của gen A và a?
Lựa chọn: 
A: []
B: 0,5 và 0,5
C: 0,3 và 0,7
D: 0,7 và 0,3
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","0,2 và 0,8",A,D
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Định luật Jun-Len xơ cho biết điện năng biến đổi thành:
Lựa chọn: 
A: Cơ năng
B: []
C: Năng lượng ánh sáng
D: Nhiệt năng
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Hóa năng,B,D
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Chữ Chăm cổ của người Chăm-pa được sáng tạo trên cơ sở chữ nào?
Lựa chọn: 
A: Chữ Hán
B: []
C: Chữ Phạn
D: Chữ La-tinh
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Chữ Nôm,B,C
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Nếu hai đường thẳng y = -3x + 4 (d1) và y = (m + 1)x + m (d2) song song với nhau thì m bằng
Lựa chọn: 
A: – 2
B: []
C: -4
D: -3
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",3,B,C
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Hai chữ ""về đất"" trong câu: ""Áo bào thay chiếu anh về đất"" không gợi ý liên tưởng nào sau đây?
Lựa chọn: 
A: Sự hi sinh âm thầm không ai biết đến.
B: Sự thanh thản, ung dung của người lính sau khi đã tận trung với nước.
C: Cách nói giảm để tránh sự đau thương.
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Sự hi sinh của người lính là hóa thân vào non sông đất nước.,D,A
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ở nước ta loại hình giao thông vận tải nào đang chiếm ưu thế?
Lựa chọn: 
A: Đường sắt
B: Đường biển
C: Đường ôtô
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Đường sông,D,C
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Hai cốc thủy tinh chồng lên nhau bị khít lại. Muốn tách rời hai cốc ta làm cách nào sau đây?
Lựa chọn: 
A: Ngâm cốc ở dưới vào nước nóng, đồng thời đổ nước lạnh vào cốc ở trên.
B: Ngâm cốc ở dưới vào nước lạnh, đồng thời đổ nước nóng vào cốc ở trên
C: []
D: Ngâm cả hai cốc vào nước lạnh
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Ngâm cả hau cốc vào nước nóng,C,A
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ý nghĩa của hình ảnh: “Ở cái buồng Mị nằm, kín mít, có một chiếc cửa sổ một lỗ vuông bằng bàn tay. Lúc nào trông ra cũng chỉ thấy trăng trắng, không biết sương hay là nắng” được Tô Hoài miêu tả là
Lựa chọn: 
A: []
B: cho thấy Mị phải sống kiếp tù nhân và mất dần ý thức của con người.
C: Lên án sự đối sử tàn nhẫn của nhà thống lí đối với Mỵ.
D: Cho thấy Mị không hề hưởng một chút gì hạnh phúc.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Qua không gian sống để tô đậm nỗi khổ của nhân vật.,A,B
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Thể thủy tinh của mắt là một thấu kính hội tụ bằng một chất
Lựa chọn: 
A: []
B: trong suốt và rất cứng
C: trong mờ và mềm.
D: trong suốt và mềm.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",trong mờ và rất cứng.,A,D
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Tháng 2-1950 gắn liền với sự kiện nổi bật nào ở Trung Quốc?
Lựa chọn: 
A: Hiệp ước liên minh và tương trợ Trung - Xô được kí kết.
B: Trung Quốc thực hiện đường lối ""ba ngọn cờ hồng"".
C: Trung Quốc xây dựng chủ nghĩa xã hội theo hướng ""đại nhảy vọt”.
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Trung Quốc lâm vào tình trạng hỗn loạn.,D,A
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trong các loại hình nghệ thuật sân khấu truyền thống, loại hình nào phản ánh hiện thực xã hội một cách sống động và sâu sắc nhất ?
Lựa chọn: 
A: Chèo
B: []
C: Múa rối
D: Cải lương
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Tuồng,B,D
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Yếu tố nào ảnh hưởng nhiều nhất đến tính chất hóa học của nguyên tố nhóm A?
Lựa chọn: 
A: Cấu hình electron nguyên tử
B: []
C: Khối lượng nguyên tử
D: Số neutron.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Số khối,B,A
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Một loại mỡ chứa 50% olein, 30% panmitin và 20% stearin. Tính khối lượng xà phòng điều chế từ 100kg loại mỡ trên
Lựa chọn: 
A: 103,26 kg
B: 73,34 kg
C: 146,68 kg
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","143,41 kg",D,A
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Loại công cụ lao động nào do cuộc cách mạng khoa học kĩ thuật lần thứ hai tạo lên đã được xem như “trung tâm thần kinh” kĩ thuật, thay con người trong toàn bộ quá trình sản xuất liên tục?
Lựa chọn: 
A: “Người máy” (Rô-bốt).
B: Máy tính điện tử.
C: []
D: Máy tự động.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Hệ thống máy tự động.,C,B
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Yếu tố cốt lõi trong hoạt động bảo tồn di sản là gì?
Lựa chọn: 
A: Xác định giá trị thực tế của di sản
B: []
C: Đảm bảo tính nguyên trạng của di sản
D: Tu bổ và phục hồi di sản thường xuyên
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Phát huy giá trị của di sản văn hóa,B,C
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ý nào dưới đây không phải nguyên nhân thắng lợi của cuộc khởi nghĩa Lam Sơn?
Lựa chọn: 
A: Nhân dân ta có tinh thần yêu nước, ý chí bất khuất, đoàn kết chiến đấu.
B: Có đường lối chiến lược, chiến thuật đúng đắn, bộ chỉ huy tài giỏi.
C: Quân Minh gặp khó khăn trong nước phải tạm dừng cuộc chiến tranh xâm lược Đại Việt.
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Biết dựa vào nhân dân để phát triển từ cuộc khởi nghĩa thành cuộc chiến tranh giải phóng dân tộc.,D,C
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trong đoạn mạch mắc song song, hiệu điện thế giữa hai đầu đoạn mạch
Lựa chọn: 
A: Bằng tổng hiệu điện thế giữa các đoạn mạch rẽ
B: Bằng hiệu điện thế giữa hai đầu các đoạn mạch rẽ
C: Bằng tích hiệu điện thế giữa hai đầu các đoạn rẽ
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Bằng hai lần tổng các hiệu điện thế giữa hai đầu các đoạn mạch rẽ,D,A
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Thế giới quan duy tâm có quan điểm thế nào dưới đây về mối quan hệ giữa vật chất và ý thức?
Lựa chọn: 
A: Vật chất là cái có trước và quyết định ý thức
B: Ý thức là cái có trước và sản sinh ra giới tự nhiên
C: []
D: Chỉ tồn tại ý thức
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Vật chất và ý thức cùng xuất hiện,C,B
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Đặt vào hai đầu dây dẫn có điện trở $25\Omega$ một hiệu điện thế 12V thì cường độ dòng điện chạy qua dây là :
Lựa chọn: 
A: []
B: 4,8A
C: 2,1
D: 0,48
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",37A,A,D
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Điều gì làm nên Sức hấp dẫn của truyện thần thoại?
Lựa chọn: 
A: Nhân vật truyện
B: Các chi tiết kì ảo
C: []
D: Đặc sắc nghệ thuật và giá trị nội dung, tư tưởng
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
","Giá trị nội dung, tư tưởng",C,"D. Đặc sắc nghệ thuật và giá trị nội dung, tư tưởng."
"Hãy điền vào trong dấu [] tại lựa chọn A dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Tam giác ABC vuông tại A thì
Lựa chọn: 
A: []
B: $\hat{B}+\hat{C}=90^\circ$
C: $\hat{B}+\hat{C}=100^\circ$
D: $\hat{B}+\hat{C}=180^\circ
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",$\hat{B}+\hat{C}=60^\circ$,A,B
"Hãy điền vào trong dấu [] tại lựa chọn B dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Trách nhiệm nhà nước bao gồm:
Lựa chọn: 
A: Ghi nhận trong Hiến pháp và các văn bản quy định pháp luật quyền sở hữu của công dân.
B: []
C: Tuyên truyền, giáo dục công dân cách thức bảo vệ quyền sở hữu của mình và ý thức tôn trọng quyền sở hữu của người khác.
D: Tất cả các đáp án trên đúng
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Quy định các biện pháp và hình thức xử lí đối với các hành vi xâm phạm quyền sở hữu…,B,D
"Hãy điền vào trong dấu [] tại lựa chọn D dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Việc làm nào dưới đây góp phân bảo vệ hoà bình cho nhân loại?
Lựa chọn: 
A: Kích động, chia rẽ giữa các dân tộc, tôn giáo
B: Gây chiến tranh, khủng bố ở nhiều nơi trên thế giới
C: Thiết lập quan hệ hợp tác, hữu nghị giữa các dân tộc
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Hạn chế quan hệ với các nước khác để tránh xảy ra xung đột,D,C
"Hãy điền vào trong dấu [] tại lựa chọn C dựa vào kiến thức của bạn.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Quá trình nào sau đây không sinh ra khí cacbonic?
Lựa chọn: 
A: Đốt cháy sản phẩm thải của dầu mỏ
B: Quá trình sản xuất vôi sống
C: []
D: Quá trình quang hợp của cây xanh
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu.
",Quá trình sản xuất gang thép,C,D
