Question,Label,Choosed_wrong_answer,True_answer
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: An owner operated a successful retail business. He decided he wanted to retire and listed his business for sale. A buyer saw the listing and visited the retail business. The buyer told the owner that she was very interested in buying the business, but that she needed to get a loan from the bank to finance the purchase. The parties drafted a contract, signed by both parties, which stated that the buyer agreed to purchase the retail business from the owner for $250,000. The written agreement contained a provision wherein the sale would not take effect ""unless the buyer is successful in her bid to obtain a loan from a bank to finance the purchase of the business. "" Subsequently, the buyer made no effort to attempt to obtain a loan from a bank so that the sale could be finalized. After several months, the owner filed suit against the buyer for breach of contract. Which of the following will be the owner's strongest argument in support of his action against the buyer for breach of contract?
Options:
A: The obtaining of a loan from a bank was not worded as a ""condition"" to the buyer's duty to buy the business.
B: []
C: Although obtaining a loan from a bank was a condition to the buyer's duty to buy the business, it should be stricken from the contract because it is an unconscionable term.
D: The buyer breached an implied promise to make a reasonable effort to obtain a loan from a bank.
Reply with answer only.
","Although obtaining a loan from a bank was a condition to the buyer's duty to buy the business, the condition should be excused because its non-occurrence would cause a forfeiture to the owner.",B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Ashford thinks that the right test of whether or not legal and economic structures are minimally just is to see whether or not
Options:
A: []
B: they minimize the amount of suffering in the world.
C: they recognize, enforce, and implement duties not to violate human rights.
D: they are universalizable.
Reply with answer only.
",they help develop human capabilities.,A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Homeowner owns a property in its natural condition with a house on it. There was no fill of any kind on the property. Neighbor, who owns the adjacent property to the East, built a driveway whose western boundary is along the border of homeowner's property. The excavator dug the driveway five feet deep. The land began to subside along the line of excavation and about three feet of homeowner's land fell off into the driveway, making that part of her property useless. Homeowner demanded that neighbor fill in the property to buttress the erosion created. That was not done and the erosion continued to occur. Homeowner sued and asked for an injunction compelling the neighbor to build and maintain a retaining wall. Will the court rule for the plaintiff/homeowner?
Options:
A: Yes, because excavation is an abnormally dangerous activity and neighbor is absolutely liable for any damages caused by the violation.
B: []
C: No, because the neighbor did not go onto the adjacent land and confined all excavation to his own land.
D: No, the right to lateral support is a common law right that has been abrogated by statute in virtually all states so that the right no longer exists.
Reply with answer only.
","Yes, because every landowner has a right to the lateral support of the soil in its natural state.",B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A homeowner awoke one night and observed a thief stealing chickens from his backyard chicken coop. He thought he saw a gun but could not tell for sure. While the thief was exiting with a sack of chickens, the homeowner got his hunting rifle and shot him dead. The authorities charged the homeowner with homicide. At the trial, he defended on the basis that he was in fear for his safety, and was legally authorized to use deadly force to defend his dwelling and person from the illegal threat. Is the defense to homicide valid under these facts?
Options:
A: Yes, he was authorized to use deadly force where he reasonably believed that the thief had a gun and would harm him.
B: No, because it is not reasonable to use deadly force to prevent the theft of the chickens.
C: []
D: Yes, because a dwelling owner can always use deadly force to protect his property and person from an illegal trespasser or thief.
Reply with answer only.
","No, because a homeowner can never legally use deadly force to stop a theft.",C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What contributes to societies becoming more complex?
Options:
A: []
B: Crop irrigation requires the construction of dams or canals.
C: Sedentary communities need to defend themselves.
D: All of the above.
Reply with answer only.
","Surplus food is stored in large, collective facilities.",A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: ""An assault is an unlawful attempt, with or without present ability, to commit a battery on the person of another. It is a misdemeanor punishable by imprisonment of up to six months. ""A defendant was a lawyer who worked in a law firm located in the state. The defendant, who had a reputation of being a prankster, decided to play a practical joke on the senior partner of the law firm. The defendant donned a cowboy mask and entered the senior partner's office. As the senior partner was talking on the phone with his back to the door, the defendant pulled out a toy cap gun and said, ""This is a stickup . . . give me your wallet or I'll shoot. "" When the senior partner turned around to face the defendant, he pulled the trigger of the gun. This caused the toy pistol to make a loud noise. Although the senior partner was not frightened, he fired the defendant because of the incident, citing unprofessional conduct. The defendant was subsequently charged with criminal assault under the above mentioned statute. At trial, the defendant testified that he was only playing a practical joke on the senior partner and was trying to scare him as a harmless prank. If the jury believes the defendant, they should find him
Options:
A: guilty, because he intended to frighten the senior partner.
B: guilty, because the statute does not require the present ability to commit a battery.
C: []
D: not guilty, because the facts state that the senior partner was not frightened.
Reply with answer only.
","not guilty, because the defendant did not intend to cause physical injury to the senior partner.",C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The presence of caribou bones found near the Hudson River valley in New York from a site dated 10,000 years ago implies:
Options:
A: that the main food source was caribou meat.
B: a much colder climate during that time.
C: []
D: that the people who lived at this site had high cholesterol.
Reply with answer only.
",that caribou were imported into the United States from Canada.,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Denise Developer found a near-perfect piece of property zoned commercial in the downtown area of Pleasantville. She hired an architect to design a high tech office building with an objective of attracting upscale tech-industry tenants. She approached Microhard and secured a lease agreement for over half of the available square footage. The lease was not recorded, but the agreement allowed Denise to attract other wealthy tenants. She also disclosed the Microhard lease on her application for a $1,500,000 construction loan from Maximum Mortgage Company. Denise executed a mortgage and related promissory note in favor of Maximum. Maximum recorded the mortgage immediately. The office building was completed and Denise had more tenant demand than available space, so the building opened full. One year later, Denise ran into financial trouble and defaulted on the mortgage. Maximum took possession and immediately notified all the tenants that their leases were cancelled, that they were evicted, and that they must vacate immediately unless they were willing to sign a new lease at double the previous rent. The recording statute in the jurisdiction specified ""every conveyance, encumbrance, or lease not recorded is void as against any subsequent party recording first."" The tenants retained you to compel Maximum to honor the leases at the lower rents. Which of the following statements of advice is the most accurate?
Options:
A: All the tenants will prevail (unless otherwise in default on their leases), because Maximum loaned money to Denise with actual knowledge that she intended to enter into binding leases with the tenants.
B: []
C: Microhard is entitled to continue their lease because Maximum had actual notice of their prior lease.
D: All the tenants should renegotiate their leases with Maximum.
Reply with answer only.
",Microhard is entitled to continue their lease because Maximum had constructive notice of their prior lease.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: You are a consultant asked to design an intervention program in a recently integrated housing project where antagonism and hostility between old and new residents are extremely high. The goal is to improve relations through contact. You would be more likely to facilitate that goal if you could arrange interactions that provide opportunities
Options:
A: []
B: which make explicit the status hierarchy chat is implicit in the interactions between the wo groups
C: which provide an open airing and all-out discussion about what each group believes to be the negative crits of the other
D: for each group of residents co disconfirm negative traits of the other group
Reply with answer only.
","at the outset for contact that is rather casual and superficial, thus providing a “warm-up” phase",A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In assessing the tolerable rate of deviations of a test of controls that was performed using statistical sampling an auditor should consider that
Options:
A: Deviations from pertinent controls do not affect the risk of material misstatement in the accounting records.
B: []
C: When the degree of assurance desired in a sample is high the auditor should allow for a high level of sampling risk.
D: Increasing the number of items selected for the test of controls usually increases the tolerable rate of deviations.
Reply with answer only.
",Deviations from pertinent controls at a given rate ordinarily result in misstatements at a lower rate.,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What challenges to liberalism were shown by the Western response to the Arab Spring?
Options:
A: The problematic contention that the liberalist perspective is based on ideas that are Western - such as democracy, free enterprise, and civil rights.
B: []
C: The liberalist perspective does not explain clearly how and when liberalism is supposed to spread, in this case to the Arab countries in question.
D: All of the above
Reply with answer only.
","Liberalism did not provide a clear way to deal with the Arab Spring, and its inconsistencies and contradictions were exposed.",B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following is encoded by the src oncogene and catalyzes the specific addition of phosphate groups to cellular proteins?
Options:
A: []
B: Adenylate cyclase
C: G protein-linked receptor
D: Tyrosine kinase
Reply with answer only.
",Protein phosphatase,A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: With an increasing number of sprints the:
Options:
A: []
B: pH of the muscle falls below 6.0.
C: blood glucose concentration falls below 3 mmol/L.
D: relative contribution of aerobic metabolism increases.
Reply with answer only.
",anaerobic contribution progressively increases.,A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In general, animal cells differ from plant cells in that animal cells have
Options:
A: []
B: lysosomes
C: large vacuoles that store water
D: centrioles within centrosomes
Reply with answer only.
",a cell wall made of cellulose,A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: To receive an electric shock there must be a
Options:
A: []
B: presence of moisture.
C: high voltage and low body resistance.
D: voltage difference across part or all of your body.
Reply with answer only.
",current in one direction.,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Why do political scientists identify the presidential elections of Franklin Roosevelt in 1932 and Richard Nixon in 1968 as well as the midterm election of 1994 as ""critical elections""?
Options:
A: The issues at stake in those elections were more important than in most elections.
B: Those elections saw major shifts in party alignment that would last for decades.
C: []
D: Those elections took place during wartime.
Reply with answer only.
",Minority voters played a key role in deciding the winners of those elections.,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vines…
See your rivers stirring with musk alligators
And sea cows with mirage eyes…
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet Léopold Sédar Senghor, ""To New York,"" 1956
Which of the following best explains the phenomenon of an African poet writing so lyrically about New York?
Options:
A: Outmigration from Africa due to political violence
B: []
C: Preference on the part of African intellectuals for Western cultural advancements
D: Lack of a rich indigenous artistic tradition in Africa
Reply with answer only.
",Stronger transatlantic influences linking art in Afro-Eurasia with that in the Americas,B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Which of the following is not an objection that Kass makes against cloning?
Options:
A: It constitutes unethical experimentation.
B: It threatens identity and individuality.
C: []
D: It perverts our values concerning parenthood and the raising of children.
Reply with answer only.
",It will produce harmful biological mutations as clones produce further clones.,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?
Options:
A: through outer space
B: through a human body
C: []
D: to the center of the earth
Reply with answer only.
",to the ocean floor,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A psychologist at a pain clinic is helping design a medication reduction schedule to address the learned aspects of a patient's medication use. The psychologist’s best recommendation would be to administer medication
Options:
A: in the patient’s food, because reduction will occur sooner as the patient's awareness of the medication decreases
B: []
C: only when requested by the patient, because reduction will occur sooner if less medication is given
D: by injection, because as administration becomes more painful, less medication will be requested
Reply with answer only.
","at specific times, because then the medication will not be given in response to pain",B,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A plaintiff sued the manufacturer of a slicing machine for negligent design, after the machine cut off the plaintiff's finger. The plaintiff claims that while he was cleaning the machine, two wires came into contact with each other and caused the machine to turn on. At trial, the manufacturer has offered evidence that it was unreasonably expensive to design the machine so that the wires could not come into contact. In rebuttal, the plaintiff offers evidence that after this action was filed, the manufacturer redesigned the machine to prevent the wires from redesigned the machine to prevent the wires from coming into contact. Is evidence of this change in design admissible?
Options:
A: []
B: No, under the rule regarding remedial measures that encourages manufacturers to make their products safer.
C: Yes, as evidence tending to show that the machine could be designed to keep the wires from coming into contact.
D: Yes, as evidence tending to show that the manufacturer was negligent because its initial design failed to prevent the wires from coming into contact.
Reply with answer only.
","No, because the change in design may have been unrelated to this type of accident.",A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The book announced an insane world of dehumanization through terror in which the individual was systematically obliterated by an all-powerful elite. Its key phrases‚ÄîBig Brother, doublethink, Newspeak, the Ministry of Peace (devoted to war), the Ministry of Truth (devoted to lies), the Ministry of Love (devoted to torture)‚Äîburned their way at once into the modern consciousness. The passage above discusses
Options:
A: []
B: Thomas Pynchon's V.
C: George Orwell's 1984
D: Flannery O'Connor's The Violent Bear It Away
Reply with answer only.
",E.M. Forster's A Passage to India,A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A federal statute provides states with funds for child welfare programs, subject to the condition that such programs be administered in accordance with federal standards. The United States sued a state in federal court for injunctive relief, arguing that the state's child welfare programs, which were funded in part by federal funds disbursed under this statute, failed to comply with federal standards. The state has moved to dismiss the action. Is the court likely to dismiss the action?
Options:
A: No, because Congress can place any condition on the receipt of federal funds.
B: No, because the Eleventh Amendment does not bar actions brought by the United States.
C: []
D: Yes, because the protection of child welfare is reserved to the states.
Reply with answer only.
","Yes, because the Eleventh Amendment bars actions against a state in federal court.",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Why is it important that personal data about research participants are kept within secure, confidential records?
Options:
A: So that the participants cannot find out what has been written about them.
B: In case individuals, places, or organizations can be harmed through identification or disclosure of personal information.
C: []
D: To enable the researcher to track down individuals and find out more about their lives.
Reply with answer only.
","So that government officials, teachers, and other people in authority can have easy access to the data.",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following statements concerning the regression population and sample is FALSE?
Options:
A: The population is the total collection of all items of interest
B: The population can be infinite
C: []
D: A random sample is one where each individual item from the population is equally likely to be drawn.
Reply with answer only.
","In theory, the sample could be larger than the population",C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A woman is the owner of record of a parcel of land designated as ""A. "" It is the highest of three neighboring properties on a mountain. The woman's sister owns parcel ""C,"" which lies the lowest on the mountain. Parcel ""B"" lies between Parcels ""A"" andIn 2000, the woman who originally owned all three parcels of land constructed a private drainage system. This system consisted of an underground pipeline that extended across all three parcels of land. Sewage from parcel ""A"" drained through the system to a municipal sewer, which was located at the bottom of the mountain. In 2005, the sister purchased parcel ""C"" from the woman. The deed to the sister did not contain any mention of the woman's drainage system. Located on each of the parcels are large ranch-style homes occupied by the respective owners. A portion of the sister's unimproved land began to subside over the drainage system. This was because of an especially pliable soil condition of which the woman was unaware prior to construction of the drainage system. In an action brought by the sister against the woman to recover property damage for the subsidence of her land, judgment should be for whom?
Options:
A: The sister, because she is entitled to lateral support for her land in its natural condition.
B: []
C: The sister, because she is entitled to support for her land in its improved condition.
D: The woman, unless she sister proves that the woman was negligent in constructing the drainage system.
Reply with answer only.
","The sister, because she is entitled to subjacent support for her land in its natural condition.",B,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A 22-year-old woman contacts a medical student and asks if he would like to join her for dinner. The student met the woman when he was assigned to her care during her 2-week hospitalization for treatment of major depressive disorder. He has not treated or seen the patient since she was discharged from the hospital. He is attracted to this former patient and would be interested in dating her. Which of the following is the most appropriate action by the medical student regarding this patient's invitation?
Options:
A: []
B: He can date her because she is no longer his patient
C: He can date her, but only after at least 1 year has passed since he treated her
D: He cannot date her because she was once his psychiatric patient
Reply with answer only.
","He can date her because he was a medical student, not a physician, when he contributed to her care",A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: According to Whorf's linguistic relativity hypothesis,
Options:
A: we have an innate language acquisition device
B: []
C: we tend to observe and imitate models
D: language determines the way we think
Reply with answer only.
",apes do not have language because they don't use proper syntax,B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: While ratifying the Constitution, the primary point of disagreement between Federalists and Anti-Federalists was over
Options:
A: whether representation in Congress should be equal among states or proportional to population
B: []
C: the future of the slave trade
D: whether people had inalienable rights
Reply with answer only.
",the strength of the federal government relative to the states,B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A gas undergoes an expansion-compression cycle. If, plotted on a P-V diagram, the cycle is counterclockwise and the work is 300 J in magnitude, what was the heat transfer during this cycle?
Options:
A: 300 J into the system
B: 300 J out of the system
C: []
D: 600 J out of the system
Reply with answer only.
",600 J into the system,C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
""From the confines of Jerusalem and the city of Constantinople a horrible tale has gone forth and very frequently has been brought to our ears, namely, that a race from the kingdom of the Persians, an accursed race, a race utterly alienated from God, a generation forsooth which has not directed its heart and has not entrusted its spirit to God, has invaded the lands of those Christians and has depopulated them by the sword, pillage and fire; it has led away a part of the captives into its own country, and a part it has destroyed by cruel tortures; it has either entirely destroyed the churches of God or appropriated them for the rites of its own religion….The kingdom of the Greeks is now dismembered by them and deprived of territory so vast in extent that it cannot be traversed in a march of two months. On whom therefore is the labor of avenging these wrongs and of recovering this territory incumbent, if not upon you? You, upon whom above other nations God has conferred remarkable glory in arms, great courage, bodily activity, and strength to humble the hairy scalp of those who resist you.
Let the deeds of your ancestors move you and incite your minds to manly achievements; the glory and greatness of king Charles the Great, and of his son Louis, and of your other kings, who have destroyed the kingdoms of the pagans, and extended in these lands the territory of the holy church. Let the holy sepulchre of the Lord our Savior, which is possessed by unclean nations, especially incite you, and the holy places which are now treated with ignominy and irreverently polluted with their filthiness. Oh, most valiant soldiers and descendants of invincible ancestors, be not degenerate, but recall the valor of your progenitors.
Jerusalem is the navel of the world; the land is fruitful above others, like another paradise of delights. This the Redeemer of the human race has made illustrious by His advent, has beautified by residence, has consecrated by suffering, has redeemed by death, has glorified by burial. This royal city, therefore, situated at the center of the world, is now held captive by His enemies, and is in subjection to those who do not know God, to the worship of the heathens. She seeks therefore and desires to be liberated and does not cease to implore you to come to her aid. From you especially she asks succor, because, as we have already said, God has conferred upon you above all nations great glory in arms. Accordingly undertake this journey for the remission of your sins, with the assurance of the imperishable glory of the kingdom of heaven.""
Pope Urban II, Speech at the Council of Clermont as recorded by Robert the Monk, 1095 C.E.
The speech above is best understood in context of which of the following?
Options:
A: []
B: The Protestant Reformation
C: The Age of Discovery
D: The Crusades
Reply with answer only.
",The Mongol invasions of the Middle East,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A debtor owed a creditor $12,000 under a promissory note. Under the applicable statute of limitations, a suit to collect on the promissory note had to have been filed by September 30 of last year. On June 1 of this year, the creditor received a letter from the debtor stating, ""I shall pay you $5,000 on July 1 in full satisfaction of what I owe you. "" However, the debtor failed to make the payment on July 1. If, on August 1, the creditor brings suit against the debtor and the debtor asserts the statute of limitations as an affirmative defense and refuses to pay the creditor anything, which of the following accurately states the creditor's legal rights against the debtor?
Options:
A: On June 1 the creditor became entitled to a judgment against the debtor for $5,000 only.
B: On July 1, not June 1, the creditor became entitled to a judgment against the debtor for $5,000 only.
C: []
D: The creditor is not entitled to anything, on either June 1 or on July 1.
Reply with answer only.
","On July 1, not June 1, the creditor will be entitled to a judgment against the debtor for$12,000.",C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In counseling and psychotherapy, the trend since 1980 has been toward
Options:
A: []
B: dominance of the analytic models
C: increasing evidence that the theoretical position of the therapist determines effectiveness
D: greater acceptance of eclecticism
Reply with answer only.
",more behaviorism,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What are the limitations of food balance sheets? (select all that apply)?

Options:
A: No account is taken of waste or losses of food
B: []
C: No information is available on the distribution of consumption within a country
D: All of the options given are correct
Reply with answer only.
",Consumption estimates give higher values than those derived from other types of surveys,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Assessment Centers differ most sharply from other methods of personnel selection in their use of
Options:
A: []
B: multiaptitude test batteries
C: projective techniques
D: performance-based assessment
Reply with answer only.
",longitudinal appraisal,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
""When we were kids the United States was the wealthiest and strongest country in the world; the only one with the atom bomb, the least scarred by modern war, an initiator of the United Nations that we thought would distribute Western influence throughout the world. Freedom and equality for each individual, government of, by, and for the people—these American values we found good, principles by which we could live as men. Many of us began maturing in complacency.
""As we grew, however, our comfort was penetrated by events too troubling to dismiss. First, the permeating and victimizing fact of human degradation, symbolized by the Southern struggle against racial bigotry, compelled most of us from silence to activism. Second, the enclosing fact of the Cold War, symbolized by the presence of the Bomb, brought awareness that we ourselves, and our friends, and millions of abstract 'others' we knew more directly because of our common peril, might die at any time. . . .""
—Port Huron Statement, 1962
Through the remainder of the 1960s, the growth of the organization that published the Port Huron Statement can best be understood in the context of
Options:
A: rapid industrialization, urban growth and congestion, and corporate consolidation.
B: []
C: economic polarization, supply-side economic policies, and the disappearance of the middle class.
D: the proliferation of personal computer technologies, the rise of Christian fundamentalism, and an increase in student apathy.
Reply with answer only.
","the baby boom, economic growth, and a rapid expansion of higher education.",B,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following will shift the supply curve for textbooks to the left?
Options:
A: []
B: A decrease in the number of buyers
C: An increase in printing costs
D: Expectations of future surpluses
Reply with answer only.
",A decrease in the demand for a substitute in production,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A man, his brother and his friend all discuss murdering the man's neighbor because the neighbor took some shots at the man's dog but he missed. They agree on a plan. They decided on strychnine poisoning, which the friend told them how to get and they went and got it. When they asked the friend to go forward in poisoning the victim, he refused, saying, ""I'm was only here for planning and advice, but I never intended to commit murder."" The man and his brother took the poison to a meeting with the neighbor, but he wouldn't drink. They were caught and arrested. The statute requires an overt act for criminal conspiracy. Which of the following most accurately states the criminal responsibility of each of the three men?
Options:
A: []
B: The man and his brother are guilty of conspiracy but not attempted murder.
C: The man and his brother are guilty of conspiracy and attempted murder, but the friend is guilty of nothing.
D: The man and his brother are guilty of conspiracy and attempted murder, and the friend is guilty of criminal conspiracy.
Reply with answer only.
",The man and his brother have committed criminal conspiracy and attempted murder.,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A student performs five titrations and obtains a mean result of 0.110 M, with a standard deviation of 0.001 M. If the actual concentration of the titrated solution is 0.100 M, which of the following is true about the titration results?
Options:
A: Accurate but not precise
B: Precise but not accurate
C: []
D: Neither accurate nor precise
Reply with answer only.
",Both accurate and precise,C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which statement describes an idea from utilitarianism?
Options:
A: []
B: People should be treated as an end, not a means to an end.
C: The greatest good for the greatest number.
D: Those better off should give to people who are not as well off.
Reply with answer only.
",What is right and what is wrong are predetermined.,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A screenwriter had just finished a screenplay for a romantic comedy. After reading the screenplay, a movie studio decided to option the screenplay for production. A lawyer for the movie studio negotiated an agreement with the screenwriter whereby the movie studio would pay the screenwriter $5,000 for the rights to the screenplay, and 10 percent of the gross receipts earned by the distribution of the movie, should the studio decide to film the screenplay. Both sides signed the agreement. Two weeks later, the screenwriter was at a birthday party for a close friend when she discovered she had forgotten to purchase a gift for her friend. She quickly grabbed a piece of paper and wrote on it:""I promise that my friend is entitled to 5 percent of the proceeds I will receive for the distribution of the movie to be made from my screenplay. ""The screenwriter then signed the paper, placed it in an envelope, and handed it to the friend. The promise to pay 5 percent of the proceeds to the friend may best be interpreted as a (an)
Options:
A: []
B: conditional assignment.
C: irrevocable assignment.
D: gratuitous assignment of future rights.
Reply with answer only.
",equitable lien.,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which one of the following statements is true with regard to intravenous drug administration?
Options:
A: IV administration of a drug will delay its action.
B: IV administration carries low risk of bacteraemia.
C: []
D: An intravenous cannula should never be used for both drug and fluid administration.
Reply with answer only.
",IV administration allows titration of a drug with its desired effect.,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I used a frying pan to discipline my children. Scenario 2 | My son wanted to learn to ride a bike, so I gave the bike a tune-up.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What do meteorites reveal about the solar system?
Options:
A: They reveal that the early solar system consisted mostly of hydrogen and helium gas.
B: They reveal that meteorites are much older than the comets and planets.
C: []
D: They reveal that the solar system once contained 10 planets.
Reply with answer only.
",They reveal that the age of the solar system is approximately 4.6 billion years.,C,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: At a metro station in the city, there is always significant construction going on, including a rebuild of the elevator shaft between the platform and the ground level. There is a sign warning ""this elevator is not available at this time, please do not ride it."" A passenger sees the signs, but tries to ride the elevator anyway, and is injured when she falls into the shaft. When the passenger sues the city for negligence, the city states that she assumed the risk. Is that a valid and accurate defense under the circumstances?
Options:
A: []
B: Yes, because the signs make her contributorily negligent and a legal cause of her own injury.
C: No, because the sign did not explain the danger and only told her that it was not available, and she therefore did not know what she was encountering.
D: No, because the city has strict liability when everyone is depending on the subway.
Reply with answer only.
","Yes, because she was fully informed and should have known that the elevator was unsafe based upon the signs.",A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I hung several garments loose in the farmer's market. Scenario 2 | I told the police the right information
Options:
A: Wrong, Wrong
B: []
C: Not wrong, Wrong
D: Not wrong, Not wrong
Reply with answer only.
","Wrong, Not wrong",B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A web designer decided to purchase and download a software program online to assist in the technological aspects of her webpage design business. On the software's web page, she clicked a ""download"" button and downloaded the product successfully. She did that without seeing or clicking to any information about the software's contractual licensing terms. If she had first scrolled down to the next visible screen, she would have seen the following invitation: ""Please review and agree to the licensing terms of this software program."" She used the program for several months until she discovered that it was applying tracking technology to surreptitiously send dozens of third-party promotional offers to her clients. The company ignored her requests to stop doing this. She sued it to stop the unauthorized tracking but the company responded by citing to its licensing terms which require all disputes be submitted to private arbitration. Will the federal district court likely dismiss the web designer's complaint and order arbitration as required by the software licensing terms?
Options:
A: Yes, because the designer got the benefit of the program and it required compliance with its licensing terms.
B: []
C: Yes, because the terms were obvious enough for anyone to find and she would have seen the notation if she had looked in a reasonable manner.
D: No, because contracts formed online must be signed and executed with the same formality as paper contracts.
Reply with answer only.
","No, because the designer did not have sufficiently clear notice that she must accept the licensing terms prior to downloading and using the product.",B,A
