Question,First_half,Label
"Phong trào cách mạng 1930-1931 đã để lại ý nghĩa  [MASKED]
A: Đảng cộng sản Đông Dương được công nhận là phân bộ độc lập trực thuộc Quốc tế cộng sản 
B: Là cuộc tập dượt đầu tiên chuẩn bị cho Cách mạng tháng Tám
C: Chứng tỏ đường lối của Đảng là đúng 
D: Rèn luyện đội ngũ cán bộ đảng viên
",Phong trào cách mạng 1930-1931 đã để lại ý nghĩa ,gì quan trọng nhất đối với cách mạng Việt Nam?
"Ý nghĩa quan trọng nhất của cuộc vận động dân chủ  [MASKED]
A: Buộc chính quyền thực dân phải nhượng bộ một số quyền dân sinh, dân chủ 
B: Xây dựng được một đội quân chính trị hùng hậu từ thành thị đến nông thôn
C: Mở rộng ảnh hưởng của Đảng cộng sản Đông Dương trong quần chúng 
D: Là cuộc tổng diễn tập lần 2 chuẩn bị cho cách mạng tháng Tám
",Ý nghĩa quan trọng nhất của cuộc vận động dân chủ ,1936-1939 đối với Cách mạng tháng Tám năm 1945 là gì?
"Hậu quả nghiêm trọng nhất từ chính sách cướp bóc  [MASKED]
A: Khủng hoảng kinh tế trầm trọng 
B: Cách mạng bùng nổ trong cả nước
C: Mâu thuẫn dân tộc phát triển gay gắt 
D: Khoảng 2 triệu người dân Việt Nam chết đói
",Hậu quả nghiêm trọng nhất từ chính sách cướp bóc ,của Pháp-Nhật đối với nhân dân Việt Nam là gì?
"Đại hội đại biểu lần thứ II của Đảng (2 – 1951) đã  [MASKED]
A: Đảng Lao động Việt Nam 
B: Đảng Cộng sản Việt Nam
C: Đảng Lao động Đông Dương 
D: Đảng Cộng sản Đông Dương
",Đại hội đại biểu lần thứ II của Đảng (2 – 1951) đã ,quyết định đưa Đảng ra hoạt động công khai lấy tên mới là gì?
"Sự kiện nào dưới đây đánh dấu bước ngoặt trong  [MASKED]
A: Đọc sơ thảo luận cương của Lê-nin về vấn đề dân tộc và thuộc địa (7/1920) 
B: Bỏ phiếu tán thành việc gia nhập Quốc tế thứ ba và tham gia sáng lập Đảng Cộng sản Pháp (12/1920)
C: Sáng lập Hội Liên hiệp các dân tộc thuộc địa 
D: Đưa yêu sách đến Hội nghị Véc-xai (18/6/1919)
",Sự kiện nào dưới đây đánh dấu bước ngoặt trong ,cuộc đời hoạt động của Nguyễn Ái Quốc (1919 - 1925)?
"Sự kiện nào được đánh giá là ""bước ngoặt vĩ  [MASKED]
A: Nguyễn Ái Quốc tìm ra con đường cứu nước cho dân tộc 
B: Cách mạng tháng Tám thành công
C: Nước Việt Nam dân chủ cộng hoà ra đời 
D: Đảng Cộng sản Việt Nam ra đời
","Sự kiện nào được đánh giá là ""bước ngoặt vĩ ","đại"" trong lịch sử cách mạng Việt Nam năm 1930"
"Nhiệm vụ hàng đầu của cách mạng Việt Nam  [MASKED]
A: Thực hiện đại đoàn kết dân tộc 
B: Đấu tranh chống thù trong giặc ngoài
C: Giải quyết tàn dư của chế độ cũ để lại 
D: Xây dựng và bảo vệ chính quyền cách mạng
",Nhiệm vụ hàng đầu của cách mạng Việt Nam ,sau khi cách mạng tháng Tám thành công là gì?
"Ba tổ chức Cộng sản được thành lập năm  [MASKED]
A: Nguy cơ chia rẽ, mất đoàn kết 
B: Phát triển phong trào cách mạng Việt Nam
C: Kẻ thủ lợi dụng để đàn áp cách mạng 
D: Cách mạng nước ta diễn ra sôi nổi hơn
",Ba tổ chức Cộng sản được thành lập năm ,1929 ở nước ta có hạn chế là gì?
"Sự kiện phát xít Nhật đầu hàng Đồng minh có  [MASKED]
A: Tạo điều kiện để nhân dân Việt Nam đứng lên chống Pháp 
B: Thời cơ “ngàn năm có một” đã tới để ta giành chính quyền
C: Kết thúc chiến tranh xâm lược của phát xít Nhật tại Việt Nam 
D: Việt Nam góp phần quan trọng trong cuộc đấu tranh chống phát xít
",Sự kiện phát xít Nhật đầu hàng Đồng minh có ,ý nghĩa như thế nào đối với Cách mạng Việt Nam?
"“Nước Việt Nam có quyền hưởng tự do và độc lập, và sự thật  [MASKED]
A: Sông núi nước tộc (Lý Thường Kiệt) 
B: Tuyên ngôn Độc lập (Hồ Chí Minh)
C: Bình Ngô đại cáo (Nguyễn Trãi) 
D: Hịch tướng sĩ (Trần Quốc Tuấn)
","“Nước Việt Nam có quyền hưởng tự do và độc lập, và sự thật ","đã trở thành một nước tự do, độc lập” được trích từ văn kiện nào?"
"Hình thức tổ chức và đấu tranh  [MASKED]
A: Nửa công khai, nửa hợp pháp 
B: Công khai, nửa công khai: hợp pháp, nửa hợp pháp
C: Công khai, hợp pháp 
D: Bí mật, bất hợp pháp
",Hình thức tổ chức và đấu tranh ,của ta trong giai đoạn 1936-1939 là gì?
"Sự ra đời của ba tổ chức Cộng sản ở  [MASKED]
A: Bước ngoặt vĩ đại của cách mạng Việt Nam 
B: Chấm dứt thời kì khủng hoảng về giai cấp lãnh đạo
C: Kết quả tất yếu của cuộc đấu tranh dân tộc và giai cấp 
D: Xu thế tất yếu của cách mạng Việt Nam
",Sự ra đời của ba tổ chức Cộng sản ở ,Việt Nam cuối năm 1929 được đánh giá như thế nào?
"Lý do nào là quan trọng nhất để Đảng ta chủ trương khi thì tạm thời  [MASKED]
A: Chính quyền của ta còn non trẻ, không thể một lúc chống 2 kẻ thủ mạnh 
B: Thực dân Pháp được sự giúp đỡ, hậu thuẫn của quân Anh
C: Đảng Cộng sản Việt Nam ra đời kịp thời lãnh đạo nhân dân đấu tranh 
D: Do ảnh hưởng của Cách mạng tháng Mười Nga
",Lý do nào là quan trọng nhất để Đảng ta chủ trương khi thì tạm thời ,"hoà hoãn với Tưởng đề chống Pháp, khi thì hòa hoãn với Pháp đề đuổi Tưởng?"
"Hội nghị Ban chấp hành Trung ương Đảng lần thứ  [MASKED]
A: Mặt trận Việt Minh 
B: Mặt trận dân chủ Đông Dương
C: Mặt trận Liên Việt 
D: Mặt trận nhân dân phản đế Đông Dương
",Hội nghị Ban chấp hành Trung ương Đảng lần thứ ,VIII (tháng 5/1941) chủ trương thành lập mặt trận nào?
"Phong trào cách mạng 1930-1931 xác  [MASKED]
A: Thực dân Pháp và phong kiến 
B: Phong kiến và địa chủ
C: Phát xít và đế quốc 
D: Bọn thực dân Pháp phản động tại Đông Dương
",Phong trào cách mạng 1930-1931 xác ,định kẻ thủ chủ yếu là
"Đỉnh cao phong trào công nhân và phong trào nông dân trong  [MASKED]
A: Nghệ An, Hà Tĩnh 
B: Thanh Hóa, Nghệ An
C: Hà Tĩnh, Quảng Bình 
D: Quảng Bình, Quảng Trị
",Đỉnh cao phong trào công nhân và phong trào nông dân trong ,phong trào cách mạng 1930-1931 diễn ra mạnh nhất ở địa phương nào?
"Nội dung nào không phải chính sách cai trị của thực dân  [MASKED]
A: Tăng các loại thuế 
B: Thực hiện chính sách kinh tế chỉ huy
C: Tăng cường đầu cơ tích trữ 
D: Đầu tư phát triển nông nghiệp
",Nội dung nào không phải chính sách cai trị của thực dân ,Pháp khi ở Việt Nam trong thời kì Nhật nhảy vào Đông Dương?
"Vì sao chính quyền cách mạng được thành lập ở Nghệ -  [MASKED]
A: Đây là chính quyền do giai cấp công nhân lãnh đạo 
B: Chính quyền được được đổi mới theo nhà nước kiểu mới
C: Được tổ chức theo kiểu Xô Viết nước Nga 
D: Đây là chính quyền của công nông
",Vì sao chính quyền cách mạng được thành lập ở Nghệ - ,Tĩnh trong phong trào cách mạng 1930-1931 được gọi là Xô Viết?
"Phong trào đấu tranh nào tiêu biểu nhất trong cuộc  [MASKED]
A: Phong trào Đông Dương đại hội 
B: Phong trào đấu tranh nghị trường
C: Đấu tranh trên lĩnh vực báo chí 
D: Phong trào đón Gô-đa năm 1937
",Phong trào đấu tranh nào tiêu biểu nhất trong cuộc ,vận động dân chủ những năm 1936-1939 ở Đông Dương?
"Mục tiêu đấu tranh trong những năm 1936-1939  [MASKED]
A: Độc lập dân tộc và người cày có ruộng 
B: Đánh đổ đế quốc – phát xít
C: Tự do, dân sinh, dân chủ, cơm áo, hòa bình 
D: Đánh đổ đế quốc và tay sai, giành độc lập dân tộc
",Mục tiêu đấu tranh trong những năm 1936-1939 ,được Đảng Cộng sản Đông Dương xác định là
"Yếu tố khách quan nào tạo điều kiện thuận lợi trực tiếp  [MASKED]
A: Chính phủ mặt trận nhân dân lên cầm quyền ở Pháp 
B: Ở Đông Dương có Toàn quyền mới
C: Quốc tế Cộng sản tổ chức Đại hội lần thứ VII 
D: Chính phủ Pháp cử phái viên sang điều tra tình hình Đông Dương
",Yếu tố khách quan nào tạo điều kiện thuận lợi trực tiếp ,cho cuộc đấu tranh của nhân dân ta trong những năm 1936-19397
"Lực lượng chủ yếu nào tham gia  [MASKED]
A: Mọi lực lượng dân chủ tiến bộ 
B: Giai cấp công nhân và nông dân
C: Liên minh tư sản và địa chủ 
D: Binh lính và công nông
",Lực lượng chủ yếu nào tham gia ,phong trào dân chủ trong những năm 1936-1939?
"Phương pháp đấu tranh trong những năm 1936-1939  [MASKED]
A: Chính trị với đấu tranh vũ trang 
B: Bí mật và hợp pháp
C: Hợp pháp và nửa hợp pháp, công khai và nửa công khai 
D: Công khai và hợp pháp
",Phương pháp đấu tranh trong những năm 1936-1939 ,được Đảng Cộng sản Đông Dương xác định là
"Hiệp ước phòng thủ chung Đông  [MASKED]
A: Pháp và Nhật 
B: Việt Nam và Pháp
C: Việt Nam và Nhật 
D: Pháp và Mỹ
",Hiệp ước phòng thủ chung Đông ,Dương được kí giữa các nước nào?
"Khi quân Nhật vượt biên giới Việt - Trung tiến vào miền  [MASKED]
A: Vừa chống Nhật vừa bắt tay với chúng để đàn áp nhân dân Đông Dương 
B: Kiên quyết đấu tranh chống quân Nhật
C: Phối hợp cùng nhân dân ta chống Nhật 
D: Nhanh chóng đầu hàng, cấu kết với Nhật cùng thống trị và bóc lột nhân dân ta
",Khi quân Nhật vượt biên giới Việt - Trung tiến vào miền ,bắc Việt Nam quân Pháp có thái độ và hành động gì?
"Đội du kích Bắc Sơn (1940) sau  [MASKED]
A: Cứu quốc quân 
B: Việt Nam tuyên truyền giải phóng quân
C: Quân đội nhân dân Việt Nam 
D: Việt Nam giải phóng quân
",Đội du kích Bắc Sơn (1940) sau ,này phát triển thành lực lượng nào?
"Hội nghị lần thứ 8 BCH Trung ương Đảng  [MASKED]
A: Ngô Gia Tự 
B: Nguyễn Ái Quốc
C: Trần Phú 
D: Lê Hồng Phong
",Hội nghị lần thứ 8 BCH Trung ương Đảng ,Cộng sản Đông Dương (5/1941) do ai chủ trì?
"Mặt trận Việt Minh là tên  [MASKED]
A: Việt Nam độc lập đồng minh 
B: Mặt trận dân chủ Đông Dương
C: Đội cứu quốc quân 
D: Mặt trận nhân dân phản đế Đông Dương
",Mặt trận Việt Minh là tên ,gọi tắt của tổ chức nào?
"Ngay sau khi thành lập, đội Việt Nam tuyên truyền  [MASKED]
A: Võ Nhai 
B: Bắc Sơn
C: Phay Khắt, Nà Ngần 
D: Tân Trào
","Ngay sau khi thành lập, đội Việt Nam tuyên truyền ",giải phóng quân đã giành thắng lợi đầu tiên ở đâu?
"Đội Việt Nam tuyên truyền giải Phóng quân và  [MASKED]
A: Quân đội nhân dân Việt Nam 
B: Giải phóng quân
C: Quân giải phóng Việt Nam 
D: Việt Nam giải phóng quân
",Đội Việt Nam tuyên truyền giải Phóng quân và ,Cứu quốc quân hợp nhất với tên gọi là gì?
"Khẩu hiệu ""Đánh đuổi Nhật- Pháp"" được thay bằng khẩu hiệu  [MASKED]
A: Chỉ thị ""Nhật -Pháp bắn nhau và hành động của chúng ta"" 
B: Văn kiện Đại hội quốc dân Tân Trào (16-17/8/1945)
C: Văn kiện Hội nghị toàn quốc của Đảng ngày (14-15/8/1945) 
D: Văn kiện Hội nghị Ban chấp Hành trung ương Đảng (9/3/1945)
","Khẩu hiệu ""Đánh đuổi Nhật- Pháp"" được thay bằng khẩu hiệu ","""Đánh đuổi phát xít Nhật ” nêu ra trong văn kiện nào"
"Khu giải phóng Việt Bắc được thành  [MASKED]
A: Cao Bằng, Bắc Kạn, Lạng Sơn, Hà Giang, Tuyên Quang, Thái Nguyên 
B: Cao Bằng, Lạng Sơn, Tuyên Quang, Bắc Ninh, Phú Thọ, Thái Nguyên
C: Cao Bằng, Bắc Kạn, Phú Thọ, Yên Bái, Vĩnh Yên 
D: Cao Bằng, Lạng Sơn, Hà Giang, Tuyên Quang, Thái Nguyên
",Khu giải phóng Việt Bắc được thành ,lập tháng 6/1945 gồm các tỉnh nào?
"Điều kiện khách quan nào tạo thời cơ cho nhân dân  [MASKED]
A: Sự thất bại của phe phát xít trên chiến trường châu Âu 
B: Thắng lợi của phe Đồng minh
C: Sự đầu hàng của phát xít Đức và Italia 
D: Phát xít Nhật đầu hàng Đồng Minh vô điều kiện
",Điều kiện khách quan nào tạo thời cơ cho nhân dân ,ta đứng lên giành chính quyền trong tháng Tám năm 1945
"Những tỉnh lị nào giành được chính  [MASKED]
A: Bắc Giang, Hải Dương, Hà Tĩnh, Quảng Nam 
B: Bắc Giang, Hà Tây, Hà Nam, Bắc Ninh
C: Hải Dương, Tây Nguyên, Thái Bình, Nam Định 
D: Bắc Giang, Hải Dương, Hà Tĩnh, Quảng Ngãi
",Những tỉnh lị nào giành được chính ,quyền đầu tiên trong Cách mạng tháng Tám?
"Nguyên nhân thất bại của phong  [MASKED]
A: Chưa có lực lượng vũ trang 
B: Đảng Cộng sản Việt Nam vừa mới thành lập chưa có kinh nghiệm lãnh đạo
C: Thực dân Pháp còn mạnh và thực hiện nhiều thủ đoạn để đàn áp phong trào 
D: Chưa có sự giúp đỡ của Liên Xô
",Nguyên nhân thất bại của phong ,trào Xô viết Nghệ Tĩnh (1930-1931) là
"Phong trào đấu tranh nào có ý nghĩa như cuộc tập dượt  [MASKED]
A: Cao trào kháng Nhật cứu nước từ 3-8/1945 
B: Phong trào dân chủ 1936-1939
C: Phong trào giải phóng dân tộc 1939-1945 
D: Phong trào cách mạng 1930-1931
",Phong trào đấu tranh nào có ý nghĩa như cuộc tập dượt ,đầu tiên cho Tổng khởi nghĩa Cách mạng tháng Tám năm 1945?
"Điểm giống nhau giữa khởi nghĩa  [MASKED]
A: Thành phần tham gia là binh lính 
B: Nổ ra khi thời cơ chưa chín muồi
C: Nhân cơ hội Nhật tiến vào Đông Dương, Pháp phải nhân nhượng Nhật một số quyền lợi 
D: Tịch thu tài sản của đế quốc và tay sai chia cho dân nghèo
",Điểm giống nhau giữa khởi nghĩa ,nam kì và Bắc Sơn là gì?
"Pháp phải kí hiệp ước thừa nhận phát xít Nhật có quyền sử dụng  [MASKED]
A: Nhân dân Đông Dương đấu tranh mạnh mẽ 
B: Phát xít Nhật lấn áp Pháp ở Việt Nam
C: Thực dân Pháp muốn cùng phát xít Nhật bóc lột được nhiều hơn 
D: Phát xít Nhật phát động chiến tranh ở Thái Bình Dương
",Pháp phải kí hiệp ước thừa nhận phát xít Nhật có quyền sử dụng ,sân bay và cửa biển ở Đông Dương vào mục đích quân sự vì
"Sự kiện nào mở ra kỉ nguyên  [MASKED]
A: Thắng lợi trong phong trào cách mạng 1936-1939 
B: Thắng lợi trong phong trào cách mạng 1930-1931
C: Thắng lợi của cách mạng tháng Tám năm 1945 
D: 10 chính sách của Mặt trận Việt Minh được thông qua (16/8/1945)
",Sự kiện nào mở ra kỉ nguyên ,mới trong lịch sử cách mạng Việt Nam?
"Bài học nào được rút ra từ phong trào dân chủ 1936-1939  [MASKED]
A: Chủ trương phát huy sức mạnh đại đoàn kết dân tộc 
B: Phương pháp tổ chức và lãnh đạo quần chúng đấu tranh
C: Linh hoạt các phương pháp đấu tranh kinh tế, chính trị, ngoại giao 
D: Vận dụng sáng tạo chủ nghĩa Mác Lênin và cách mạng nước ta
",Bài học nào được rút ra từ phong trào dân chủ 1936-1939 ,ở Đông Dương còn nguyên giá trị trong thời đại ngày nay?
"Cuộc đấu tranh công khai, hợp pháp trong  [MASKED]
A: Cuộc vận động dân tộc, dân chủ 
B: Cách mạng giải phóng dân tộc
C: Tuyên truyền, giác ngộ quần chúng 
D: Cuộc đấu tranh giai cấp để giải phóng dân tộc
","Cuộc đấu tranh công khai, hợp pháp trong ",những năm 1936-1939 ở Đông Dương thực chất là
"Bài học kinh nghiệm quan trọng nhất về sự lãnh đạo  [MASKED]
A: Bài học về công tác chính trị tư tưởng 
B: Kết hợp các hình thức đấu tranh công khai và bí mật
C: Chuẩn bị lực lượng, chớp thời cơ giành chính quyền 
D: Kết hợp đấu tranh quân sự với đấu tranh ngoại giao
",Bài học kinh nghiệm quan trọng nhất về sự lãnh đạo ,của Đảng trong Cách mạng tháng Tám năm 1945 là gì
"Nguyên nhân chủ yếu nào dẫn tới thắng lợi  [MASKED]
A: Có Đảng Cộng sản lãnh đạo, đứng đầu là chủ tịch Hồ Chí Minh 
B: Do sự đoàn kết của toàn Đảng, toàn dân tộc Việt Nam
C: Có chiến thắng của Hồng quân Liên Xô và quân Đồng minh 
D: Do sự chuẩn bị chu đáo của toàn Đảng, toàn dân suốt 15 năm
",Nguyên nhân chủ yếu nào dẫn tới thắng lợi ,của Cách mạng tháng Tám năm 1945 ở Việt Nam?
"Nội dung nào không phải là quyết định của Hội  [MASKED]
A: Phát động cao trào Kháng Nhật cứu nước 
B: Ra chỉ thị “Nhật - Pháp bắn nhau và hành động của chúng ta”
C: Phát lệnh tổng khởi nghĩa toàn quốc 
D: Xác định kẻ thù chính, trước mắt của nhân dân Đông Dương là phát xít Nhật
",Nội dung nào không phải là quyết định của Hội ,nghị mở rộng của Ban Thường vụ Trung ương Đảng (3/1945)?
"Chế độ phân biệt chủng tộc bị xóa bỏ đã làm  [MASKED]
A: Rung chuyển 
B: Về cơ bản bị sụp đổ
C: Tiếp tục sụp đổ 
D: Bị sụp đổ hoàn toàn
",Chế độ phân biệt chủng tộc bị xóa bỏ đã làm ,cho hệ thống thuộc địa kiểu cũ của chủ nghĩa đế quốc
"Công cuộc cải tổ ở Liên Xô đã  [MASKED]
A: Kinh tế tiếp tục trượt dài trong khủng hoảng 
B: Nhiều cuộc bãi công diễn ra mâu thuẫn sắc tộc bùng nổ khắp đất nước
C: Đảng cộng sản Liên Xô bị đình chỉ hoạt động, tổng thống từ chức, lá cờ Liên bang Xô Viết trên nóc điện Crem-li bị hạ xuống, chế độ CNXH ở Liên Xô bị sụp đổ sau 74 năm tồn tại 
D: Các nước cộng hòa đua nhau đòi độc lập và tách khỏi Liên bang
",Công cuộc cải tổ ở Liên Xô đã ,dẫn tới hậu quả nghiêm trọng nhất là:
"Đặc điểm nổi bật của Châu Á ngay sau  [MASKED]
A: Phong trào giải phóng dân tộc bùng nổ và phát triển mạnh mẽ 
B: Được các nước tư bản phương tây công nhận độc lập dân tộc
C: Đưa ra những cuộc chiến tranh cục bộ trên khắp châu lục 
D: Có tốc độ tăng trưởng kinh tế nhanh và cao nhất thế giới
",Đặc điểm nổi bật của Châu Á ngay sau ,Chiến tranh thế giới thứ hai kết thúc ?
"Đâu không phải là nội dung của chiến  [MASKED]
A: Duy trì sự bóc lột kinh tế với người da đen 
B: Phát triển sản xuất, giải quyết vấn đề việc làm
C: Xóa bỏ “chế độ A-pac-thai về kinh tế” 
D: Cải thiện mức sống của người da đen
",Đâu không phải là nội dung của chiến ,lược kinh tế vĩ mô (1996) ở Nam Phi?
"Đến đầu thế kỉ XXI, lãnh thổ  [MASKED]
A: Hồng Kông 
B: Ma Cao
C: Đảo hải nam 
D: Đài Loan
","Đến đầu thế kỉ XXI, lãnh thổ ",chưa thu hồi về Trung Quốc là
"Hiến chương ASEAN xác định mục tiêu  [MASKED]
A: Phát triển kinh tế và văn hoá trên sự đóng góp giữa các nước thành viên 
B: Phát triển kinh tế và văn hoá dựa trên sự ảnh hưởng giữa các nước thành viên
C: Phát triển kinh tế, văn hoá dựa vào sức mạnh quân sự giữa các nước thành viên 
D: Phát triển kinh tế, văn hoá dựa trên sự nỗ lực hợp tác giữa các nước thành viên
",Hiến chương ASEAN xác định mục tiêu ,thành lập của tổ chức này là
"Liên Xô bước ra khỏi cuộc chiến  [MASKED]
A: Của người chiến thắng và thu được nhiều lợi nhuận từ chiến tranh 
B: Của người chiến thắng, không phải chịu tổn thất gì
C: Của người chiến thắng nhưng phải chịu tổn thất hết sức nặng nề 
D: Của nước chịu hậu quả to lớn về người và của
",Liên Xô bước ra khỏi cuộc chiến ,tranh thế giới thứ hai với tư thế
"Năm 1945, một số nước Đông Nam Á tranh thủ yếu  [MASKED]
A: Phát xít Đức đầu hàng đồng minh không điều kiện 
B: Phát xít Nhật đầu hàng đồng minh không điều kiện
C: Liên Xô tiêu diệt hơn một triệu quân Quan Đông của Nhật 
D: Lực lượng quân Đồng minh giải giáp quân đội Nhật Bản
","Năm 1945, một số nước Đông Nam Á tranh thủ yếu ",tố thuận lợi nào sau đây để giành được độc lập?
"Năm 1957, Liên Xô đạt được thành tựu tiêu  [MASKED]
A: Chế tạo thành công bom nguyên tử 
B: Phóng thành công vệ tinh nhân tạo
C: Phóng tàu vũ trụ Phương Đông bay vòng quanh trái đất 
D: Đưa con người lên thám hiểm mặt trăng
","Năm 1957, Liên Xô đạt được thành tựu tiêu ",biểu nào về khoa học - kĩ thuật ?
"Năm 1997, ASEAN đã kết  [MASKED]
A: Lào, Việt Nam 
B: Cam-pu-chia, Lào
C: Lào, Mi-an-ma 
D: Mi-an-ma,Việt Nam
","Năm 1997, ASEAN đã kết ",nạp thêm các thành viên nào?
"Nhận xét nào dưới đây phản ánh đúng vai trò của Liên Xô  [MASKED]
A: Đồng minh tin cậy của phong trào cách mạng thế giới 
B: Cầu nối kí kết các hiệp ước ngoại giao
C: Nước viện trợ không hoàn lại giúp đỡ phong trào cách mạng thế giới 
D: Chỗ dựa vững chắc của phong trào cách mạng thế giới
",Nhận xét nào dưới đây phản ánh đúng vai trò của Liên Xô ,với phong trào cách mạng thế giới sau chiến tranh thế giới thứ hai?
"Nhiệm vụ chính trị của cách mạng dân chủ  [MASKED]
A: Tiến hành hàn gắn vết thương chiến tranh 
B: Tiến hành cải cách ruộng đất
C: Quốc hữu hóa những xí nghiệp lớn của tư bản 
D: Xây dựng chính quyền dân chủ nhân dân, ban hành các quyền tự do dân chủ
",Nhiệm vụ chính trị của cách mạng dân chủ ,nhân dân ở các nước Đông Âu là gì?
"Nội dung nào không được hiệp ước Bali (1976) xác  [MASKED]
A: Tôn trọng độc lập, chủ quyền và toàn vẹn lãnh thổ 
B: Giải quyết các tranh chấp quốc tế bằng biện pháp hoà bình
C: Hợp tác và phát triển có hiệu quả về kinh tế, văn hoá và xã hội 
D: Chỉ sử dụng vũ lực khi có sự đồng ý của hơn 2/3 nước thành viên
",Nội dung nào không được hiệp ước Bali (1976) xác ,định là nguyên tắc hoạt động của tổ chức ASEAN?
"Phong trào đấu tranh chống chủ nghĩa thực dân, đòi độc lập dân tộc ở  [MASKED]
A: Bắc Phi 
B: Tây Phi
C: Nam Phi 
D: Trung Phi
","Phong trào đấu tranh chống chủ nghĩa thực dân, đòi độc lập dân tộc ở ",châu Phi sau chiến tranh thế giới thứ hai diễn ra sớm nhất ở đâu?
"Sau Chiến tranh thế giới thứ hai, kẻ thù  [MASKED]
A: Chế độ phân biệt chủng tộc 
B: Chủ nghĩa thực dân kiểu cũ
C: Giai cấp địa chủ phong kiến 
D: Chế độ tay sai phản động của chủ nghĩa thực dân kiểu mới
","Sau Chiến tranh thế giới thứ hai, kẻ thù ",chủ yếu của nhân dân các nước Mỹ La-tinh là
"Sau chiến tranh thế giới thứ hai, quốc gia đầu  [MASKED]
A: Việt Nam 
B: In-đô-nê-xi-a
C: Ma-lai-xi-a 
D: Lào
","Sau chiến tranh thế giới thứ hai, quốc gia đầu ",tiên ở Đông Nam Á tuyên bố độc lập ?
"Sau Chiến tranh thế giới thứ hai, quốc gia  [MASKED]
A: An-giê-ri 
B: Ai Cập
C: Ghi-nê 
D: Tuy-ni-di
","Sau Chiến tranh thế giới thứ hai, quốc gia ",nào giành độc lập sớm nhất ở châu Phi?
"Dấu hiệu nào sau đây là dấu hiệu  [MASKED]
A: Địa điểm phạm tội 
B: Động cơ phạm tội
C: Mục đích phạm tội 
D: Hậu quả của tội phạm
",Dấu hiệu nào sau đây là dấu hiệu ,bắt buộc của tội cướp tài sản (Điều 168):
"Để được thừa nhận là tự ý nửa chừng chấm dứt việc thực hiện hành  [MASKED]
A: Chuẩn bị phạm tội hoặc phạm tội chưa đạt (chưa hoàn thành) 
B: Chuẩn bị phạm tội hoặc phạm tội chưa đạt (đã hoàn thành)
C: Chuẩn bị phạm tội hoặc phạm tội chưa đạt (thuộc trường hợp chưa đạt vô hiệu) 
D: Phạm tội chưa đạt hoặc tội phạm hoàn thành
",Để được thừa nhận là tự ý nửa chừng chấm dứt việc thực hiện hành ,"vi phạm tội, tội phạm mà người phạm tội thực hiện phải đang giai đoạn:"
"Đối tượng điều chỉnh của  [MASKED]
A: Quan hệ giữa người phạm tội và nạn nhân 
B: Quan hệ giữa nhà nước và nạn nhân
C: Quan hệ giữa nhà nước và người phạm tội 
D: Quan hệ giữa nhà nước với người phạm tội và nạn nhân
",Đối tượng điều chỉnh của ,ngành luật hình sự là…
"Đối với các tội phạm được thực  [MASKED]
A: Có thể xuất hiện giai đoạn chuẩn bị phạm tội nếu tội phạm đó là tội đặc biệt nghiêm trọng 
B: Có thể xuất hiện giai đoạn phạm tội chưa đạt
C: Có thể xuất hiện một hoặc một số giai đoạn phạm tội cụ thể 
D: Không có các giai đoạn phạm tội
",Đối với các tội phạm được thực ,hiện dưới hình thức lỗi vô ý
"Đối với hành vi đã thực  [MASKED]
A: Không phải chịu trách nhiệm hình sự 
B: Luôn phải chịu trách nhiệm hình sự
C: Phải chịu trách nhiệm hình sự nếu hành vi đã thực hiện có các dấu hiệu cấu thành tội phạm 
D: Phải chịu trách nhiệm hình sự trong trường hợp chủ thể là người có năng lực trách nhiệm hình sự
",Đối với hành vi đã thực ,"hiện, người sai lầm về pháp luật:"
"Đối với tội phạm có cấu thành  [MASKED]
A: Người phạm tội đã thực hiện hết các hành vi mô tả trong cấu thành tội phạm 
B: Người phạm tội đã gây ra hậu quả
C: Người phạm tội đã kết thúc tội phạm 
D: Người phạm tội đã thực hiện tội phạm
",Đối với tội phạm có cấu thành ,hình thức thì tội phạm hoàn thành khi:
"Đối với tội phạm có cấu thành  [MASKED]
A: Người phạm tội đã chuẩn bị công cụ phương tiện 
B: Người phạm tội đã thực hiện hết hành vi khách quan
C: Người phạm tội đã gây ra hậu quả 
D: Người phạm tội đã thực hiện tội phạm
",Đối với tội phạm có cấu thành ,vật chất thì tội phạm hoàn thành khi:
"Dùng vũ lực là dấu hiệu bắt  [MASKED]
A: Tội cướp tài sản 
B: Tội công nhiên chiếm đoạt tài sản
C: Tội lừa đảo chiếm đoạt tài sản 
D: Tội trộm cắp tài sản
",Dùng vũ lực là dấu hiệu bắt ,buộc của tội phạm nào sau đây?
"Giá trị vật phạm pháp là di vật, cổ vật có giá trị  [MASKED]
A: 100.000.000 đồng 
B: 2.000.000 đồng
C: 50.000.000 đồng 
D: Bất kể giá trị nào
","Giá trị vật phạm pháp là di vật, cổ vật có giá trị ",bao nhiêu thì bị truy cứu trách nhiệm hình sự tội buôn lậu?
"Hàng hóa nào là đối tượng tác động  [MASKED]
A: Cả 03 phương án trên 
B: Các chất ma túy
C: Thuốc lá điếu nhập lậu 
D: Vũ khí quân dụng
",Hàng hóa nào là đối tượng tác động ,"của tội sản xuất, buôn bán hàng cấm?"
"Hành vi chiếm đoạt của tội trộm cắp tài  [MASKED]
A: Lén lút 
B: Công khai
C: Gian dối 
D: Nhanh chóng
",Hành vi chiếm đoạt của tội trộm cắp tài ,sản (Điều 173) có tính chất đặc trưng là:
