Question,First_half,Label
"Tại trường em nhà trường có quy định đối với học sinh nữ không được đánh son khi đến trường. Tuy nhiên ở  [MASKED]
A: Lối sống không giản dị. 
B: Lối sống tiết kiệm.
C: Đức tính cần cù. 
D: Đức tính khiêm tốn.
",Tại trường em nhà trường có quy định đối với học sinh nữ không được đánh son khi đến trường. Tuy nhiên ở ,lớp em một số bạn nữ vẫn đánh son và trang điểm rất đậm khi đến lớp. Hành động đó nói lên điều gì?
"Sống giản dị là sống phù hợp với….của bản thân,  [MASKED]
A: Điều kiện. 
B: Hoàn cảnh.
C: Điều kiện, hoàn cảnh. 
D: Năng lực.
","Sống giản dị là sống phù hợp với….của bản thân, ",gia đình và xã hội?. Trong dấu “…” đó là?
"Tục ngữ: “Cây ngay không sợ chết  [MASKED]
A: Giản dị. 
B: Tiết kiệm.
C: Trung thực. 
D: Khiêm tốn.
",Tục ngữ: “Cây ngay không sợ chết ,đứng” nói về đức tính gì ?
"Ca dao tục ngữ  [MASKED]
A: Cây ngay không sợ chết đứng 
B: Ăn ngay nói thật mọi tật mọi lành
C: Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo 
D: A, B, C đúng
",Ca dao tục ngữ ,thể hiện tính trung thực
"Sống ngay thẳng, thật thà và dám dũng cảm nhận lỗi  [MASKED]
A: Đức tính thật thà. 
B: Đức tính khiêm tốn.
C: Đức tính tiết kiệm. 
D: Đức tính trung thực.
","Sống ngay thẳng, thật thà và dám dũng cảm nhận lỗi ",khi mình mắc khuyết điểm nói về đức tính nào ?
"Hành vi nào sau đây  [MASKED]
A: Không chỉ bài cho bạn trong giờ kiểm tra 
B: Không bao che cho bạn khi mắc lỗi
C: Để đạt điểm cao khi kiểm tra N nhìn trộm bài của bạn 
D: Nhặt được của rơi trả cho người bị mất
",Hành vi nào sau đây ,không biểu hiện tính trung thực.
"Trong giờ sinh hoạt lớp, trong tuần 3 bạn K bị mắc 7 lỗi nói chuyện trong giờ học và 2 lỗi vi phạm quy chế thi. Đã nhiều lần cô giáo nhắc nhở nhưng bạn K vẫn vi  [MASKED]
A: Không quan tâm vì không liên quan đến mình. 
B: Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.
C: Không chơi cùng với bạn K vì bạn K là người vô ý thức. 
D: Nhắc nhở, giúp đỡ bạn trong học tập và khuyên bạn không được làm như vậy vì vi phạm kỉ luật.
","Trong giờ sinh hoạt lớp, trong tuần 3 bạn K bị mắc 7 lỗi nói chuyện trong giờ học và 2 lỗi vi phạm quy chế thi. Đã nhiều lần cô giáo nhắc nhở nhưng bạn K vẫn vi ",phạm và bạn K cho rằng bạn K làm gì thì kệ bạn K không liên quan đến các bạn và cô giáo. Là bạn học cùng lớp em sẽ làm gì để giúp bạn K cải thiện tính đó?
"Đã nhiều lần bạn V hứa trước lớp là sẽ không nói chuyện trong giờ. Nhiều lần nhắc  [MASKED]
A: V là người không có lòng tự trọng. 
B: V là người lười biếng.
C: V là người dối trá. 
D: V là người vô cảm.
",Đã nhiều lần bạn V hứa trước lớp là sẽ không nói chuyện trong giờ. Nhiều lần nhắc ,nhỏ nhưng bạn V vẫn vi phạm lỗi. Điều đó cho thấy V là người như thế nào?
"Không làm được bài nhưng kiên quyết không quay cóp  [MASKED]
A: Thật thà. 
B: Lòng tự trọng.
C: Chăm chỉ. 
D: Khiêm tốn.
",Không làm được bài nhưng kiên quyết không quay cóp ,và không nhìn bài của bạn. Hành động đó thể hiện?
"Tục ngữ: “Đói cho sạch, rách  [MASKED]
A: Giản dị. 
B: Tiết kiệm.
C: Lòng tự trọng. 
D: Khiêm tốn.
","Tục ngữ: “Đói cho sạch, rách ",cho thơm” nói đến điều gì ?
"Trong giờ chào cờ, bạn Q liên tục ngồi nói chuyện, nói tục và chửi bậy các bạn trong lớp. Thầy giáo P đã phát hiện bạn Q nói chuyện trong giờ chào cờ nên  [MASKED]
A: Q là người vô duyên. 
B: Q là người vô cảm.
C: Q là người không trung thực. 
D: Q là người không có lòng tự trọng.
","Trong giờ chào cờ, bạn Q liên tục ngồi nói chuyện, nói tục và chửi bậy các bạn trong lớp. Thầy giáo P đã phát hiện bạn Q nói chuyện trong giờ chào cờ nên ","đề nghị bạn Q lên đứng trước cờ. Tuy nhiên bạn Q đứng trước cờ nhưng vẫn cười đùa, trêu trọc các bạn ngồi dưới. Điều đó cho thấy Q là người như thế nào?"
"Gia đình bạn H là gia đình nghèo, bố bạn bị bệnh hiểm nghèo. Nhà trường miễn học  [MASKED]
A: Lòng yêu thương mọi người. 
B: Tinh thần đoàn kết.
C: Tinh thần yêu nước. 
D: Lòng trung thành.
","Gia đình bạn H là gia đình nghèo, bố bạn bị bệnh hiểm nghèo. Nhà trường miễn học ","phí cho bạn, lớp tổ chức đi thăm hỏi, động viên ban. Hành động đó thể hiện điều gì?"
"Em thử dự đoán xem với cách làm việc  [MASKED]
A: Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc 
B: Chủ động thời gian làm việc
C: Nề nếp 
D: A, B, C
",Em thử dự đoán xem với cách làm việc ,theo kế hoạch thì sẽ đem lại kết quả gì?
"Nhờ đâu mà Bác Hồ  [MASKED]
A: Sống và làm việc có kế hoạch. 
B: Siêng năng, cần cù.
C: Tiết kiệm. 
D: Cả A, B, C
",Nhờ đâu mà Bác Hồ ,biết được nhiều thứ tiếng ?
"Thế nào là sống và  [MASKED]
A: Xác định nhiệm vụ 
B: Sắp xếp công việc
C: A, B đúng 
D: A, B sai
",Thế nào là sống và ,làm việc có kế hoạch
"Con dại cái mang muốn nói đến  [MASKED]
A: Gia đình 
B: Nhà trường
C: Xã hội 
D: Nhà nước
",Con dại cái mang muốn nói đến ,trách nhiệm của ai đối với trẻ em
"Quyền được bảo vệ trẻ em không  [MASKED]
A: Quyền được bảo vệ tính mạng, thân thể 
B: Quyền được khai sinh có quốc tịch
C: Quyền được học tập dạy dỗ 
D: Quyền được bảo vệ danh dự nhân phẩm
",Quyền được bảo vệ trẻ em không ,bao gồm những quyền nào sau đây?
"Các loại luật liên quan  [MASKED]
A: Hiến pháp. 
B: Luật bảo vệ, chăm sóc và giáo dục trẻ em.
C: Luật hôn nhân và gia đình. 
D: Cả A, B, C.
",Các loại luật liên quan ,đến quyền trẻ em là?
"Các loại luật liên quan  [MASKED]
A: Hiến pháp. 
B: Luật bảo vệ, chăm sóc và giáo dục trẻ em.
C: Luật hôn nhân và gia đình. 
D: Cả A, B, C.
",Các loại luật liên quan ,đến quyền trẻ em là?
"Luật bảo vệ môi trường được Nhà  [MASKED]
A: Tháng 8 - 1991. 
B: Tháng 1 - 1994.
C: Tháng 12 - 2003. 
D: Tháng 4 - 2007.
",Luật bảo vệ môi trường được Nhà ,nước ta ban hành lần đầu tiên vào
"Nhận định đúng nhất về tài nguyên  [MASKED]
A: Tài nguyên rừng đang tiếp tục bị suy giảm cả về số lượng lẫn chất lượng. 
B: Dù tổng diện tích rừng đang được phục hồi nhưng chất lượng vẫn tiếp tục suy giảm.
C: Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng. 
D: Chất lượng rừng đã được phục hồi nhưng diện tích rừng đang giảm sút nhanh
",Nhận định đúng nhất về tài nguyên ,rừng của nước ta hiện nay là
"Yếu tố nào sau đây không  [MASKED]
A: Dung dịch HCl được điều chế trong phòng thí nghiệm. 
B: Rừng.
C: San hô. 
D: Cá voi.
",Yếu tố nào sau đây không ,phải là tài nguyên thiên nhiên?
"Đối với đất ở miền núi  [MASKED]
A: Đẩy mạnh du canh, bảo vệ vốn rừng. 
B: Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.
C: Tăng cường bón phân, cải tạo thích hợp theo từng loại đất. 
D: Áp dụng tổng thể các biện pháp thuỷ lợi, canh tác nông - lâm.
",Đối với đất ở miền núi ,phải bảo vệ bằng cách :
"Những sản phẩm tinh thần có giá trị  [MASKED]
A: di tích lịch sử - văn hóa 
B: di sản văn hóa vật thể
C: di sản văn hóa phi vật thể 
D: danh lam thắng cảnh
",Những sản phẩm tinh thần có giá trị ,"lịch sử, văn hóa, khoa học được gọi là:"
"Hát xoan, hát quan họ thuộc  [MASKED]
A: Di sản văn hóa vật thể. 
B: Di sản văn hóa phi vật thể.
C: Di tích lịch sử. 
D: Danh lam thắng cảnh.
","Hát xoan, hát quan họ thuộc ",loại di sản văn hóa nào ?
"Di sản văn hóa vật thể và  [MASKED]
A: Di sản văn hóa vật chất và tinh thần. 
B: Di sản văn hóa vô hình và hữu hình.
C: Di sản văn hóa trừu tượng và phi trừu tượng. 
D: Di sản văn hóa đếm được và không đếm được.
",Di sản văn hóa vật thể và ,phi vật thể hay còn được gọi là?
"Thờ đức chúa, không thắp hương mà  [MASKED]
A: Đạo Tin lành. 
B: Đạo Thiên Chúa.
C: Đạo Phật. 
D: Đạo Hòa Hảo.
","Thờ đức chúa, không thắp hương mà ",đi nghe giảng kinh đạo thuộc đạo nào?
"Thắp hương thờ cúng  [MASKED]
A: Tôn giáo. 
B: Tín ngưỡng.
C: Mê tín dị đoan. 
D: Truyền giáo.
",Thắp hương thờ cúng ,tổ tiên được gọi là?
"Để tự chăm sóc, rèn luyện  [MASKED]
A: Xem ti vi thường xuyên 
B: Thường xuyên đi kiểm tra sức khỏe
C: Vì sợ muộn học nên Hùng ăn cơm vội vàng 
D: hằng ngày không vệ sinh cá nhân
","Để tự chăm sóc, rèn luyện ",thân thể ta phải làm gì?
"Ý nào không đúng với  [MASKED]
A: Ăn uống điều độ đủ chất dinh dưỡng 
B: Hằng ngày luyện tập thể dục thể thao
C: Không cần chăm sóc sức khỏe, bị bệnh đi tới bác sĩ uống thuốc sẽ khỏi 
D: Phòng bệnh hơn chữa bệnh
",Ý nào không đúng với ,việc tự chăm sóc sức khỏe?
"Câu tục ngữ : Có công mài  [MASKED]
A: Đức tính khiêm nhường. 
B: Đức tính tiết kiệm.
C: Đức tính trung thực. 
D: Đức tính siêng năng.
",Câu tục ngữ : Có công mài ,sắt có ngày nên kim nói về ?
"Câu thành ngữ, tục ngữ  [MASKED]
A: Tích tiểu thành đại. 
B: Học, học nữa, học mãi.
C: Có công mài sắt có ngày nên kim. 
D: Đi một ngày đàng học một sàng khôn.
","Câu thành ngữ, tục ngữ ",nói về tiết kiệm là :
"Hành động nào sau đây  [MASKED]
A: Đi đúng phần đường dành cho người đi bộ. 
B: Vứt rác đúng nơi quy định.
C: Giữ gìn vệ sinh lớp học. 
D: Cả A,B,C.
",Hành động nào sau đây ,là tôn trọng kỷ luật ?
"Hành động nào sau đây là  [MASKED]
A: Dùng điện thoại trong giờ học. 
B: Đi học đúng giờ.
C: Làm bài tập về nhà trước khi đến lớp. 
D: Mặc đồng phục trường.
",Hành động nào sau đây là ,không tôn trọng kỷ luật ?
"Biết ơn là...tình cảm và những việc làm đền ơn đáp nghĩa đối với những người đã giúp  [MASKED]
A: sự bày tỏ lòng thành kính. 
B: sự bày tỏ lòng biết ơn.
C: sự bày tỏ thái độ trân trọng. 
D: sự bày tỏ tình yêu.
",Biết ơn là...tình cảm và những việc làm đền ơn đáp nghĩa đối với những người đã giúp ,"đỡ mình, những người có công với dân tộc, đất nước. Điền vào dấu “…” đó là ?"
"Câu ca dao, tục ngữ  [MASKED]
A: Uống nước nhớ nguồn. 
B: Ăn quả nhớ kẻ trồng cây.
C: Tôn sư trọng đạo. 
D: Cả A, B, C.
","Câu ca dao, tục ngữ ",nào nói về sự biết ơn?
"Câu tục ngữ: “Vong ơn  [MASKED]
A: Sự vô ơn. 
B: Sự trung thành.
C: Sự đoàn kết. 
D: Sự biết ơn.
",Câu tục ngữ: “Vong ơn ,bội nghĩa” nói về ?
"Hành động nào là hành  [MASKED]
A: Khai thác gỗ bừa bãi. 
B: Trồng cây gây rừng.
C: Bảo vệ rừng đầu nguồn. 
D: Thả các loại động vật quý hiếm về rừng.
",Hành động nào là hành ,động phá hoại thiên nhiên ?
"Trách nhiệm của con người  [MASKED]
A: Con người cần giữ gìn, bảo vệ thiên nhiên 
B: Khai thác thiên nhiên
C: Phá hoại thiên nhiên 
D: Làm ô nhiễm môi trường thiên nhiên
",Trách nhiệm của con người ,đối với thiên nhiên là gì?
"Câu nói: Rừng vàng, biển bạc, đất phì nhiêu lần  [MASKED]
A: Rừng, không khí, đất. 
B: Rừng, biển, đất.
C: Rừng, sông, đất. 
D: Rừng, bầu trời, đất.
","Câu nói: Rừng vàng, biển bạc, đất phì nhiêu lần ",lượt nói đến các yếu tố nào cuả thiên nhiên ?
"Biểu hiện của không sống chan  [MASKED]
A: Không chơi với người nghèo. 
B: Không tham gia các hoạt động do nhà trường phát động.
C: Không góp ý cho ai cả vì sợ mất lòng. 
D: Cả A, B, C.
",Biểu hiện của không sống chan ,hòa với mọi người là ?
"Công ước Liên hợp quốc về  [MASKED]
A: 1989 
B: 1998
C: 1986 
D: 1987
",Công ước Liên hợp quốc về ,quyền trẻ em ra đời năm nào?
"Việt Nam ban hành luật bảo vệ,  [MASKED]
A: 1989 
B: 1990
C: 1991 
D: 1992
","Việt Nam ban hành luật bảo vệ, ","chăm sóc, giáo dục trẻ em năm nào:"
"Quyền cơ bản của trẻ em  [MASKED]
A: Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia. 
B: Nhóm quyền : sống còn, học tập, phát triển và vui chơi.
C: Nhóm quyền : sống còn, bảo vệ, vui chơi và phát triển. 
D: Nhóm quyền : sống còn, vui chơi, giải trí và phát triển.
",Quyền cơ bản của trẻ em ,bao gồm các nhóm quyền nào?
"Luật Quốc tịch Việt Nam  [MASKED]
A: 1985 
B: 1986
C: 1987 
D: 1988
",Luật Quốc tịch Việt Nam ,được ban hành vào năm nào?
"Điều 19, Luật Quốc tịch 2008 quy định những người nhập quốc tịch  [MASKED]
A: Chủ tịch nước cho phép. 
B: Có lợi cho nhà nước CHXHCN Việt Nam.
C: Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc. 
D: Cả A, B, C.
","Điều 19, Luật Quốc tịch 2008 quy định những người nhập quốc tịch ",Việt Nam thì phải thôi quốc tịch nước ngoài trừ trường hợp nào?
