Question,A,B,C,D,Answer,Grade
"Khối lượng hàng hóa, dịch vụ hiện có trên thị trường và chuẩn bị đưa ra thị trường trong một thời kì nhất định, tương ứng với mức giá cả, khả năng sản xuất và chi phí sản xuất xác định được gọi là",A. Cung,B. Cầu,C. Giá trị,D. Quy luật cung – cầu,A,GDCD 11
"Cầu là khối lượng hàng hóa, dịch vụ mà người tiêu dùng cần mua trong một thời kì nhất định tương ứng với",Khả năng thanh toán.,Khả năng sản xuất.,Giá cả và giá trị xác định.,Giá cả và thu nhập xác định.,A,GDCD 11
Quan hệ cung - cầu là mối quan hệ tác động lẫn nhau giữa người bán với người mua hay giữa những người sản xuất với những người tiêu dùng diễn ra trên thị trường để xác định,Giá cả và số lượng hàng hóa dịch vụ.,Khả năng sản xuất của thị trường.,Nhu cầu của thị trường.,Giá cả và nhu cầu xác định.,A,GDCD 11
"Do yêu cầu phải xây dựng cơ sở vật chất – kỹ thuật cho chủ nghĩa xã hội nên nước ta tiến hành công nghiệp hóa, hiện đại hóa là thể hiện nội dung nào dưới đây?",Tính tất yếu khách quan.,Tính to lớn toàn diện.,Ý nghĩa của công nghiệp hóa.,Tác dụng của công nghiệp hóa.,A,GDCD 11
Áp dụng những thành tựu khoa học và công nghệ hiện đại vào các ngành kinh tế là một trong các nội dung của,phát triển mạnh mẽ công nghệ thông tin.,phát triển mạnh mẽ khoa học kĩ thuật.,phát triển mạnh mẽ lực lượng sản xuất.,"cơ sở vật chất, kĩ thuật cho việc xây dựng nền kinh tế.",D,GDCD 11
"Thực hiện cơ khí hóa nền sản xuất xã hội, chuyển nền sản xuất dựa trên kĩ thuật thủ công sang dựa trên kĩ thuật cơ khí, chuyển nền văn minh nông nghiệp sang văn minh công nghiệp là một trong các nội dung của",phát triển mạnh mẽ công nghệ thông tin.,phát triển mạnh mẽ khoa học kĩ thuật.,phát triển mạnh mẽ lực lượng sản xuất.,"cơ sở vật chất, kĩ thuật cho việc xây dựng nền kinh tế.",C,GDCD 11
"Sau khi tốt nghiệp đại học nông nghiệp, M không đi xin việc mà về cùng gia đình mở trang trại trồng vải thiều theo tiêu chuẩn VietGap. Nhờ có kĩ thuật và niềm đam mê, vườn vải của gia đình M năm nào cũng sai trĩu quả, ít sâu bệnh đã mang lại thu nhập cao, ổn định cho gia đình. Việc làm của M thể hiện sự chuyển dịch cơ cấu lao động nào sau đây?",Lao động chân tay chuyển sang lao động tri thức.,Lao động trí thức chuyển sang lao động chân tay.,Lao động truyền thống chuyển sang lao động thủ công.,Lao động chân tay chuyển sang lao động máy móc.,B,GDCD 11
"Để nâng cao năng suất thu hoạch lúa, anh X đã đầu tư mua một máy gặt đập liên hoàn. Việc làm của anh X thể hiện nội dung nào sau đây để phát triển lực lượng sản xuất?",Phát triển mạnh mẽ lực lượng sản xuất.,Phát triển mạnh mẽ nhân lực.,Phát triển mạnh mẽ công nghệ thông tin.,Thường xuyên học tập nâng cao trình độ học vấn.,A,GDCD 11
"Gia đình H có 15 nhân viên giúp việc. Để quản lí tốt hơn, anh H đã mua camera để theo dõi quá trình làm việc của họ. Do vậy, dù đi đâu H cũng biết được tình hình ở nhà. Việc làm của anh H thể hiện nội dung nào sau đây để phát triển lực lượng sản xuất?",Phát triển mạnh mẽ ngành công nghiệp cơ khí.,Phát triển mạnh mẽ khoa học kĩ thuật.,Phát triển mạnh mẽ công nghệ hiện đại.,Thường xuyên học tập nâng cao trình độ học vấn.,C,GDCD 11
"Gia đình anh K mở một xưởng may đã 10 năm và có 20 công nhân làm việc, những năm gần đây sản phẩm anh bán ra thị trường không còn nhiều như những năm trước, qua tìm hiểu anh quyết định cho công nhân đi học để năng cao tay nghề và đầu tư thêm máy móc hiện đại. Việc làm của anh K đã thể hiện nội dung nào của phát triển lực lượng sản xuất?",Thực hiện chuyển đổi cơ cấu kinh tế.,"Xây dựng cơ sở vật chất, kĩ thuật.",Nâng cao trình độ học vấn.,Nâng cao chất lượng nguồn nhân lực và máy móc.,D,GDCD 11
"Quá trình chuyển đổi căn bản, toàn diện các hoạt động sản xuất từ sử dụng sức lao động thủ công là chính sang sử dụng một cách phổ biến sức lao động dựa trên sự phát triển của công nghiệp cơ khí được gọi là",Công nghiệp hóa,Hiện đại hóa.,Cơ khí hóa.,Tự động hóa.,C,GDCD 11
"Quá trình ứng dụng và trang bị những thành tựu khoa học và công nghệ tiên tiến, hiện đại vào quá trình sản xuất, kinh doanh, dịch vụ và quản lí kinh tế - xã hội được gọi là",Công nghiệp hóa,Hiện đại hóa,Cơ khí hóa,Tự động hóa,B,GDCD 11
"Nội dung nào dưới đây không phải là tác dụng to lớn và toàn diện của công nghiệp hóa, hiện đại hóa?",Phát triển lực lượng sản xuất và tăng năng suất lao động xã hội.,"Thúc đẩy sự tăng trưởng và phát triển kinh tế, giải quyết việc làm",Tăng thu nhập và nâng cao đời sống nhân dân.,Xóa bỏ nền văn hóa dân tộc lạc hậu.,D,GDCD 11
Kinh tế nhà nước có vai trò nào sau đây?,Cần thiết.,Chủ đạo.,Then chốt.,Quan trọng.,B,GDCD 11
Kinh tế tập thể là thành phần kinh tế dựa trên,hình thức sở hữu tư nhân về tư liệu sản xuất.,hình thức sở hữu nhà nước về tư liệu sản xuất.,hình thức sở hữu hỗn hợp về tư liệu sản xuất.,hình thức sở hữu tập thể về tư liệu sản xuất.,D,GDCD 11
Kinh tế nhà nước dựa trên hình thức sở hữu nào dưới đây?,A. Nhà nước.,B. Tư nhân.,C. Tập thể.,D. Hỗn hợp.,A,GDCD 11
"Sự tồn tại nhiều thành phần kinh tế ở nước ta là một tất yếu khách quan, vì lí do nào sau đây?","Nước ta có dân số đông, lao động nông nghiệp là chủ yếu.",Lực lượng sản xuất của nước ta còn thấp với nhiều hình thức sở hữu về tư liệu sản xuất.,Nước ta có rất nhiều ngành nghề sản xuất khác nhau.,Nhu cầu giải quyết việc làm của nước ta rất lớn.,B,GDCD 11
Để xác định thành phần kinh tế cần căn cứ vào nội dung nào dưới đây?,Nội dung của từng thành phần kinh tế.,Hình thức sở hữu.,Vai trò của các thành phần kinh tế,Biểu hiện của từng thành phần kinh tế.,A,GDCD 11
Thành phần kinh tế nhà nước khác với thành phần kinh tế tư bản nhà nước về,hình thức sở hữu TLSX.,quan hệ quản lí.,quan hệ phân phối.,quan hệ sản xuất.,B,GDCD 11
Bộ phận nào sau đây không thuộc thành phần kinh tế Nhà nước:,Doanh nghiệp Nhà nước.,"Các quỹ dự trữ, các quỹ bảo hiểm quốc gia.",Quỹ bảo hiểm Nhà nước.,Các cơ sở kinh tế do Nhà nước cấp phép thành lập,D,GDCD 11
Thành phần kinh tế nào sau đây ngày càng trở thành nền tảng vững chắc của nền kinh tế quốc dân?,Kinh tế tập thể,Kinh tế tư nhân,Kinh tế tư bản Nhà nước,Kinh tế có vốn đầu tư nước ngoài,B,GDCD 11
"Thành phần kinh tế nào sau đây có vai trò thu hút vốn đầu tư, khoa học công nghệ hiện đại, quản lý tiên tiến, thúc đẩy tăng trưởng kinh tế?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,D,GDCD 11
"Thành phần kinh tế nào sau đây có vai trò đóng góp to lớn về vốn, công nghệ, khả năng tổ chức quản lý?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,D,GDCD 11
"Thành phần kinh tế nào sau đây giữ vai trò chủ đạo, nắm giữ các lĩnh vực, vị trí then chốt trong nền kinh tế quốc dân?",Kinh tế tập thể.,Kinh tế tư nhân.,Kinh tế tư bản Nhà nước.,Kinh tế nhà nước.,D,GDCD 11
Để xác định thành phần kinh tế thì cần căn cứ vào yếu tố nào sau đây?,Nội dung của từng thành phần kinh tế.,Hình thức sở hữu.,Vai trò của các thành phần kinh tế.,Biểu hiện của từng thành phần kinh tế.,A,GDCD 11
"Gia đình ông A mở cơ sở sản xuất nước mắm bằng nguồn vốn của gia đình. Sau 2 năm kinh doanh có hiệu quả, gia đình ông quyết định mở rộng quy mô sản xuất và thuê thêm 2 nhân công phụ giúp sản xuất. Vậy theo em, cơ sở sản xuất của ông A thuộc thành phần kinh tế nào?",Kinh tế tập thể,Kinh tế tư bản nhà nước,Kinh tế Nhà nước,Kinh tế tư nhân,D,GDCD 11
Doanh nghiệp cà phê Trung Nguyên thuộc thành phần kinh tế nào sau đây?,Kinh tế nhà nước.,Kinh tế tư nhân.,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tập thể.,B,GDCD 11
Hệ thống siêu thị Metro thuộc thành phần kinh tế nào sau đây?,Kinh tế tư nhân.,Kinh tế nhà nước.,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư bản nhà nước.,B,GDCD 11
"Ông K và ông H cùng nhau góp vốn để thành lập hợp tác xã kinh doanh dịch vụ vận tải, sau đó ông Q cũng xin tham gia góp vốn. Cuối năm, ông K và ông H chia cho ông Q phần lợi nhuận theo tỉ lệ góp vốn. Vậy ông K và ông H thực hiện nguyên tắc nào trong kinh doanh?",Tự nguyện.,Bình đẳng.,Cùng có lợi.,Quản lí dân chủ.,B,GDCD 11
Ở nước ta tồn tại mấy thành phần kinh tế?,4,5,6,7,C,GDCD 11
Quỹ bảo hiểm nhà nước thuộc thành phần kinh tế nào?,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư nhân.,Kinh tế tập thể.,Kinh tế nhà nước.,D,GDCD 11
Hợp tác xã là lực lượng nòng cốt của hình thức kinh tế nào?,Kinh tế có vốn đầu tư nước ngoài.,Kinh tế tư nhân.,Kinh tế tập thể.,Kinh tế nhà nước.,C,GDCD 11
Kinh tế tập thể xây dựng dựa trên nguyên tắc nào?,"Tự nguyện, dân chủ.","Tự nguyện, cùng có lợi, quản lí dân chủ và có sự giúp đỡ của Nhà nước.","Tôn trọng, hợp tác đôi bên cùng có lợi.","Tự nguyện, cùng có lợi, quản lí dân chủ và phụ thuộc vào kinh tế nhà nước.",B,GDCD 11
Kinh tế tập thể cùng kinh tế nhà nước hợp thành nền tảng vững chắc của,Nền kinh tế quốc dân.,Quá trình xây dựng đất nước.,Sự phát triển xã hội.,Nền kinh tế hội nhập.,A,GDCD 11
Thành phần kinh tế là kiểu quan hệ kinh tế dựa trên một hình thức sở hữu nhất định về,Tư liệu sản xuất.,Cơ cấu kinh tế.,Đối tượng lao động.,Tư liệu lao động.,A,GDCD 11
"Trong thời kì quá độ lên xã hội chủ nghĩa ở nước ta, các thành phần kinh tế mới và cũ cùng tồn tại khách quan và",Có quan hệ với nhau.,Tách biệt không liên quan tới nhau.,Đấu tranh triệt tiêu nhau.,Gây khó khăn cho nhau.,A,GDCD 11
Người ta căn cứ vào yếu tố nào để xác định các thành phần kinh tế?,Nguồn vốn đầu tư.,Quy mô sản xuất.,Sở hữu tư liệu sản xuất.,Trình độ sản xuất.,C,GDCD 11
"Một xã hội dân giàu, nước mạnh, công bằng, dân chủ, văn minh là thể hiện nội dung nào sau đây của chủ nghĩa xã hội mà nước ta đang xây dựng?",Đặc trưng.,Tính chất.,Nội dung.,Ý nghĩa.,C,GDCD 11
Thông tin trên thể hiện đặc trưng cơ bản nào trong các đặc trưng sau đây của chủ nghĩa xã hội ở Việt Nam?,"Có nền văn hóa tiên tiến, đậm đà bản sắc dân tộc.","Con người có cuộc sống ấm no, tự do, hạnh phúc, có điều kiện phát triển toàn diện.","Các dân tộc trong cộng đồng Việt Nam bình đẳng, đoàn kết, tôn trọng và giúp nhau cùng phát triển.",Có quan hệ hữu nghị và hợp tác với các nước trên thế giới.,D,GDCD 11
Nhà nước pháp quyền xã hội chủ nghĩa quản lí mọi mặt đời sống xã hội chủ yếu bằng phương tiện nào sau đây?,Chính sách,Đường lối,Chủ trương,Pháp luật,D,GDCD 11
Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam mang bản chất của giai cấp,công nhân và nông dân,công nhân,"công nhân, nông dân và trí thức",tất cả các giai cấp trong xã hội,A,GDCD 11
Chức năng cơ bản của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam là,"bảo đảm an ninh chính trị và trật tự, an toàn xã hội.",trấn áp các giai cấp đối kháng.,tổ chức và xây dựng.,trấn áp và tổ chức xây dựng.,D,GDCD 11
Bản chất giai cấp công nhân của Nhà nước ta được biểu hiện tập trung nhất ở sự lãnh đạo của,Đảng Cộng Sản.,nhà nước.,người dân.,nông dân.,A,GDCD 11
Bản chất giai cấp của nhà nước pháp quyền xã hội chủ nghĩa Việt Nam được thể hiện tập trung nhất ở,sự phục vụ lợi ích của nhân dân.,sự thể hiện ý chí của nhân dân.,sự do nhân dân xây dựng nên.,sự lãnh đạo của Đảng đối với nhà nước.,B,GDCD 11
Một trong những chức năng cơ bản của Nhà nước là:,trấn áp và bảo vệ đất nước.,tổ chức đàn áp sự phản kháng trong xã hội.,đảm bảo trật tự an ninh chính trị và trật tự an toàn xã hội.,"tổ chức các hoạt động văn hóa, văn nghệ.",C,GDCD 11
Nhà nước pháp quyền XHCN mang bản chất của,giai cấp công nhân.,giai cấp công nhân và giai cấp nông dân.,giai cấp công nhân và nhân dân lao động.,tầng lớp trí thức trong xã hội,B,GDCD 11
"Trong các kiểu nhà nước, Nhà nước nào dưới đây khác về chất so với các nhà nước trước đó?",Chiếm hữu nô lệ.,Phong kiến,Tư bản.,Xã hội chủ nghĩa.,D,GDCD 11
Bản chất giai cấp của nhà nước pháp quyền xã hội chủ nghĩa Việt Nam được thể hiện tập trung nhất là,phục vụ lợi ích của nhân dân.,sự lãnh đạo của ĐCS Việt Nam đối với nhà nước.,thể hiện ý chí của nhân dân.,do nhân dân xây dựng nên.,C,GDCD 11
"Bảo đảm an ninh chính trị và trật tự, an toàn xã hội để xây dựng và phát triển kinh tế là:",chức năng của nhà nước pháp quyền nước ta.,ý nghĩa của nhà nước pháp quyền nước ta.,ý muốn của nhà nước pháp quyền nước ta.,đường lối của nhà nước pháp quyền nước ta.,A,GDCD 11
"Tổ chức và xây dựng, bảo đảm thực hiện các quyền tự do, dân chủ và lợi ích hợp pháp của công dân là",chức năng của nhà nước pháp quyền nước ta.,ý nghĩa của nhà nước pháp quyền nước ta.,ý muốn của nhà nước pháp quyền nước ta.,đường lối của nhà nước pháp quyền nước ta,A,GDCD 11
"Nhà nước Cộng hoà xã hội chủ nghĩa Việt Nam là nhà nước pháp quyền xã hội chủ nghĩa của dân, do dân, vì dân. Tất cả quyền lực nhà nước thuộc về",người có chức quyền.,số đông.,một nhóm người.,nhân dân.,D,GDCD 11
Tính dân tộc của Nhà nước ta thể hiện ở chỗ trong quá trình hoạt động luôn kế thừa và phát huy những truyền thống tốt đẹp của,dân tộc,thế giới,khu vực,một nhóm người,A,GDCD 11
Phương án nào dưới đây là chức năng cơ bản của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Tổ chức và xây dựng.,Tổ chức các hoạt động từ thiện.,Tổ chức các sự kiện truyền thông.,Tổ chức đàn áp sự phản kháng trong xã hội.,A,GDCD 11
Nội dung nào dưới đây không đúng  khi nói về khái niệm Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Là nhà nước của nhân dân.,"Là nhà nước của dân, do dân, vì dân.",Là nhà nước của riêng giai cấp công nhân.,"Là nhà nước của giai cấp công nhân và  các giai cấp, tầng lớp khác.",C,GDCD 11
Chị H viết đơn tố cáo hành vi thường xuyên xả nước thải ra môi trường của ông K. Vậy việc làm của H thể hiện nội dung nào dưới đây trong việc xây dựng nhà nước pháp quyền?,Trách nhiệm.,Nghĩa vụ.,Sự hiếu thắng.,Sự góp ý.,A,GDCD 11
"Anh H thực hiện chủ trương, đường lối, chính sách của đảng, pháp luật của nhà nước là thể hiện nội dung nào dưới đây trong việc tham gia xây dựng nhà nước pháp quyền?",Trách nhiệm.,Nghĩa vụ.,Sự hiếu thắng.,Sự góp ý.,A,GDCD 11
Anh B tham gia xây dựng nhà nước pháp quyền xã hội chủ nghĩa được thể hiện ở hoạt động nào sau đây?,Tố cáo hành vi tham nhũng.,Quyên góp ủng hộ lũ lụt.,Tích cực tham gia bảo vệ môi trường.,Tham gia các hoạt động xã hội,A,GDCD 11
Sự lãnh đạo của Đảng Cộng sản đối với nhà nước ta thể hiện nhà nước ta mang bản chất của,Giai cấp công nhân.,Giai cấp thống trị., Giai cấp công – nông – trí thức.,Giai cấp bị trị.,B,GDCD 11
Bản chất giai cấp công nhân của Nhà nước ta bao hàm cả,Tính nhân dân và tính dân tộc.,Tính nhân dân và tính giai cấp.,Tính giai cấp và tính dân tộc.,Tính giai cấp và tính hiện đại.,B,GDCD 11
Công cụ chủ yếu để nhân dân thực hiện quyền làm chủ của mình là,Công an,Quốc hội,Tòa án,Nhà nước,B,GDCD 11
Nội dung nào dưới đây không thể hiện tính dân tộc của Nhà nước ta?,"Kế thừa và phát huy những truyền thống, bản sắc tốt đẹp của dân tộc.","Nhà nước của dân, do dân và vì dân.",Chăm lo lợi ích mọi mặt cho tất cả các dân tộc.,Thực hiện đại đoàn kết dân tộc.,C,GDCD 11
Nội dung nào dưới đây thể hiện chức năng của Nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,Thực hiện đoàn kết toàn dân.,Thực hiện đại đoàn kết dân tộc.,"Đảm bảo an ninh chính trị và trật tự, an toàn xã hội.",Để nhân dân thực hiện quyền làm chủ của mình.,D,GDCD 11
"Trong lịch sử phát triển của xã hội loài người đã trải qua một thời kì chưa có nhà nước, đó là xã hội",Cộng sản nguyên thủy,Phong kiến,Chiếm hữu nô lên,Tư bản chủ nghĩa,A,GDCD 11
"Cuối thời kì cộng sản nguyên thủy, chế độ tư hữu hình thành dẫn đến xã hội xảy ra hiện tượng",Kinh tế phát triển.,Năng suất lao động tăng.,Phân chia giai cấp.,Phân chia đẳng cấp.,C,GDCD 11
"Khi xuất hiện chế độ tư hữu về tư liệu sản xuất, khi xã hội phân hóa thành các giai cấp, mâu thuẫn giữa các giai cấp ngày càng gay gắt đến mức không thể điều hòa được thì",Xảy ra chiến tranh.,Nhà nước ra đời.,Triệt tiêu giai cấp.,Mâu thuẫn biến mất.,A,GDCD 11
Nội dung nào dưới đây thể hiện khái niệm nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,"A. Nhà nước của nhân dân, do nhân dan và vì nhân dân.",B. Quản lí mọi mặt của đời sống xã hội bằng pháp luật.,C. Do Đảng Cộng sản Việt Nam lãnh đạo.,"D. Cả A, B và C.",D,GDCD 11
Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam mang bản chất của giai cấp,Nông dân.,Công nhân.,Thống trị.,Bị trị.,B,GDCD 11
Nền dân chủ XHCN mang bản chất giai cấp công nhân thể hiện ở sự lãnh đạo của giai cấp công nhân do,Đảng Cộng sản lãnh đạo.,những người có quyền lãnh đạo.,giai cấp nông dân lãnh đạo.,những người nghèo trong xã hội lãnh đạo.,A,GDCD 11
"Hình thức dân chủ với những qui chế, thiết chế để nhân dân thảo luận, biểu quyết, tham gia trực tiếp quyết định công việc của cộng đồng, của Nhà nước là:",dân chủ gián tiếp.,dân chủ trực tiếp.,dân chủ đại diện.,dân chủ liên minh.,B,GDCD 11
"Hình thức dân chủ thông qua những qui chế, thiết chế để nhân dân bầu ra những người đại diện thay mặt mình quyết định các công việc chung của cộng đồng, của Nhà nước là",dân chủ gián tiếp.,dân chủ trực tiếp.,dân chủ phân quyền.,dân chủ liên minh.,A,GDCD 11
Tham gia bầu cử hội đồng nhân dân các cấp thực hiện thông qua hình thức dân chủ nào dưới đây?,Trực tiếp,Gián tiếp,Phổ thông đầu phiếu,Bỏ phiếu kín,C,GDCD 11
Nội dung nào sau đây không thể hiện quyền bình đẳng của công dân trên lĩnh vực văn hóa:,"Quyền sáng tác, phê bình văn học nghệ thuật.","Quyền được hưởng các lợi ích từ sáng tạo văn hoá, nghệ thuật của mình.","Quyền được hưởng các lợi ích từ sáng tạo văn hoá, nghệ thuật.",Quyền bầu cử và ứng cử vào các cơ quan quyền lực nhà nước,D,GDCD 11
Nhân dân thôn X tổ chức cuộc họp toàn dân trong đó có nội dung thảo luận về việc tu sửa đường giao thông liên xóm. Trong trường hợp này nhân dân thôn X thực thi hình thức dân chủ nào sau đây?,Trực tiếp.,Đại diện.,Toàn dân.,Gián tiếp.,A,GDCD 11
M đang là học sinh lớp 11 nên không thể thực hiện quyền dân chủ nào dưới đây?,Ứng cử vào HĐND cấp xã.,Sáng tác văn học.,Đóng phim.,Tham gia bảo hiểm y tế.,A,GDCD 11
"Vào đầu mỗi năm học, học sinh thường tham gia thực hiện hình thức dân chủ trực tiếp, đó là việc làm nào sau đây?",Bầu giáo viên chủ nhiệm.,Bầu ban cán sự lớp.,Bầu chủ tịch công đoàn trường.,Bầu hiệu trưởng.,B,GDCD 11
Nội dung nào dưới đây thể hiện khái niệm nhà nước pháp quyền xã hội chủ nghĩa Việt Nam?,"Nhà nước của nhân dân, do nhân dan và vì nhân dân.",Quản lí mọi mặt của đời sống xã hội bằng pháp luật.,Do Đảng Cộng sản Việt Nam lãnh đạo.,"Cả A, B và C.",D,GDCD 11
Một trong những phương hướng cơ bản của chính sách dân số nước ta là tăng cường công tác lãnh đạo và,quản lí,tổ chức,giáo dục,vận động,C,GDCD 11
Một trong những mục tiêu cơ bản của chính sách giải quyết việc làm ở nước ta là,giảm tỉ lệ thất nghiệp.,tăng tỉ lệ lao động qua đào tạo nghề.,sử dụng có hiệu quả nguồn vốn.,"giảm tỉ lệ thất nghiệp, tăng tỉ lệ lao động qua đào tạo nghề.",D,GDCD 11
Nội dung nào sau đây nói về tình hình việc làm ở nước ta hiện nay?,Việc làm thiếu trầm trọng.,Việc làm là vấn đề không được quan tâm nhiều.,Việc làm đã được giải quyết hợp lí.,Thiếu việc làm là vấn đề bức xúc ở nông thôn và thành thị.,D,GDCD 11
Một trong những phương hướng cơ bản của chính sách giải quyết việc làm nước ta là,"phát triển nguồn nhân lực, mở rộng quy mô sản xuất","mở rộng thị trường lao động, khai thác tối đa nguồn tài nguyên","phát triển nguồn nhân lực, mở rộng thị trường lao động",thúc đẩy phát triển sản xuất và dịch vụ,C,GDCD 11
Mục tiêu của chính sách dân số là,giảm mật độ dân số,giảm tốc độ gia tăng dân số,nâng cao chất lượng cuộc sống cho nhân dân,"đảm bảo qui mô dân số, cơ cấu dân số",B,GDCD 11
Một trong những phương hướng cơ bản của chính sách dân số nước ta là gì?,Nâng cao đời sống nhân dân.,"Tăng cường nhận thức, thông tin.",Nâng cao hiệu quả đời sống nhân dân.,Nâng cao sự hiểu biết của người dân.,B,GDCD 11
Một trong những phương hướng của chính sách giải quyết việc làm ở nước ta là gì sau đây?,Nâng cao hiểu biết của người dân.,"Làm tốt công tác thông tin, tuyên truyền.",Đẩy mạnh xuất khẩu lao động.,Giảm tỉ lệ thất nghiệp.,D,GDCD 11
"Nước ta muốn có quy mô, cơ cấu dân số và phân bố dân cư hợp lí để phát triển nhanh và bền vững thì phải",có chính sách dân số đúng đắn.,khuyến khích tăng dân số.,giảm nhanh việc tăng dân số.,phân bố lại dân cư hợp lí.,A,GDCD 11
Quan niệm dân gian nào dưới đây ảnh hưởng xấu đến chính sách dân số của nước ta?,Con hơn cha là nhà có phúc.,Một giọt máu đào hơn ao nước lã.,Cha  mẹ sinh con trời sinh tính.,Đông con hơn nhiều của.,B,GDCD 11
"Để thực hiện chính sách dân số, biện pháp  nào dưới đây tác động trực tiếp tới  nhận thức của  người dân?",Nhà nước tăng cường đầu tư kinh phí.,Tranh thủ sự giúp đỡ của Liên Hợp Quốc.,"Tuyên truyền, giáo dục về chính sách dân số.",Nhà nước ban hành văn  bản pháp luật  về dân số.,C,GDCD 11
Nhà nước cần làm gì để thực hiện chính sách giải quyết việc làm?,Tìm việc làm cho tất cả mọi người đến tuổi lao động.,Tạo ra nhiều việc làm bằng lao động chân tay.,Tập trung mọi nguồn lực để phát triển kinh tế,Tập trung giải quyết việc làm ở thành thị và nông thôn.,D,GDCD 11
Nội dung nào dưới đây không phải là phương hướng của chính sách giải quyết việc làm ở nước ta?,Tập trung giải quyết việc làm ở thành thị và nông thôn.,"Khuyến khích làm giàu theo pháp luật, tự do hành nghề.","Đẩy mạnh xuất khẩu lao động, tạo việc làm.",Sử dụng có hiệu quả nguồn vốn vay của Nhà nước,A,GDCD 11
Việc xuất khẩu lao động sang thị trường Nhật Bản là việc làm thực hiện mục tiêu nào về chính sách giải quyết việc làm?,Khuyến khích làm giàu theo pháp luật.,Đẩy mạnh xuất khẩu lao động.,Thúc đẩy phát triển sản xuất và dịch vụ.,Sử dụng hiệu quả nguồn vốn.,B,GDCD 11
"Trong chương trình mục tiêu quốc gia để giải quyết việc làm, cải thiện điều kiện làm việc cho người lao động là phương hướng nào của chính sách giải quyết việc làm nước ta?",Sử dụng có hiệu quả nguồn vốn.,"Thúc đẩy phát triển sản xuất, dịch vụ.",Đẩy mạnh xuất khẩu lao động.,"Khuyến khích làm giàu theo pháp luật, tự do hành nghề.",B,GDCD 11
"Nhà nước khôi phục và phát triển các ngành nghề truyền thống , đẩy mạnh phong trào lập nghiệp của thanh niên là phương hướng nào của chính sách giải quyết việc làm nước ta?",Sử dụng có hiệu quả nguồn vốn.,"Thúc đẩy phát triển sản xuất, dịch vụ.",Đẩy mạnh xuất khẩu lao động.,"Khuyến khích làm giàu theo pháp luật, tự do hành nghề.",D,GDCD 11
Gia đình sinh nhiều con sẽ khó khăn trong việc,"nuôi dạy con cái, nâng cao địa vị xã hội","làm kinh tế, tham gia các hoạt động xã hội","xây dựng gia đình văn hóa, hạnh phúc","nuôi dạy con cái và xây dựng gia đình văn hóa, hạnh phúc",A,GDCD 11
Quan niệm “ Trọng nam khinh nữ” được hiểu là,"đề cao vai trò, tầm quan trọng của cả nam giới và nữ giới."," coi nhẹ, hạ thấp vai trò, vị trí  của người phụ nữ.","xem nhẹ, hạ thấp vai trò của người phụ nữ.","đề cao vai trò của nam giới, coi nhẹ và hạ thấp vai trò của người phụ nữ.",D,GDCD 11
Chủ thể nào sau đây là người thực hiện chưa tốt chính sách dân số?,A. Chị B và chị H.,B. Anh C và chị X.,C. Chị B và chị H.,D. Chị H và chị X.,B,GDCD 11
"Để có thu nhập, T đã chung vốn với C cùng mở cửa hàng kinh doanh đồ ăn uống, nhưng bố mẹ T phản đối vì không muốn con mình làm nghề tự do nên đã không cho tiền làm vốn. Thấy vậy D là anh trai của T đã giúp T và C vay tiền để kinh doanh. Ai là người thực hiện tốt chính sách giải quyết việc làm?",A. T và C.,Bố mẹ T.,"D, T và C.",T và D,C,GDCD 11
Việc làm nào sau đây thể hiện trách nhiệm của mỗi công dân trong việc góp phần thực hiện chính sách dân số?,Sinh thật nhiều con để tạo nguồn lao động cho gia đình.,Sống tập trung ở thành phố vì có điều kiện kinh tế tốt.,"Lựa chọn giới tính, chỉ sinh con trai để nối dõi tông đường.","Tuyên truyền, vận động mọi người thực hiện kế hoạch hóa gia đình.",D,GDCD 11
Hành vi nào dưới đây chưa thực hiện đúng chính sách dân số?,Thực hiện chính sách kế hoạch hóa gia đình.,Sẵn sàng đi xây dựng vùng kinh tế mới.,Sinh nhiều con vì đông con hơn nhiều của.,Không có quan niệm trọng nam khinh nữ.,C,GDCD 11
Nội dung nào sau đây thể hiện đúng thực trạng việc làm ở nước ta hiện nay?,"Nguồn nhân lực hiện đại, có chất lượng cao.","Thừa lao động, thiếu việc làm là vấn đề bức xúc.",Tỉ lệ người lao động đã qua đào tạo cao.,"Thị trường lao động rộng mở, nhiều cơ hội cho người lao động.",B,GDCD 11
