Question,Label,Fed_prompt
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Xác định biện pháp tu từ trong những câu văn sau: ""Lắm khi em cũng nghĩ nỗi nhà cửa như thế này [MASKED]
### Lựa chọn:
A: Biện pháp tu từ ẩn dụ 
B: Biện pháp tu từ nói giảm nói tránh
C: Biện pháp tu từ liệt kê 
D: Biện pháp tương phản","là nguy hiểm, nhưng em nghèo sức quá, em đã nghĩ ròng rã hàng mấy tháng cũng không biết làm như thế nào.""","Xác định biện pháp tu từ trong những câu văn sau: ""Lắm khi em cũng nghĩ nỗi nhà cửa như thế này"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu tục ngữ nào sau đây không nói [MASKED]
### Lựa chọn:
A: Chuồng gà hướng đông, cái lông chẳng còn. 
B: Ăn kĩ no lâu, cày sâu tốt lúa
C: Ăn quả nhớ kẻ trồng cây 
D: Nhất nước, nhì phân, tam cần, tứ giống",về kinh nghiệm trong lao động sản xuất?,Câu tục ngữ nào sau đây không nói
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: “Trong ca dao dân ca Việt Nam có nhiều bài nói đến con cò. Con cò là một trong những con vật gần gũi với người nông dân hơn cả. Những lúc cày cuốc, cấy hái, [MASKED]
### Lựa chọn:
A: Miêu tả 
B: Tự sự
C: Thuyết minh 
D: Nghị luận","người nông dân Việt Nam thường thấy con cò ở bên cạnh họ. Con cò lội theo luống cày, con cò đứng trên bờ ruộng rỉa lông, ngắm nhìn người nông dân làm lụng.” (Vũ Ngọc Phan)","“Trong ca dao dân ca Việt Nam có nhiều bài nói đến con cò. Con cò là một trong những con vật gần gũi với người nông dân hơn cả. Những lúc cày cuốc, cấy hái,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu tục ngữ “Một mặt người bằng [MASKED]
### Lựa chọn:
A: Hãy biết quý trọng cả người lẫn của cải 
B: Hãy biết coi trong của cải của bản thân
C: Đừng nên coi trọng của cải 
D: Hãy biết quý trọng con người hơn của cải",mười mặt của” khuyên chúng ta điều gì?,Câu tục ngữ “Một mặt người bằng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu tục ngữ nào không cùng nội dung với [MASKED]
### Lựa chọn:
A: Người làm ra của, của không làm ra người 
B: Người sống đống vàng
C: Người ta là hoa của đất 
D: Người còn thì của còn",câu tục ngữ “Một mặt người bằng mười mặt của”?,Câu tục ngữ nào không cùng nội dung với
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu tục ngữ “Đói cho sạch, rách [MASKED]
### Lựa chọn:
A: Khi đói cần giữ cho quần áo sạch sẽ, thơm tho 
B: Khi đói có thể không cần giữ sạch sẽ nữa
C: Khi đói khi no, lúc nào cũng phải giữ gìn quần áo cho sạch sẽ 
D: Dù hoàn cảnh nào cũng phải giữ phẩm giá cho trong sạch",cho thơm” khuyên chúng ta điều gì?,"Câu tục ngữ “Đói cho sạch, rách"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đề bài nào dưới đây [MASKED]
### Lựa chọn:
A: Gia đình thân yêu của em. 
B: Ý kiến của em về câu tục ngữ “Đói cho sạch, rách cho thơm”
C: Chứng minh tính đúng đắn của câu: Ăn quả nhớ kẻ trồng cây 
D: Gia đình là điểm tựa của mỗi người. Ý kiến của em về vấn đề này",không phải đề văn nghị luận?,Đề bài nào dưới đây
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Để lập dàn ý cho đề bài: Giải thích câu tục ngữ: “Thương người [MASKED]
### Lựa chọn:
A: Hiểu ý nghĩa câu tục ngữ như thế nào? 
B: Vì sao nhân dân ta lại khuyên phải thương người như thể thương thân?
C: Làm thế nào để thực hiện lời khuyên trong câu tục ngữ? 
D: Có khi nào lời khuyên đó sai không?","như thể thương thân”, câu hỏi tìm ý nào dưới đây là không cần thiết?",Để lập dàn ý cho đề bài: Giải thích câu tục ngữ: “Thương người
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Văn bản “Tinh thần yêu nước của nhân dân [MASKED]
### Lựa chọn:
A: Tự sự 
B: Nghị luận
C: Thuyết minh 
D: Biểu cảm",ta” (Hồ Chí Minh) thuộc loại văn bản nào?,Văn bản “Tinh thần yêu nước của nhân dân
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: “Tinh thần yêu nước cũng như các thứ của quý. Có khi được trưng bày trong tủ kính, trong bình pha lê, rõ ràng, [MASKED]
### Lựa chọn:
A: Ca ngợi lòng yêu nước là các thứ của quý 
B: Thể hiện hai trạng thái của lòng yêu nước
C: Lòng yêu nước có thể âm thầm kín đáo hoặc biểu lộ rõ ràng cụ thể 
D: Dù thể hiện dưới hình thức nào, lòng yêu nước cũng vô cùng quý giá","dễ thấy. Nhưng cũng có khi cất giấu kín đáo trong rương, tronghòm” (Tinh thần yêu nước của nhân dân ta - Hồ Chí Minh)","“Tinh thần yêu nước cũng như các thứ của quý. Có khi được trưng bày trong tủ kính, trong bình pha lê, rõ ràng,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nhận định nào nói đúng nhất về văn [MASKED]
### Lựa chọn:
A: Dẫn chứng tiêu biểu cụ thể, toàn diện 
B: Giọng văn giàu cảm xúc
C: Văn bản nghị luận mẫu mực 
D: Bố cục chặt chẽ, rành mạch",bản “Tinh thần yêu nước của nhân dân ta”?,Nhận định nào nói đúng nhất về văn
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: “Sớm. Chúng tôi tụ hội ở góc sân. Toàn chuyện trẻ con. [MASKED]
### Lựa chọn:
A: Một 
B: Hai
C: Ba 
D: Bốn",Râm ran” (Duy Khán) Câu văn trên có mấy câu đặc biệt?,“Sớm. Chúng tôi tụ hội ở góc sân. Toàn chuyện trẻ con.
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ý nào dưới đây không cần thiết khi làm bài nghị luận cho [MASKED]
### Lựa chọn:
A: Giải thích câu tục ngữ 
B: Chứng minh truyền thống biết ơn của dân tộc
C: Phát biểu cảm nghĩ về lòng biết ơn 
D: Làm thế nào để thực hiện lời khuyên của câu tục ngữ",đề bài: Chứng minh câu tục ngữ: “Ăn quả nhớ kẻ trồng cây”?,Ý nào dưới đây không cần thiết khi làm bài nghị luận cho
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Văn bản “Sự giàu đẹp của [MASKED]
### Lựa chọn:
A: Đặng Thai Mai 
B: Hoài Thanh
C: Phạm Văn Đồng 
D: Hồ Chí Minh",tiếng Việt” là của tác giả nào?,Văn bản “Sự giàu đẹp của
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Văn bản “Sự giàu đẹp của tiếng Việt” (Đặng Thai [MASKED]
### Lựa chọn:
A: Thuyết minh 
B: Tự sự
C: Nghị luận 
D: Biểu cảm",Mai) được viết theo phương thức biểu đạt nào là chính?,Văn bản “Sự giàu đẹp của tiếng Việt” (Đặng Thai
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu văn “Hôm sau, mới tờ mờ sáng, Sơn Tinh đã đem đầy [MASKED]
### Lựa chọn:
A: Không có 
B: Một
C: Hai 
D: Ba",đủ lễ vật đến rước Mị Nương về núi” có mấy trạng ngữ?,"Câu văn “Hôm sau, mới tờ mờ sáng, Sơn Tinh đã đem đầy"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu văn:“Trong lúc tiếng đờn vẫn khắc khoải vẳng lên những chữ đờn li biệt,bồn chồn” ở đoạn “Bốn người lính đều [MASKED]
### Lựa chọn:
A: Câu rút gọn 
B: Câu đặc biệt
C: Trạng ngữ được tách thành câu riêng 
D: Câu mở rộng thành phần","cúi đầu, tóc xõa gối. Trong lúc tiếng đờn vẫn khắc khoải vẳng lên những chữ đờn li biệt, bồn chồn” là:","Câu văn:“Trong lúc tiếng đờn vẫn khắc khoải vẳng lên những chữ đờn li biệt,bồn chồn” ở đoạn “Bốn người lính đều"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong văn bản “Đức tính giản dị của Bác Hồ”, tác giả [MASKED]
### Lựa chọn:
A: Phân tích và giải thích 
B: Chứng minh
C: Phân tích 
D: Giải thích",Phạm Văn Đồng đã sử dụng thao tác nghị luận nào là chính?,"Trong văn bản “Đức tính giản dị của Bác Hồ”, tác giả"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu văn “Văn chương gây cho ta những tình cảm ta không có,luyện những tình cảm [MASKED]
### Lựa chọn:
A: Ý nghĩa của văn chương 
B: Công dụng của văn chương
C: Nguồn gốc của văn chương 
D: Nhiệm vụ của văn chương",ta sẵn có” trong văn bản “Ý nghĩa văn chương” của Hoài Thanh nói về điều gì?,"Câu văn “Văn chương gây cho ta những tình cảm ta không có,luyện những tình cảm"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Truyền thuyết Thánh Gióng kể về sự việc [MASKED]
### Lựa chọn:
A: 6 
B: 7
C: 8 
D: 9",gắn với đời vua Hùng Vương thứ bao nhiêu,Truyền thuyết Thánh Gióng kể về sự việc
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong truyện Thánh Gióng mẹ Gióng thụ thai [MASKED]
### Lựa chọn:
A: 9 
B: 11
C: 12 
D: 10",bao nhiêu tháng rồi sinh ra cậu bé?,Trong truyện Thánh Gióng mẹ Gióng thụ thai
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong truyện ""Em bé thông minh"", nhân vật Em [MASKED]
### Lựa chọn:
A: 3 
B: 4
C: 5 
D: 6",bé thông minh trải qua mấy lần thử thách?,"Trong truyện ""Em bé thông minh"", nhân vật Em"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chi tiết nào khái quát đúng nhất về [MASKED]
### Lựa chọn:
A: Bà mẹ uống nước mưa trong ống tre rồi bà có mang. 
B: Bà mẹ uống nước mưa trong bầu nước rồi bà có mang.
C: Bà mẹ uống nước mưa trong lu nước rồi bà có mang. 
D: Bà mẹ uống nước mưa trong cái sọ dừa rồi bà có mang.",sự ra đời của nhân vật Sọ Dừa?,Chi tiết nào khái quát đúng nhất về
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong truyện Sự tích Hồ Gươm, ai [MASKED]
### Lựa chọn:
A: Lê Lợi 
B: Nguyễn Trãi
C: Lê Thận 
D: Nghĩa quân Lam Sơn",là người trực tiếp nhận được gươm thần?,"Trong truyện Sự tích Hồ Gươm, ai"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Truyện Sự tích Hồ Gươm [MASKED]
### Lựa chọn:
A: Tên gọi Hồ Gươm nhưng cũng nói lên khát vọng của nhân dân ta muốn sống trong hào bình, hạnh phúc, không phải dùng vũ khí chiến tranh. 
B: Về việc mượn gươm và trả gươm ở Hồ Gươm
C: Về mối quan hệ giữa Lê Lợi và Lê Thận 
D: Hiện tượng kỳ lạ và thần kỳ của thanh gươ",giải thích điều gì ?,Truyện Sự tích Hồ Gươm
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong các từ sau, từ [MASKED]
### Lựa chọn:
A: Xuân xanh 
B: Hoan hỉ
C: Đi đứng 
D: Lả lướt",nào không phải là từ ghép?,"Trong các từ sau, từ"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong câu : “ Trong trời đất , không gì [MASKED]
### Lựa chọn:
A: 1 
B: 2
C: 3 
D: 4",quí bằng hạt gạo .” có mấy từ ghép ?,"Trong câu : “ Trong trời đất , không gì"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chi tiết nào sau đây không có [MASKED]
### Lựa chọn:
A: Lang Liêu lên ngôi vua. 
B: Lang Liêu làm bánh chưng, bánh giầy.
C: Lang Liêu nằm mộng thấy vị thần. 
D: Lang Liêu gặp khó khăn trong quá trình làm bánh chưng, bánh giầy","trong truyền thuyết Bánh chưng, bánh giầy",Chi tiết nào sau đây không có
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đáp án nào sau đây chính [MASKED]
### Lựa chọn:
A: Từ đơn là từ gồm có một tiếng. 
B: Từ đơn là từ có nhiều hơn hai tiếng
C: Từ đơn là từ gồm hai tiếng trở lên. 
D: Từ đơn là từ có ít nhất một tiếng.",xác về khái niệm 'từ đơn',Đáp án nào sau đây chính
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Phẩm chất nào sau đây của nhân vật [MASKED]
### Lựa chọn:
A: Kiên định, thông minh. 
B: Tinh tế, vị tha.
C: Lo xa, biết nhìn người. 
D: Dũng cảm, bất khuất.",Sọ Dừa không được đề cập trong tác phẩm?,Phẩm chất nào sau đây của nhân vật
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trạng ngữ trong câu văn sau bổ sung ý nghĩa gì: ""Sau khi nghe sứ [MASKED]
### Lựa chọn:
A: Xác định thời gian. 
B: Xác định mục đích
C: Xác định nguyên nhân 
D: Xác định cách thức.","thần trình bày mục đích cuộc đi sứ, vua quan đưa mắt nhìn nhau"" ?","Trạng ngữ trong câu văn sau bổ sung ý nghĩa gì: ""Sau khi nghe sứ"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu thơ sau sử dụng biện pháp tu từ nào ? ""Tay [MASKED]
### Lựa chọn:
A: So sánh 
B: Ẩn dụ
C: Hoán dụ 
D: Phép điệp","người như có phép tiên Trên tre lá cũng dệt nghìn bài thơ.""","Câu thơ sau sử dụng biện pháp tu từ nào ? ""Tay"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nội dung chính của đoạn thơ sau là gì? ""Đất nghèo nuôi những anh hùng Chìm trong máu [MASKED]
### Lựa chọn:
A: Bức chân dung của con người Việt Nam kiên cường, bất khuất 
B: Bức chân dung của con người Việt Nam chịu thương, chịu khó.
C: Bức chân dung của con người Việt Nam nỗ lực, kiên trì. 
D: Bức chân dung của con người Việt Nam lười biếng","lửa lại vùng đứng lên Đạp quân thù xuống đất đen Súng gươm vứt bỏ lại hiền như xưa.""","Nội dung chính của đoạn thơ sau là gì? ""Đất nghèo nuôi những anh hùng Chìm trong máu"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong hai câu thơ sau sử dụng biện pháp nghệ thuật nào? ""Hoa [MASKED]
### Lựa chọn:
A: Câu hỏi tu từ 
B: So sánh
C: Nhân hóa 
D: Ẩn dụ","bìm tim tím đong đưa Mười năm chốn cũ, em chưa hẹn về...?""","Trong hai câu thơ sau sử dụng biện pháp nghệ thuật nào? ""Hoa"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chi tiết nào không có trong văn [MASKED]
### Lựa chọn:
A: Dế Mèn trêu chọc chị Cốc 
B: Dế Mèn và Dế Choắt cùng xây tổ.
C: Dế Mèn chê bai Dế Choắt 
D: Dế Choắt bị chị Cốc mổ.",bản Bài học đường đời đầu tiên,Chi tiết nào không có trong văn
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ở ví dụ sau, người viết đã sử dụng yếu tố [MASKED]
### Lựa chọn:
A: Cụm danh từ 
B: Cụm tính từ.
C: Cụm động từ 
D: Cụm trạng từ","nào để mở rộng vị ngữ? ""Nắng mùa xuân đẹp rạng ngời""","Ở ví dụ sau, người viết đã sử dụng yếu tố"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hình ảnh hoán dụ chân sút trong câu văn sau [MASKED]
### Lựa chọn:
A: Cầu thủ bóng đá. 
B: Lực sút của chân.
C: Đôi giày. 
D: Đôi chân","chỉ đối tượng nào? ""Tiến là một chân sút cừ khôi""",Hình ảnh hoán dụ chân sút trong câu văn sau
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ẩn dụ được tạo [MASKED]
### Lựa chọn:
A: Dựa trên mối quan hệ tương đồng giữa các sự vật, hiện tượng. 
B: Dựa trên mối quan hệ tương phản giữa các sự vật, hiện tượn
C: Dựa trên mối quan hệ tương trợ giữa các sự vật, hiện tượn 
D: Dựa trên mối quan hệ tương thích giữa các sự vật, hiện tượn",ra nhờ cơ chế nào?,Ẩn dụ được tạo
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Phó từ trong câu: ""Nó đang lầm lũi bước qua đống tro tàn trong trận [MASKED]
### Lựa chọn:
A: Đang 
B: Bữa tối
C: Tro tàn 
D: Đó","cháy hôm qua nhạnh nhạnh chút gì đó còn sót lại cho bữa tối"" là gì?","Phó từ trong câu: ""Nó đang lầm lũi bước qua đống tro tàn trong trận"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nhận xét chưa đúng về vai trò [MASKED]
### Lựa chọn:
A: Giúp hình dung được những đặc điểm nổi bật của một sự vật, sự việc con người 
B: Làm hiện ra trước mắt những đặc điểm nổi bật của một sự vật, sự việc, con người
C: Bộc lộ rõ năng lực quan sát của người viết 
D: Bộc lộ rõ tâm trạng của người, vật được miêu tả",và đặc điểm của văn miêu tả?,Nhận xét chưa đúng về vai trò
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong văn bản ""Sông nước Cà Mau"", màu sắc nào không được [MASKED]
### Lựa chọn:
A: Màu xanh lá mạ 
B: Màu xanh biêng biếc
C: Màu xanh rêu 
D: Màu xanh chai lọ",sử dụng để miêu tả màu xanh của rừng đước Cà Mau,"Trong văn bản ""Sông nước Cà Mau"", màu sắc nào không được"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Sông nước Cà Mau [MASKED]
### Lựa chọn:
A: Đoàn Giỏi 
B: Nguyễn Minh Châu
C: Võ Quảng 
D: Nguyễn Duy",là tác phẩm của ai?,Sông nước Cà Mau
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tình từ nào không thể điền vào ""..."" trong [MASKED]
### Lựa chọn:
A: Đen 
B: Bẩn
C: Sạch 
D: Tối",câu “… như mực” để tạo thành thành ngữ?,"Tình từ nào không thể điền vào ""..."" trong"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: So sánh nào không phù [MASKED]
### Lựa chọn:
A: Trăng sáng dịu dàng như ánh sáng của ngọn đèn đường 
B: Trăng bập bùng như ánh lửa đêm đông.
C: Dưới ánh trăng, những chiếc lá sáng bóng như vừa được rẩy nước. 
D: Vầng trăng trôi nhẹ nhàng trên bầu trời như một con thuyền",hợp khi tả đêm trăng?,So sánh nào không phù
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Truyện ""Bức tranh của em gái [MASKED]
### Lựa chọn:
A: Lời người anh, ngôi thứ nhất 
B: Lời người em, ngôi thứ hai
C: Lời tác giả, ngôi thứ ba 
D: Lời người dẫn truyện, ngôi thứ hai","tôi"" sử dụng lời kể của ai?","Truyện ""Bức tranh của em gái"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điểm giống nhau giữa hai văn bản [MASKED]
### Lựa chọn:
A: Tả cảnh sông nước 
B: Tả cảnh quan vùng cực nam của Tổ quốc
C: Tả cảnh sông nước miền Trung 
D: Tả sự oai phong mạnh mẽ của con người","""Vượt thác"" và ""Sông nước Cà Mau""?",Điểm giống nhau giữa hai văn bản
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong câu thơ: “Những chòm sao thức ngoài kia / Chẳng bằng [MASKED]
### Lựa chọn:
A: Dùng từ vốn chỉ hoạt động, tính chất của người để chỉ hoạt động tính chất của vật 
B:  Trò chuyện xưng hô với vật như đối với người
C: Dùng từ vốn gọi người để gọi vật 
D: Cả 3 đáp án trên",mẹ đã thức vì chúng con” sử dụng biện pháp nhân hóa nào?,Trong câu thơ: “Những chòm sao thức ngoài kia / Chẳng bằng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Bài thơ ""Đêm nay Bác không [MASKED]
### Lựa chọn:
A: Trước Cách mạng tháng Tám 
B: Trong thời kì chống Pháp
C: Thời kì chống Mĩ 
D: Khi đất nước hòa bình","ngủ"" ra đời trong hoàn cảnh nào?","Bài thơ ""Đêm nay Bác không"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Bài thơ Đêm nay bác không [MASKED]
### Lựa chọn:
A: Thể lục bát 
B: Thể ngũ ngôn
C: Thể song thất lục bát 
D: Thể tứ tuyệt",ngủ được làm theo thể thơ gì?,Bài thơ Đêm nay bác không
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu thơ: “Một tiếng chim kêu sáng [MASKED]
### Lựa chọn:
A: Ẩn dụ hình thức 
B: Ẩn dụ cách thức
C: Ẩn dụ phẩm chất 
D: Ẩn dụ chuyển đổi cảm giác",cả rừng” thuộc kiểu ẩn dụ nào?,Câu thơ: “Một tiếng chim kêu sáng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong bài thơ Lượm, tác giả [MASKED]
### Lựa chọn:
A: Miêu tả 
B: Tự sự, biểu cảm
C: Biểu cảm 
D: Biểu cảm kết hợp với tự sự và miêu tả",sử dụng phương thức biểu đạt nào?,"Trong bài thơ Lượm, tác giả"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khổ thơ cuối: “ Bố em đi cày về Đội [MASKED]
### Lựa chọn:
A: Biểu tượng tư thế, sức mạnh, vẻ đẹp của con người trước thiên nhiên 
B: Bố là người dũng cảm, can trường
C: Bố phải lao động trong trời mưa 
D: Cả 3 đáp án trên",sấm Đội chớp Đội cả trời mưa…” Cho thấy điều gì?,Khổ thơ cuối: “ Bố em đi cày về Đội
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu “Vì lợi ích mười năm trồng cây / Vì lợi [MASKED]
### Lựa chọn:
A: Phép hoán dụ lấy bộ phận gọi tên toàn thể 
B: Phép hoán dụ lấy vật chứa đựng để gọi vật bị chứa đựng
C: Phép hoán dụ lấy dấu hiệu của sự vật để gọi tên sự vật 
D: Phép hoán dụ lấy cái cụ thể để gọi tên cái trừu tượng",ích trăm năm trồng người” sử dụng phép hoán dụ nào?,Câu “Vì lợi ích mười năm trồng cây / Vì lợi
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu thơ sau sử dụng phép hoán dụ nào? ""Một trái tim lớn [MASKED]
### Lựa chọn:
A: Lấy bộ phận để chỉ toàn thể 
B: Lấy cụ thể để chỉ trừu tượng
C: Lấy dấu hiệu để gọi đối tượng 
D: Lấy vật chứa đựng để gọi toàn thể","lao đã giã từ cuộc đời Một khối óc lớn đã ngừng sống""","Câu thơ sau sử dụng phép hoán dụ nào? ""Một trái tim lớn"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Văn bản Cô Tô [MASKED]
### Lựa chọn:
A: Thể kí 
B: Thể tùy bút
C: Thể hịch 
D: Thể truyện ngắn",được viết theo thể nào?,Văn bản Cô Tô
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu nào trong các câu dưới [MASKED]
### Lựa chọn:
A: Đi học là niềm vui của trẻ em. 
B: Mặt trời ló rạng trên mặt biển vẫn còn hơi sương.
C: Nắng e ấp trên các cành cây còn ướt đẫm hơi sương. 
D: Mùa xuân mong ước đã đến.",đây có chủ ngữ là động từ?,Câu nào trong các câu dưới
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Từ nào không thể thay thế cho từ ""nhũn [MASKED]
### Lựa chọn:
A: Giản dị 
B: Bình dị
C: Bình thường 
D: Khiêm nhường","nhặn"" trong câu ""Màu tre tươi nhũn nhặn” ?","Từ nào không thể thay thế cho từ ""nhũn"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu nào phía dưới không [MASKED]
### Lựa chọn:
A: Có một con ếch sống lâu trong giếng cạn 
B: Bà đỡ Trần người huyện Đông Triều.
C: Một hôm có hai chàng trai đến cầu hôn. 
D: Buổi đầu, không một tấc đất trong tay, tre là tất cả, tre là vũ khí.",phải câu trần thuật đơn?,Câu nào phía dưới không
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu “Qua truyện Dế Mèn phiêu lưu kí cho thấy khả [MASKED]
### Lựa chọn:
A: Thiếu chủ ngữ 
B: Thiếu vị ngữ
C: Thiếu cả chủ ngữ và vị ngữ 
D: Thiếu trạng ngữ",năng sáng tạo tài tình của tác giả” mắc lỗi gì?,Câu “Qua truyện Dế Mèn phiêu lưu kí cho thấy khả
