,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
808,"### Câu hỏi: Các giai đoạn thuộc kiểu biến thái không hoàn toàn là : 
A. Trứng - Ấu trùng – Trưởng thành.
B. Trứng – Trưởng thành.
C. []
D. Trứng - Ấu trùng – Nhộng – Trưởng thành.
","Các giai đoạn thuộc kiểu biến thái không hoàn toàn là : 
A. Trứng - Ấu trùng – Trưởng thành.
B. Trứng – Trưởng thành.
C. ",Trứng - Ấu trùng.,C,A,biology,Sinh 7
809,"### Câu hỏi: Ô-xi ở sâu bọ được truyền từ hệ thống ống khí đến các tế bào cơ thể qua
A. Máu.
B. Tiếp xúc trực tiếp.
C. Dịch khoang cơ thể.
D. []
","Ô-xi ở sâu bọ được truyền từ hệ thống ống khí đến các tế bào cơ thể qua
A. Máu.
B. Tiếp xúc trực tiếp.
C. Dịch khoang cơ thể.
D. ","Cả A, B và C.",D,B,biology,Sinh 7
810,"### Câu hỏi: Quá trình nhân đôi ADN được thực hiện theo nguyên tắc nào?
A. Một mạch được tổng hợp gián đoạn, một mạch được tổng hợp liên tục
B. Mạch liên tục hướng vào, mạch gián đoạn hướng ra chạc ba tái bản
C. []
D. Nguyên tắc bổ sung và nguyên tắc bán bảo toàn
","Quá trình nhân đôi ADN được thực hiện theo nguyên tắc nào?
A. Một mạch được tổng hợp gián đoạn, một mạch được tổng hợp liên tục
B. Mạch liên tục hướng vào, mạch gián đoạn hướng ra chạc ba tái bản
C. ",Hai mạch được tổng hợp theo nguyên tắc bổ sung song song liên tục,C,D,biology,Sinh 7
811,"### Câu hỏi: Làm khuôn mẫu cho quá trình phiên mã là nhiệm vụ của
A. tARN
B. []
C. mạch mã gốc của ADN
D. mARN
","Làm khuôn mẫu cho quá trình phiên mã là nhiệm vụ của
A. tARN
B. ",mạch bổ sung của ADN,B,C,biology,Sinh 7
812,"### Câu hỏi: Ở người, bệnh mù màu (đỏ và lục) là do đột biến lặn nằm trên nhiễm sắc thể giới tính X gây nên (Xm). Nếu mẹ bình thường, bố bị mù màu thì con trai bị mù màu của họ đã nhận Xm từ
A. bà nội
B. bố
C. []
D. mẹ
","Ở người, bệnh mù màu (đỏ và lục) là do đột biến lặn nằm trên nhiễm sắc thể giới tính X gây nên (Xm). Nếu mẹ bình thường, bố bị mù màu thì con trai bị mù màu của họ đã nhận Xm từ
A. bà nội
B. bố
C. ",ông nội,C,D,biology,Sinh 7
813,"### Câu hỏi: Sự phản ứng thành những kiểu hình khác nhau của cùng một kiểu gen trước những điều kiện môi trường khác nhau được gọi là
A. sự mềm dẻo của kiểu hình
B. sự thích nghi kiểu hình
C. []
D. sự tự điều chỉnh của kiểu gen
","Sự phản ứng thành những kiểu hình khác nhau của cùng một kiểu gen trước những điều kiện môi trường khác nhau được gọi là
A. sự mềm dẻo của kiểu hình
B. sự thích nghi kiểu hình
C. ",sự mềm dẻo của kiểu gen,C,A,biology,Sinh 7
814,"### Câu hỏi: Ở bò gen A qui định lông đen, gen a quy định lông vàng. Trong một quần thể, bò lông vàng chiếm 9% tổng số cá thể của đàn. Biết quần thể đạt trạng thái cân bằng di truyền. Tìm tần số của gen A và a?
A. 0,2 và 0,8
B. []
C. 0,3 và 0,7
D. 0,7 và 0,3
","Ở bò gen A qui định lông đen, gen a quy định lông vàng. Trong một quần thể, bò lông vàng chiếm 9% tổng số cá thể của đàn. Biết quần thể đạt trạng thái cân bằng di truyền. Tìm tần số của gen A và a?
A. 0,2 và 0,8
B. ","0,5 và 0,5",B,D,biology,Sinh 12
815,"### Câu hỏi: Đặc điểm nào dưới đây thuộc về cấu trúc của mARN?
A. mARN có cấu trúc mạch đơn, dạng thẳng, gồm 4 loại đơn phân A, U, G, X
B. []
C. mARN có cấu trúc mạch kép, gồm 4 loại đơn phân A, T, G, X
D. mARN có cấu trúc mạch đơn, gồm 4 loại đơn phân A, U, G, X
","Đặc điểm nào dưới đây thuộc về cấu trúc của mARN?
A. mARN có cấu trúc mạch đơn, dạng thẳng, gồm 4 loại đơn phân A, U, G, X
B. ","mARN có cấu trúc mạch kép, dạng vòng, gồm 4 loại đơn phân A, T, G, X",B,A,biology,Sinh 12
816,"### Câu hỏi: Trong các thí nghiệm của Menđen, khi lai bố mẹ thuần chủng khác nhau về một cặp tính trạng tương phản, ông nhận thấy ở thế hệ thứ hai
A. có sự phân ly theo tỉ lệ 3 trội: 1 lặn
B. có sự phân ly theo tỉ lệ 1 trội: 1 lặn
C. []
D. đều có kiểu hình giống bố mẹ
","Trong các thí nghiệm của Menđen, khi lai bố mẹ thuần chủng khác nhau về một cặp tính trạng tương phản, ông nhận thấy ở thế hệ thứ hai
A. có sự phân ly theo tỉ lệ 3 trội: 1 lặn
B. có sự phân ly theo tỉ lệ 1 trội: 1 lặn
C. ",đều có kiểu hình khác bố mẹ,C,A,biology,Sinh 12
817,"### Câu hỏi: Đơn vị nhỏ nhất trong cấu trúc nhiễm sắc thể gồm đủ 2 thành phần ADN và prôtêin histon là
A. nuclêôtit
B. []
C. polixôm
D. nuclêôxôm
","Đơn vị nhỏ nhất trong cấu trúc nhiễm sắc thể gồm đủ 2 thành phần ADN và prôtêin histon là
A. nuclêôtit
B. ",sợi cơ bản,B,D,biology,Sinh 12
818,"### Câu hỏi: Định luật Hacđi-Vanbec phản ánh sự
A. mất ổn định tần số tương đối của các alen trong quần thể ngẫu phối
B. []
C. ổn định về tần số alen và thành phần kiểu gen trong quần thể ngẫu phối
D. mất cân bằng thành phần kiểu gen trong quần thể ngẫu phối
","Định luật Hacđi-Vanbec phản ánh sự
A. mất ổn định tần số tương đối của các alen trong quần thể ngẫu phối
B. ",mất ổn định tần số các thể đồng hợp trong quần thể ngẫu phối,B,C,biology,Sinh 12
819,"### Câu hỏi: Một quần thể giao phối có thành phần kiểu gen
A. []
B. A = 0,2; a = 0,8
C. A = 0,4; a = 0,6
D. A = 0,3; a = 0,7
","Một quần thể giao phối có thành phần kiểu gen
A. ","A = 0,8; a = 0,2",A,C,biology,Sinh 12
820,"### Câu hỏi: Loại axit nuclêic tham gia vào thành phần cấu tạo nên ribôxôm là
A. rARN
B. mARN
C. tARN
D. []
","Loại axit nuclêic tham gia vào thành phần cấu tạo nên ribôxôm là
A. rARN
B. mARN
C. tARN
D. ",ADN,D,A,biology,Sinh 12
821,"### Câu hỏi: Thông tin di truyền trong ADN được biểu hiện thành tính trạng trong đời cá thể nhờ cơ chế
A. []
B. phiên mã và dịch mã
C. nhân đôi ADN và phiên mã
D. nhân đôi ADN, phiên mã và dịch mã
","Thông tin di truyền trong ADN được biểu hiện thành tính trạng trong đời cá thể nhờ cơ chế
A. ",nhân đôi ADN và dịch mã,A,B,biology,Sinh 12
822,"### Câu hỏi: Dạng đột biến nào được ứng dụng để loại khỏi nhiễm sắc thể những gen không mong muốn ở một số giống cây trồng?
A. Chuyển đoạn nhỏ
B. []
C. Đột biến lệch bội
D. Mất đoạn nhỏ
","Dạng đột biến nào được ứng dụng để loại khỏi nhiễm sắc thể những gen không mong muốn ở một số giống cây trồng?
A. Chuyển đoạn nhỏ
B. ",Đột biến gen,B,D,biology,Sinh 12
823,"### Câu hỏi: Theo Menđen, trong phép lai một cặp tính trạng, F1 biểu hiện một tính trạng duy nhất. Tính trạng biểu hiện ở F1 được gọi là
A. tính trạng ưu việt
B. tính trạng trội
C. tính trạng trung gian
D. []
","Theo Menđen, trong phép lai một cặp tính trạng, F1 biểu hiện một tính trạng duy nhất. Tính trạng biểu hiện ở F1 được gọi là
A. tính trạng ưu việt
B. tính trạng trội
C. tính trạng trung gian
D. ",tính trạng lặn,D,B,biology,Sinh 12
824,"### Câu hỏi: Khi nào cụm gen cấu trúc Z, Y, A trong operon Lac ở E. coli không hoạt động?
A. Khi trong tế bào có lactôzơ
B. Khi trong tế bào không có lactôzơ
C. Khi môi trường có hoặc không có lactôzơ
D. []
","Khi nào cụm gen cấu trúc Z, Y, A trong operon Lac ở E. coli không hoạt động?
A. Khi trong tế bào có lactôzơ
B. Khi trong tế bào không có lactôzơ
C. Khi môi trường có hoặc không có lactôzơ
D. ",Khi môi trường có nhiều lactôzơ,D,B,biology,Sinh 12
825,"### Câu hỏi: Thế nào là nhóm gen liên kết?
A. Các gen alen cùng nằm trên một NST phân li cùng nhau trong quá trình phân bào
B. Các gen alen nằm trong bộ NST phân li cùng nhau trong quá trình phân bào
C. []
D. Các gen không alen cùng nằm trên một NST phân li cùng nhau trong quá trình phân bào
","Thế nào là nhóm gen liên kết?
A. Các gen alen cùng nằm trên một NST phân li cùng nhau trong quá trình phân bào
B. Các gen alen nằm trong bộ NST phân li cùng nhau trong quá trình phân bào
C. ",Các gen không alen nằm trong bộ NST phân li cùng nhau trong quá trình phân bào,C,D,biology,Sinh 12
826,"### Câu hỏi: Cơ chế chi phối sự di truyền và biểu hiện của một cặp tính trạng tương phản theo Menđen là do
A. sự phân li và tổ hợp của cặp nhiễm sắc thể tương đồng trong giảm phân và thụ tinh
B. sự phân li và tổ hợp của cặp nhân tố di truyền trong giảm phân và thụ tinh
C. sự tổ hợp của cặp nhiễm sắc thể tương đồng trong thụ tinh
D. []
","Cơ chế chi phối sự di truyền và biểu hiện của một cặp tính trạng tương phản theo Menđen là do
A. sự phân li và tổ hợp của cặp nhiễm sắc thể tương đồng trong giảm phân và thụ tinh
B. sự phân li và tổ hợp của cặp nhân tố di truyền trong giảm phân và thụ tinh
C. sự tổ hợp của cặp nhiễm sắc thể tương đồng trong thụ tinh
D. ",sự phân li của cặp nhân tố di truyền trong giảm phân,D,B,biology,Sinh 12
827,"### Câu hỏi: Kiểu hình của cơ thể sinh vật phụ thuộc vào yếu tố nào?
A. []
B. kiểu gen và môi trường
C. quá trình phát triển của cơ thể
D. kiểu gen do bố mẹ di truyền
","Kiểu hình của cơ thể sinh vật phụ thuộc vào yếu tố nào?
A. ",điều kiện môi trường sống,A,B,biology,Sinh 12
828,"### Câu hỏi: Xét một quần thể thực vật có thành phần kiểu gen là 25% AA
A. 12,5%
B. []
C. 87,5%
D. 25%
","Xét một quần thể thực vật có thành phần kiểu gen là 25% AA
A. 12,5%
B. ",75%,B,A,biology,Sinh 12
829,"### Câu hỏi: Một trong những điều kiện quan trọng nhất để quần thể từ chưa cân bằng di truyền chuyển thành quần thể cân bằng di truyền là gì?
A. []
B. Cho quần thể tự phối
C. Cho quần thể sinh sản sinh dưỡng
D. Cho quần thể giao phối tự do
","Một trong những điều kiện quan trọng nhất để quần thể từ chưa cân bằng di truyền chuyển thành quần thể cân bằng di truyền là gì?
A. ",Cho quần thể sinh sản hữu tính,A,D,biology,Sinh 12
830,"### Câu hỏi: Phát biểu nào dưới đây là đúng đối với quần thể tự phối?
A. Tần số tương đối của các alen bị thay đổi nhưng không ảnh hưởng gì đến sự biểu hiện kiểu gen ở thế hệ sau
B. Tần số tương đối của các alen thay đổi tuỳ từng trường hợp, do đó không thể có kết luận chính xác về tỉ lệ các kiểu gen ở thế hệ sau
C. []
D. Tần số tương đối của các alen không thay đổi nhưng tỉ lệ kiểu gen dị hợp giảm dần, tỉ lệ kiểu gen đồng hợp tăng qua các thế hệ
","Phát biểu nào dưới đây là đúng đối với quần thể tự phối?
A. Tần số tương đối của các alen bị thay đổi nhưng không ảnh hưởng gì đến sự biểu hiện kiểu gen ở thế hệ sau
B. Tần số tương đối của các alen thay đổi tuỳ từng trường hợp, do đó không thể có kết luận chính xác về tỉ lệ các kiểu gen ở thế hệ sau
C. ",Tần số tương đối của các alen không thay đổi nên không ảnh hưởng gì đến sự biểu hiện kiểu gen ở thế hệ sau,C,D,biology,Sinh 12
831,"### Câu hỏi: Mã di truyền là
A. mã bộ một, tức là cứ một nuclêôtit xác định một loại axit amin
B. mã bộ bốn, tức là cứ bốn nuclêôtit xác định một loại axit amin
C. mã bộ ba, tức là cứ ba nuclêôtit xác định một loại axit amin
D. []
","Mã di truyền là
A. mã bộ một, tức là cứ một nuclêôtit xác định một loại axit amin
B. mã bộ bốn, tức là cứ bốn nuclêôtit xác định một loại axit amin
C. mã bộ ba, tức là cứ ba nuclêôtit xác định một loại axit amin
D. ","mã bộ hai, tức là cứ hai nuclêôtit xác định một loại axit amin",D,C,biology,Sinh 12
832,"### Câu hỏi: Quần thể nào sau đây ở trạng thái cân bằng di truyền?
A. []
B. 0,49AA : 0,42Aa : 0,09aa
C. 0,5Aa : 0,5 aa
D. 0,5AA : 0,5 aa
","Quần thể nào sau đây ở trạng thái cân bằng di truyền?
A. ","0,50AA : 0.25Aa : 0,25aa",A,B,biology,Sinh 12
833,"### Câu hỏi: Vốn gen của quần thể là gì?
A. Là tập hợp tất cả các alen của các gen trong quần thể tại một thời điểm xác định
B. []
C. Là tập hợp của tất cả các kiểu hình trong quần thể tại một thời điểm xác định
D. Là tập hợp của tất cả các kiểu gen trong quần thể tại một thời điểm xác định
","Vốn gen của quần thể là gì?
A. Là tập hợp tất cả các alen của các gen trong quần thể tại một thời điểm xác định
B. ",Là tập hợp của tất cả các gen trong quần thể tại một thời điểm xác định,B,A,biology,Sinh 12
834,"### Câu hỏi: Bộ ba đối mã đặc hiệu trên phân tử tARN được gọi là
A. codon
B. []
C. anticodon
D. triplet
","Bộ ba đối mã đặc hiệu trên phân tử tARN được gọi là
A. codon
B. ",axit amin,B,C,biology,Sinh 12
835,"### Câu hỏi: Một quần thể bao gồm 380 cá thể có kiểu gen AA, 540 cá thể có kiểu gen Aa, 680 cá thể có kiểu gen aa. Tần số alen A và a trong quần thể trên lần lượt là
A. 0,40625 và 0,59375
B. 0,27 và 0,73
C. 0,24846 và 0,75154
D. []
","Một quần thể bao gồm 380 cá thể có kiểu gen AA, 540 cá thể có kiểu gen Aa, 680 cá thể có kiểu gen aa. Tần số alen A và a trong quần thể trên lần lượt là
A. 0,40625 và 0,59375
B. 0,27 và 0,73
C. 0,24846 và 0,75154
D. ","0,3 và 0,7",D,A,biology,Sinh 12
836,"### Câu hỏi: Khi cho lai 2 cơ thể bố mẹ thuần chủng khác nhau bởi 2 cặp tính trạng tương phản, F1 đồng tính biểu hiện tính trạng của một bên bố hoặc mẹ, tiếp tục cho F1 lai phân tích, nếu đời lai thu được tỉ lệ 1
A. []
B. Hoán vị gen
C. Liên kết hoàn toàn
D. Phân li độc lập
","Khi cho lai 2 cơ thể bố mẹ thuần chủng khác nhau bởi 2 cặp tính trạng tương phản, F1 đồng tính biểu hiện tính trạng của một bên bố hoặc mẹ, tiếp tục cho F1 lai phân tích, nếu đời lai thu được tỉ lệ 1
A. ",Tương tác gen,A,C,biology,Sinh 12
837,"### Câu hỏi: Giả sử ở một quần thể sinh vật có thành phần kiểu gen là d AA
A. P = d + h2; q = r + h2
B. P = r + h2; q = d + h2
C. P = h + d2; q = r + d2
D. []
","Giả sử ở một quần thể sinh vật có thành phần kiểu gen là d AA
A. P = d + h2; q = r + h2
B. P = r + h2; q = d + h2
C. P = h + d2; q = r + d2
D. ",P = d + h2; q = h + d2,D,A,biology,Sinh 12
838,"### Câu hỏi: Nếu xét một gen có 3 alen nằm trên nhiễm sắc thể thường thì số loại kiểu gen tối đa trong một quần thể ngẫu phối là
A. 10
B. 8
C. 6
D. []
","Nếu xét một gen có 3 alen nằm trên nhiễm sắc thể thường thì số loại kiểu gen tối đa trong một quần thể ngẫu phối là
A. 10
B. 8
C. 6
D. ",4,D,C,biology,Sinh 12
839,"### Câu hỏi: Một quần thể thực vật có tỉ lệ các kiểu gen ở thế hệ xuất phát (P) là 0,25AA
A. 0,425AA: 0,050Aa : 0,525aa
B. []
C. 0,375AA : 0,10Aa : 0,525aa
D. 0,25AA : 0,40Aa : 0,35aa
","Một quần thể thực vật có tỉ lệ các kiểu gen ở thế hệ xuất phát (P) là 0,25AA
A. 0,425AA: 0,050Aa : 0,525aa
B. ","0,35AA : 0,20Aa : 0,45aa",B,A,biology,Sinh 12
840,"### Câu hỏi: Tần số của một loại kiểu gen nào đó trong quần thể được tính bằng tỉ lệ giữa
A. []
B. số cá thể có kiểu gen đó trên tổng số alen của quần thể
C. số cá thể có kiểu gen đó trên tổng số cá thể của quần thể
D. số lượng alen đó trên tổng số alen của quần thể
","Tần số của một loại kiểu gen nào đó trong quần thể được tính bằng tỉ lệ giữa
A. ",số lượng alen đó trên tổng số cá thể của quần thể,A,C,biology,Sinh 12
841,"### Câu hỏi: Định luật Hacđi - Vanbec không cần có điều kiện nào sau đây để nghiệm đúng?
A. Các cá thể trong quần thể giao phối với nhau ngẫu nhiên
B. Có sự cách li sinh sản giữa các cá thể trong quần thể
C. Không có đột biến và cũng như không có chọn lọc tự nhiên
D. []
","Định luật Hacđi - Vanbec không cần có điều kiện nào sau đây để nghiệm đúng?
A. Các cá thể trong quần thể giao phối với nhau ngẫu nhiên
B. Có sự cách li sinh sản giữa các cá thể trong quần thể
C. Không có đột biến và cũng như không có chọn lọc tự nhiên
D. ",Khả năng thích nghi của các kiểu gen không chênh lệch nhiều,D,B,biology,Sinh 12
842,"### Câu hỏi: Ngoài việc phát hiện hiện tượng liên kết gen trên nhiễm sắc thể thường và trên nhiễm sắc thể giới tính, lai thuận và lai nghịch đã được sử dụng để phát hiện ra hiện tượng di truyền
A. []
B. tương tác gen, phân ly độc lập
C. trội lặn hoàn toàn, phân ly độc lập
D. qua tế bào chất
","Ngoài việc phát hiện hiện tượng liên kết gen trên nhiễm sắc thể thường và trên nhiễm sắc thể giới tính, lai thuận và lai nghịch đã được sử dụng để phát hiện ra hiện tượng di truyền
A. ","tương tác gen, trội lặn không hoàn toàn",A,D,biology,Sinh 12
843,"### Câu hỏi: Đặc điểm nào dưới đây về quần thể là không đúng?
A. []
B. Quần thể là một cộng đồng lịch sử phát triển chung
C. Quần thể là một tập hợp ngẫu nhiên và nhất thời các cá thể
D. Quần thể là đơn vị sinh sản của loài trong tự nhiên
","Đặc điểm nào dưới đây về quần thể là không đúng?
A. ",Quần thể có thành phần kiểu gen đặc trưng và ổn định,A,C,biology,Sinh 12
844,"### Câu hỏi: Điều nào không đúng khi nói về các điều kiện nghiệm đúng của định luật Hacdi-Vanbec?
A. Quần thể có kích thước lớn
B. Có hiện tượng di nhập gen
C. []
D. Không có chọn lọc tự nhiên
","Điều nào không đúng khi nói về các điều kiện nghiệm đúng của định luật Hacdi-Vanbec?
A. Quần thể có kích thước lớn
B. Có hiện tượng di nhập gen
C. ",Các cá thể giao phối tự do,C,B,biology,Sinh 12
845,"### Câu hỏi: Giao phối gần hoặc tự thụ phấn qua nhiều thế hệ sẽ dẫn đến thoái hóa giống vì
A. các gen lặn đột biến có hại bị các gen trội át chế trong kiểu gen dị hợp
B. các gen lặn đột biến có hại biểu hiện thành kiểu hình do chúng được đưa về trạng thái đồng hợp
C. []
D. tập trung các gen trội có hại ở thế hệ sau
","Giao phối gần hoặc tự thụ phấn qua nhiều thế hệ sẽ dẫn đến thoái hóa giống vì
A. các gen lặn đột biến có hại bị các gen trội át chế trong kiểu gen dị hợp
B. các gen lặn đột biến có hại biểu hiện thành kiểu hình do chúng được đưa về trạng thái đồng hợp
C. ",xuất hiện ngày càng nhiều các đột biến có hại,C,B,biology,Sinh 12
846,"### Câu hỏi: Dịch mã thông tin di truyền trên bản mã sao thành trình tự axit amin trong chuỗi polipeptit là chức năng của
A. tARN
B. ARN
C. mARN
D. []
","Dịch mã thông tin di truyền trên bản mã sao thành trình tự axit amin trong chuỗi polipeptit là chức năng của
A. tARN
B. ARN
C. mARN
D. ",rARN,D,A,biology,Sinh 12
847,"### Câu hỏi: Điều nào dưới đây không đúng khi nói về đột biến gen?
A. Đột biến gen là nguồn nguyên liệu cho quá trình chọn giống và tiến hoá
B. Đột biến gen luôn gây hại cho sinh vật vì làm biến đổi cấu trúc của gen
C. []
D. Đột biến gen có thể có lợi hoặc có hại hoặc trung tính
","Điều nào dưới đây không đúng khi nói về đột biến gen?
A. Đột biến gen là nguồn nguyên liệu cho quá trình chọn giống và tiến hoá
B. Đột biến gen luôn gây hại cho sinh vật vì làm biến đổi cấu trúc của gen
C. ","Đột biến gen có thể làm cho sinh vật ngày càng đa dạng, phong phú",C,B,biology,Sinh 12
848,"### Câu hỏi: Trường hợp nào sẽ dẫn tới sự di truyền liên kết?
A. Các cặp gen quy định các cặp tính trạng nằm trên các cặp nhiễm sắc thể khác nhau
B. Các cặp gen quy định các cặp tính trạng xét tới cùng nằm trên một cặp nhiễm sắc thể
C. []
D. Tất cả các gen nằm trên cùng một nhiễm sắc thể phải luôn di truyền cùng nhau
","Trường hợp nào sẽ dẫn tới sự di truyền liên kết?
A. Các cặp gen quy định các cặp tính trạng nằm trên các cặp nhiễm sắc thể khác nhau
B. Các cặp gen quy định các cặp tính trạng xét tới cùng nằm trên một cặp nhiễm sắc thể
C. ",Các tính trạng khi phân ly làm thành một nhóm tính trạng liên kết,C,B,biology,Sinh 12
849,"### Câu hỏi: Trường hợp hai cặp gen không alen nằm trên hai cặp nhiễm sắc thể tương đồng cùng tác động đến sự hình thành một tính trạng được gọi là hiện tượng
A. tương tác bổ sung
B. tương tác cộng gộp
C. tương tác bổ trợ
D. []
","Trường hợp hai cặp gen không alen nằm trên hai cặp nhiễm sắc thể tương đồng cùng tác động đến sự hình thành một tính trạng được gọi là hiện tượng
A. tương tác bổ sung
B. tương tác cộng gộp
C. tương tác bổ trợ
D. ",tương tác gen,D,C,biology,Sinh 12
850,"### Câu hỏi: Phát biểu nào dưới đây là đúng khi nói về chọn lọc tự nhiên?
A. Chọn lọc tự nhiên tích lũy các biến dị có lợi, đào thải biến dị có hại theo mục đích, nhu cầu của con người
B. Chọn lọc tự nhiên tác động trực tiếp lên kiểu hình và gián tiếp làm biến đổi tần số kiểu gen
C. Chọn lọc tự nhiên tác động trực tiếp lên kiểu gen, làm biến đổi tần số kiểu gen
D. []
","Phát biểu nào dưới đây là đúng khi nói về chọn lọc tự nhiên?
A. Chọn lọc tự nhiên tích lũy các biến dị có lợi, đào thải biến dị có hại theo mục đích, nhu cầu của con người
B. Chọn lọc tự nhiên tác động trực tiếp lên kiểu hình và gián tiếp làm biến đổi tần số kiểu gen
C. Chọn lọc tự nhiên tác động trực tiếp lên kiểu gen, làm biến đổi tần số kiểu gen
D. ",Chọn lọc tự nhiên là nhân tố tiến hóa vô hướng,D,B,biology,Sinh 12
851,"### Câu hỏi: Phát biểu nào dưới đây là đúng khi nói về cách li địa lí?
A. Cách li địa lí là nhân tố làm thay đổi tần số alen, làm thay đổi thành phần kiểu gen của quần thể
B. []
C. Cách li địa lí là những trở ngại địa lí làm cho các cá thể của các quần thể bị cách li và không giao phối được với nhau
D. Cách li địa lí là tác nhân gây ra những biến đổi kiểu gen làm biến đổi kiểu hình cá thể
","Phát biểu nào dưới đây là đúng khi nói về cách li địa lí?
A. Cách li địa lí là nhân tố làm thay đổi tần số alen, làm thay đổi thành phần kiểu gen của quần thể
B. ",Không có cách li địa lí thì không thể hình thành loài mới,B,C,biology,Sinh 12
852,"### Câu hỏi: Các ví dụ về quan hệ hợp tác giữa các loài trong quần xã sinh vật là các mối quan hệ giữa (1)
A. (1) và (3)
B. (1) và (4)
C. []
D. (2) và (4)
","Các ví dụ về quan hệ hợp tác giữa các loài trong quần xã sinh vật là các mối quan hệ giữa (1)
A. (1) và (3)
B. (1) và (4)
C. ",(2) và (3),C,A,biology,Sinh 12
853,"### Câu hỏi: Tại sao đột biến gen thường có hại cho cơ thể sinh vật nhưng vẫn có vai trò quan trọng trong quá trình tiến hóa? (1)
A. (3) và (4)
B. []
C. (1) và (3)
D. (2) và (3)
","Tại sao đột biến gen thường có hại cho cơ thể sinh vật nhưng vẫn có vai trò quan trọng trong quá trình tiến hóa? (1)
A. (3) và (4)
B. ",(2) và (4),B,D,biology,Sinh 12
854,"### Câu hỏi: Sử dụng thiên địch để phòng trừ các sinh vật gây hại hay dịch bệnh thay cho việc sử dụng thuốc trừ sâu là ứng dụng
A. quan hệ đối kháng
B. quan hệ ức chế - cảm nhiễm
C. khống chế sinh học
D. []
","Sử dụng thiên địch để phòng trừ các sinh vật gây hại hay dịch bệnh thay cho việc sử dụng thuốc trừ sâu là ứng dụng
A. quan hệ đối kháng
B. quan hệ ức chế - cảm nhiễm
C. khống chế sinh học
D. ",quan hệ cạnh tranh,D,C,biology,Sinh 12
855,"### Câu hỏi: Tập hợp nào dưới đây là một quần thể?
A. Đàn cá trong hồ
B. Các cây phong lan trong rừng
C. Đàn bò của nông trường Mộc Châu
D. []
","Tập hợp nào dưới đây là một quần thể?
A. Đàn cá trong hồ
B. Các cây phong lan trong rừng
C. Đàn bò của nông trường Mộc Châu
D. ",Các cây cỏ trên cánh đồng,D,C,biology,Sinh 12
856,"### Câu hỏi: Các nhân tố tiến hóa nào vừa làm thay đổi tần số tương đối các alen của gen vừa làm thay đổi thành phần kiểu gen của quần thể? (1)
A. []
B. (1), (2), (3), (4)
C. (1), (3), (4), (5)
D. Tất cả các nhân tố trên
","Các nhân tố tiến hóa nào vừa làm thay đổi tần số tương đối các alen của gen vừa làm thay đổi thành phần kiểu gen của quần thể? (1)
A. ","(1), (2), (4), (5)",A,C,biology,Sinh 12
857,"### Câu hỏi: Đặc trưng quan trọng đảm bảo hiệu quả sinh sản của quần thể là
A. []
B. kích thước quần thể
C. thành phần nhóm tuổi
D. tỉ lệ giới tính
","Đặc trưng quan trọng đảm bảo hiệu quả sinh sản của quần thể là
A. ",mật độ cá thể,A,D,biology,Sinh 12
858,"### Câu hỏi: Nơi sinh sống của các sinh vật kí sinh, cộng sinh là
A. []
B. môi trường đất
C. môi trường sinh vật
D. Môi trường nước
","Nơi sinh sống của các sinh vật kí sinh, cộng sinh là
A. ",môi trường không khí,A,C,biology,Sinh 12
859,"### Câu hỏi: Tập hợp các quần thể sinh vật thuộc nhiều loài khác nhau, cùng sống trong một không gian và thời gian nhất định được gọi là
A. quần xã sinh vật
B. []
C. hệ sinh thái
D. loài sinh học
","Tập hợp các quần thể sinh vật thuộc nhiều loài khác nhau, cùng sống trong một không gian và thời gian nhất định được gọi là
A. quần xã sinh vật
B. ",quần thể sinh vật,B,A,biology,Sinh 12
860,"### Câu hỏi: Hầu hết cây trồng nhiệt đới quang hợp tốt nhất ở nhiệt độ 20oC-30oC. Khoảng nhiệt độ này gọi là
A. khoảng chống chịu
B. khoảng giới hạn trên
C. khoảng thuận lợi
D. []
","Hầu hết cây trồng nhiệt đới quang hợp tốt nhất ở nhiệt độ 20oC-30oC. Khoảng nhiệt độ này gọi là
A. khoảng chống chịu
B. khoảng giới hạn trên
C. khoảng thuận lợi
D. ",khoảng giới hạn dưới,D,C,biology,Sinh 12
861,"### Câu hỏi: Phát biểu nào dưới đây là đúng?
A. []
B. Khi sự cách li địa lí và cách li sinh thái giữa các quần thể xuất hiện thì loài mới được hình thành
C. Khi sự cách li địa lí giữa các quần thể xuất hiện thì loài mới được hình thành
D. Khi sự cách li sinh sản giữa các quần thể xuất hiện thì loài mới được hình thành
","Phát biểu nào dưới đây là đúng?
A. ",Khi sự cách li sinh thái giữa các quần thể xuất hiện thì loài mới được hình thành,A,D,biology,Sinh 12
862,"### Câu hỏi: Loài lúa mì Triticum aestivum được hình thành bằng con đường
A. sinh thái
B. địa lí
C. []
D. lai xa và đa bội hóa
","Loài lúa mì Triticum aestivum được hình thành bằng con đường
A. sinh thái
B. địa lí
C. ",lai xa,C,D,biology,Sinh 12
