Question,A,B,C,D,Answer,subject
Nguyễn Trãi là gì?,Thanh Hiên,Ức Trai,Quế Sơn,Hy Văn,B,literature
Ý nào sau đây KHÔNG ĐÚNG khi nói về tiểu sử của Nguyễn Trãi?,"Nguyễn Trãi quê gốc ở làng Nhị Khê, huyện Thường Tín, Hà Nội nhưng lớn lên ở làng Chi Ngại, huyện Chí Linh, Hải Dương","Thân phụ Nguyễn Trãi là Nguyễn Phi Khanh, đỗ thái học sinh dưới triều Trần",Thân mẫu là Trần Thị Thái - con quan Tư đồ Trần Nguyên Đán,"Ông sinh năm 1308, mất năm 1442",A,literature
"Sau khi thoát khỏi sự giam lỏng của giặc Minh, Nguyễn Trãi theo ai tham gia cuộc khởi nghĩa Lam Sơn?",Trần Quốc Tuấn,Lê Lợi,Nguyễn Huệ,Trần Nhân Tông,B,literature
Đại cáo trong nhan đề tác phẩm được hiểu là gì?,"Bài văn nghị luận được vua chúa, thủ lĩnh dùng để công bố một việc, một vấn đề gì đó","Bài văn nghị luận được vua chúa, thủ lĩnh dùng để công bố những việc trọng đại đến muôn dân",Bài văn nghị luận được viết bằng văn biền ngẫu có độ dài và dung lượng lớn,"Bài văn nghị luận được viết ra vì đại nghiệp, đại sự",B,literature
"Theo bố cục, các nội dung cụ thể sau đây được sắp xếp theo trình tự thế nào trong bài Đại cáo bình Ngô ?
 
 (1) Nêu luận đề chính nghĩa.
 
 (2) Vạch rõ tội ác của kẻ thù.
 
 (3) Kể lại quá trình chinh phạt gian khổ và tất thắng của cuộc khởi nghĩa.
 
 (4) Tuyên bố thành quả của kháng chiến, khẳng định sự nghiệp chính nghĩa.",(1) – (2) – (4) – (3),(1) – (3) – (2) – (4),(1) – (4) – (2) – (3),(1) – (2) – (3) – (4),D,literature
Đại cáo trong nhan đề tác phẩm được hiểu là,"Bài văn nghị luận được vua chúa, thủ lĩnh dùng để công bố một việc, một vấn đề gì đó","Bài văn nghị luận được vua chúa, thủ lĩnh dùng để công bố những việc trọng đại đến muôn dân",Bài văn nghị luận được viết bằng văn biền ngẫu có độ dài và dung lượng lớn,"Bài văn nghị luận được viết ra vì đại nghiệp, đại sự",B,literature
"Ở ""Bình Ngô đại cáo"", Nguyễn Trãi tố cáo giặc Minh về",Chủ trương đồng hóa,Chủ trương cai trị thâm độc,Tội ác của giặc,"Cả B, C đều đúng",D,literature
Mục đích sáng tác Đại cáo bình Ngô là,"Ca ngợi Lê Lợi, chủ soái của khởi nghĩa Lam Sơn",Tố cáo tội ác của quân xâm lược,Tổng kết toàn diện cuộc kháng chiến chống quân Minh,Biểu dương sức mạnh công trạng của nghĩa quân Lam Sơn,C,literature
Bài thơ Cảnh ngày hè được sáng tác trong hoàn cảnh nào?,Giữa cuộc kháng chiến chống quân Minh,Khi cuộc kháng chiến chống quân Minh vừa kết thúc thắng lợi,Lúc tác giả đang ra sức giúp vua Lê xây dựng đất nước,Lúc tác giả về quê ẩn dật,D,literature
Thể thơ của bài thơ cảnh ngày hè giống với thể thơ của bài nào dưới đây?,Tụng giá hoàn kinh sư,Bánh trôi nước,Qua Đèo Ngang,Cáo tật thị chúng,C,literature
Nghĩa của câu thơ Dẽ có Ngu cầm đàn một tiếng là gì?,Dễ gì có được âm thanh tiếng đàn như cây đàn của vua Ngu,Muốn đánh một tiếng đàn ở cây đàn của vua Ngu,Nếu có cây đàn của vua Ngu sẽ đàn khúc nhạc cho dân no ấm,Thật là khó để có được cây đàn của vua Ngu,C,literature
"Qua đoạn trích Người cầm quyền khôi phục uy quyền, Huygo quan niệm như thế nào về người cầm quyền?",Người có quyền lực,Người đại diện chính nghĩa,Người bảo vệ công lí,"Người che chở, bảo vệ những người yếu đuối",C,literature
Đoạn trích Người cầm quyền khôi phục uy quyền nói lên điều gì ở con người Huy Gô?,Người có tư tưởng hiện thực,Người có tư tưởng nhân đạo,Người có cá tính lãng mạn,Người có khả năng tưởng tượng độc đáo,B,literature
Tâm trạng của Thanh khi trở về với không gian thân thuộc.,Bình yên,Thong thả,Cả 2 đúng,Cả 2 sai,C,literature
Trạng thái tình cảm của Thanh khi nhận ra cây hoàng lan.,Thanh đã nhớ đến đến câu chuyện của tuổi thơ ngày mà Thanh thường hay chơi dưới gốc nhặt hoa,"ngày mà cha mẹ Thanh hãn còn. Thanh nhận ra thời gian trôi qua thật nhanh, cái cây ngày nào giờ đã lớn",Cả 2 đúng,Cả 2 sai,C,literature
Những biểu hiện tình cảm giữa hai nhân vật gắn liền với hình ảnh hoa hoàng lan?,"Khi trông thấy bóng cây hoàng lan, Thanh đã nghĩ đến Nga và gọi vui vẻ",Kỷ niệm đáng nhớ là ngày cả hai cùng nhặt hoàng lan rơi: Thanh hỏi cô Nga có còn hay đi nhặt hoàng lan rơi nữa không,"Hai người dẫn nhau xem cây hoàng lan, Thanh như thoảng ngửi thấy hương hoàng lan trên tóc Nga",Cả 3 đáp án trên,D,literature
"Theo bạn, nhan đề “Dưới bóng hoàng lan” có ý nghĩa gì?","hoàng lan - cây hoàng lan, hoa hoàng lan, hương hoàng lan","Đây là loài cây có trong vườn nhà Thanh, gắn với tuổi thơ của Thanh. “Dưới bóng hoàng lan” là dưới gốc cây ấy, trong làn hương hoa ấy, có người bà vẫn yêu thương Thanh, có cô Nga",Cả 2 đúng,Cả 2 sai,C,literature
Tác phẩm Một chuyện đùa nho nhỏ của nhà văn nước nào?,Pháp,Brazil,Nga,Việt Nam,C,literature
Tác giả của Một chuyện đùa nho nhỏ là ai?,Bunin,Puskin,An-tôn Páp-lô-vích Sê-khốp,Morrison,C,literature
Thể loại của một chuyện đùa nho nhỏ là gi?,Truyện ngắn,Miêu tả,Tự sự,Nghị luận,A,literature
"Theo văn bản Trái Đất – cái nôi của sự sống, đỉnh cao của sự sống trên Trái Đất là gì?",Khủng long,Đa dạng sinh học,Thực vật,Con người,C,literature
"Theo văn bản Trái Đất – cái nôi của sự sống, một vòng quay của Trái Đất quanh Mặt Trời hết bao nhiêu thời gian?",Một năm,Một năm rưỡi,Hai năm,Hai năm rưỡi,A,literature
"Theo văn bản Trái Đất – cái nôi của sự sống, nếu không có nước, Trái Đất sẽ như thế nào?","Trái Đất chỉ là hành tinh khô chết, trơ trụi",Trái Đất sẽ chỉ có đất,Trái Đất sẽ biến thành sao Hỏa,Thời gian Trái Đất quay quanh Mặt Trời sẽ nhanh hơn,A,literature
"Trong các loại hình nghệ thuật sân khấu truyền thống, loại hình nào phản ánh hiện thực xã hội một cách sống động và sâu sắc nhất ?",Chèo,Tuồng,Múa rối,Cải lương,D,literature
"Sân khấu truyền thống Việt Nam thường có sự giao lưu rất mật thiết với người xem (sàn diễn là sân đình, khán giả có thể tham gia bình phẩm khen chê và chen vào vài câu ngẫu hứng…). Điều này phản ánh đặc điểm gì của nghệ thuật sân khấu truyền thống?",Tính biểu trưng,Tính biểu cảm,Tính tổng hợp,Tính linh hoạt,D,literature
Trong tác phẩm “Lục Vân Tiên” của Nguyễn Đình Chiểu có câu,Đạo Phật,Đạo thờ cúng tổ tiên,Đạo Hòa Hảo,Đạo Cao Đài,B,literature
"Hát chầu văn, hát bóng, múa bóng, hầu bóng, lên đồng…là những nghi thức hành lễ của tín ngưỡng nào?",Tín ngưỡng phồn thực,Tín ngưỡng thờ Mẫu,Tín ngưỡng thờ Thành Hoàng,Tục thờ Tứ bất tử,B,literature
"Kinh đô Hoa Lư (Ninh Bình) là đất tổ của sân khấu chèo, và người được tôn vinh Tổ nghề hát chèo là",Bà Hà Thị Cầu,Ông Đào Duy Từ,Bà Phạm Thị Trân,Ông Tào Mạt,C,literature
"Bộ Tứ linh Long-Lân-Quy-Phụng được sử dụng phổ biến trong hội họa, điêu khắc truyền thống với nhiều ý nghĩa sâu sắc. Trong đó, hình tượng con Lân mang ý nghĩa",Biểu trưng cho ước vọng thái bình,Biểu trưng cho uy lực,Biểu trưng cho sự sống lâu,Biểu trưng cho hạnh phúc,A,literature
Cơ sở hình thành nên những phẩm chất nổi trội trong tính cách của người Việt là?,Kinh tế – xã hội,Lịch sử,Lịch sử,Cả 3 phương án đều đúng,D,literature
Tác phẩm Về chính chúng ta của nhà văn nước nào?,Pháp,Brazil,Nga,Việt Nam,A,literature
Tác giả của Về chính chúng ta là ai?,Bunin,Puskin,Các-lô Rô-ve-li,Morrison,C,literature
Hình ảnh nào được sử dụng để nói về mối quan hệ giữa con người và tự nhiên?,Ngôi nhà là hình ảnh được sử dụng để nói về mối quan hệ giữa con người và tự nhiên,Ngôi nhà là hình ảnh được sử dụng để nói về mối quan hệ giữa con người và không tự nhiên,Ngôi nhà là hình ảnh được sử dụng để nói kể về từng mối quan hệ giữa con người và tự nhiên,Ngôi nhà là hình ảnh được không sử dụng để nói về mối quan hệ giữa con người và tự nhiên,A,literature
Tác phẩm con đường không chọn của nhà văn nước nào?,Pháp,Brazil,Mỹ,Việt Nam,C,literature
Tác giả của con đường không chọn là ai?,Bunin,Puskin,Rô-bớt Phờ-rớt,Morrison,C,literature
"""Con đường"" và ""lối rẽ"" trong bài thơ có thể xem là những ẩn dụ. Những ẩn dụ đó gợi cho bạn nghĩ đến điều gì?",Phương hướng,Chiều hướng,Định hướng,Cả 3 đáp án trên,A,literature
"Theo bạn, tại sao Rô-bớt Phờ-rót lại đặt nhan đề bài thơ là Con đường không chọn mà không phải là Con đường tôi chọn hay Con đường ít người đi?","Con đường"" và nhân vật trữ tình trong bài thơ đều là hình ảnh ẩn dụ","Nếu đặt tên là Con đường tôi chọn, người đọc sẽ có cảm nhận bài thơ mang tính cá nhân mà không phổ quát","Nhan đề Con đường không chọn tạo được ấn tượng, làm cho người đọc tò mò, đồng thời tạo tính gợi cho nội dung bài thơ, như một cách thể hiện tình cảm, cảm xúc với con đường mà mình cũng rất muốn chọn, rất muốn đi nhưng đã không chọn nó",Cả 3 đáp án trên,D,literature
Ý nghĩa của hai lối rẽ?,"Giới thiệu hai lối đi khác nhau trong một khu rừng, một lối xa hơn và một lối gần bên cạnh","“Tiếc rằng ta không thể chọn cả hai” nên nhà thơ sau khi “đứng một thời gian dài” đã chọn lối gần là con “đường nhiều cỏ, lối mòn như chưa có”",Cả 2 đúng,Cả 2 sai,C,literature
"Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Điều gì đã xảy ra khi ngỗng mẹ dẫn đàn con đi dạo chơi? (0,5 điểm)",Một trận lốc xoáy ập tới,Một trận mưa đá đổ xuống,Một cơn lũ ập đến,Một con cáo tấn công đàn con,B,literature
"Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Khi ngỗng mẹ bị thương, đàn ngỗng con đã làm gì? (0,5 điểm)",Chạy ngay lại hỏi thăm vết thương của ngỗng mẹ,Dẫn ngỗng mẹ đi gặp bác sĩ,Gọi người đến giúp ngỗng mẹ,"Quên cả hỏi mẹ xem có chuyện gì, chỉ có một chú ngỗng bé bỏng hỏi thăm mẹ",D,literature
"Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Theo em, câu chuyện muốn khuyên chúng ta điều gì? (1 điểm)",Bảo vệ con là bản năng của người mẹ,"Để cha mẹ vui, chúng ta chỉ cần vui chơi thoả thích",Không cần quan tâm đến cảm xúc của người khác,"Mẹ là người luôn yêu thương, bảo vệ chúng ta nên chúng ta phải biết quan tâm, chăm sóc mẹ, đáp lại tình thương đó",D,literature
"Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Khoanh vào chữ cái trước các từ ngữ chỉ đặc điểm","Chăm sóc, ngôi nhà, quan tâm, chăm chỉ","Yêu thương, giáo viên, vui chơi, quan tâm","vàng nhuộm, thơm lừng, trắng tinh, bé nhỏ","xanh non, thấp, chạy nhảy, bé nhỏ",C,literature
"Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.
 Đọc thầm bài văn sau:
 
 CÂU CHUYỆN VỀ MẸ NGỖNG
 
 Một hôm, ngỗng mẹ dẫn đàn con vàng ươm của mình dạo chơi. Đàn ngỗng con bắt đầu tản ra khắp đồng cỏ. Đúng lúc đó những hạt mưa đá to từ trên trời rào rào đổ xuống. Bầy ngỗng con chạy đến bên mẹ. Ngỗng mẹ dang đôi cánh che phủ đàn con của mình. Dưới cánh mẹ, ngỗng con cảm thấy ấm áp, dễ chịu. Rồi tất cả trở lại yên lặng. Những chú ngỗng ngay lập tức nằng nặc đòi: “Mẹ thả chúng con ra đi, mẹ ơi!” Ngỗng mẹ khẽ nâng đôi cánh lên và đàn ngỗng con chạy ùa ra bãi cỏ. Chúng đã nhìn thấy đôi cánh ướt đẫm, lông rụng tả tơi của mẹ. Nhưng kìa, ánh sáng, bãi cỏ, những chú cánh cam, những con ong mật đã khiến chúng quên cả hỏi mẹ xem có chuyện gì. Duy chỉ có một chú ngỗng bé bỏng, yếu ớt nhất chạy đến bên mẹ và hỏi: “Sao cánh mẹ lại rách như thế này?” Ngỗng mẹ khẽ trả lời: “Mọi việc đều tốt đẹp con ạ!”. Đàn ngỗng con lại tản ra trên bãi cỏ và ngỗng mẹ cảm thấy hạnh phúc.
 
 (V.A.Xu-khôm-lin-xki)
 
 * Dựa vào nội dung bài đọc, hãy khoanh vào chữ cái trước ý trả lời đúng nhất hoặc làm theo yêu cầu bài tập dưới đây.Khoanh vào chữ cái trước các từ ngữ chỉ đặc điểm","Chăm sóc, ngôi nhà, quan tâm, chăm chỉ","Yêu thương, giáo viên, vui chơi, quan tâm","vàng nhuộm, thơm lừng, trắng tinh, bé nhỏ","xanh non, thấp, chạy nhảy, bé nhỏ",C,literature
