predict,label,score,model
1986,1986,1.0,vistral_7b_mini_logging_file_domain
Có lý do chính đáng.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,0.1,vistral_7b_mini_logging_file_domain
Có cha hoặc mẹ là người Việt Nam.,"Mẹ là người nước ngoài, bố là người Việt Nam.",0.5555555555555556,vistral_7b_mini_logging_file_domain
"đường, cầu đường bộ, bến phà đường bộ và các công trình khác","Hầm dường bộ, bến phà đường bộ",0.5,vistral_7b_mini_logging_file_domain
"hình chữ nhật, viền đỏ, nền trắng, hình vẽ màu đen ","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",0.5714285714285713,vistral_7b_mini_logging_file_domain
Biển báo nguy hiểm.,Biển báo nguy hiểm.,1.0,vistral_7b_mini_logging_file_domain
Luật giáo dục.,Luật trẻ em.,0.3333333333333333,vistral_7b_mini_logging_file_domain
"Có thể trốn học, bỏ học nếu mình không thích ",Người già không được đi học,0.125,vistral_7b_mini_logging_file_domain
],Tìm hiểu,0.0,vistral_7b_mini_logging_file_domain
Điều 23. ,Điều 23.,1.0,vistral_7b_mini_logging_file_domain
],Cảnh sát,0.0,vistral_7b_mini_logging_file_domain
Cơ bản,Thực chất,0.0,vistral_7b_mini_logging_file_domain
"Điều 20, Hiến pháp 2011.","Điều 19, Hiến pháp 2011.",0.8000000000000002,vistral_7b_mini_logging_file_domain
"Điều 22, Hiến pháp 2013.","Điều 22, Hiến pháp 2013.",1.0,vistral_7b_mini_logging_file_domain
"Quyền bất khả xâm phạm về chỗ ở, thư tín, điện thoại, điện tín.","Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",0.14285714285714285,vistral_7b_mini_logging_file_domain
2,2,1.0,vistral_7b_mini_logging_file_domain
"54 điều, 29 quyền. ","51 điều, 23 quyền.",0.5,vistral_7b_mini_logging_file_domain
xã hội. ,chính trị.,0.0,vistral_7b_mini_logging_file_domain
trong tất cả các lĩnh vực của đời sống xã hội.,đối với người vi phạm,0.0,vistral_7b_mini_logging_file_domain
Tính ổn định. ,Tính xác định chặt chế về hình thức.,0.36363636363636365,vistral_7b_mini_logging_file_domain
Tính quy phạm phổ biến.,Tính quyền lực bắt buộc chung.,0.1818181818181818,vistral_7b_mini_logging_file_domain
thực thi pháp luật. ,sử dụng pháp luật,0.5,vistral_7b_mini_logging_file_domain
chủ thể thực hiện nghĩa vụ của mình bằng những hành động tích cực. ,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,0.30769230769230765,vistral_7b_mini_logging_file_domain
không cấm. ,quy định phải làm.,0.0,vistral_7b_mini_logging_file_domain
"Đi xe đúng làn đường, phần đường quy định.","Lạng lách, đánh võng, chở hàng cồng kềnh.",0.0,vistral_7b_mini_logging_file_domain
Công dân bình đẳng về quyền và nghĩa vụ. ,Công dân bình đẳng về quyền bầu cử.,0.7058823529411765,vistral_7b_mini_logging_file_domain
trong kinh doanh. ,về điều kiện kinh doanh.,0.5,vistral_7b_mini_logging_file_domain
Đều có nghĩa vụ như nhau.,Đều có quyền như nhau.,0.7272727272727272,vistral_7b_mini_logging_file_domain
"Không bị phân biệt bởi dân tộc, giới tính, tôn giáo, giàu nghèo","Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội",0.42857142857142855,vistral_7b_mini_logging_file_domain
"vợ, chồng bình đẳng với nhau, có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình. ","chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .",0.3076923076923077,vistral_7b_mini_logging_file_domain
"Lao động nam và lao động nữ đều phải làm việt như nhau kế cả nặng nhọc, độc hại và ảnh hưởng đến chức năng nuôi con.","Lao động nam và lao động nữ đều làm mọi công việc như nhau, không cần xét đến đặc điểm về chức năng sinh lý.",0.5384615384615384,vistral_7b_mini_logging_file_domain
vợ và chồng,cha mẹ và các con.,0.25,vistral_7b_mini_logging_file_domain
mọi doanh nghiệp đều được kinh doanh các mặt hàng như nhau.,doanh nghiệp nhà nước được ưu tiên hơn các doanh nghiệp khác.,0.3333333333333333,vistral_7b_mini_logging_file_domain
Luật,Giáo luật,0.6666666666666666,vistral_7b_mini_logging_file_domain
53 ,57,0.0,vistral_7b_mini_logging_file_domain
cơ hội. ,xã hội.,0.5,vistral_7b_mini_logging_file_domain
Nhà nước phải bảo đảm để công dân của tất cả các dân tôc đều có cơ hội phát triển kinh tế như nhau ,Nhà nước phải bảo đảm để dân tộc chiếm đa số có trình độ phát triển kinh tế cao hơn dân tộc thiểu số.,0.5,vistral_7b_mini_logging_file_domain
"được pháp luật bảo hộ về tính mạng, sức khỏe của công dân. ",bất khả xâm phạm về thân thể của công dân.,0.34782608695652173,vistral_7b_mini_logging_file_domain
không quy định.,ủng hộ.,0.0,vistral_7b_mini_logging_file_domain
Quyền bất khả xâm phạm về chỗ ở của công dân.,Quyền nhân thân của công dân.,0.4705882352941177,vistral_7b_mini_logging_file_domain
"Quyền được đảm bảo an toàn và bí mật thư tín, điện thoại, điện tín của công dân.",Quyền tự do dân chủ của công dân.,0.30769230769230765,vistral_7b_mini_logging_file_domain
vi phạm pháp luật.,điều bình thường.,0.0,vistral_7b_mini_logging_file_domain
Quyền bầu cử.,Quyền bầu cử.,1.0,vistral_7b_mini_logging_file_domain
Nhân dân thực hiện hình thức dân chủ trực tiếp,"Thực hiện cơ chế ""dân biết, dân bàn, dân làm, dân kiểm tra"".",0.2608695652173913,vistral_7b_mini_logging_file_domain
Bình đẳng. ,Bình đẳng.,1.0,vistral_7b_mini_logging_file_domain
Bình đẳng. ,Phổ thông.,0.0,vistral_7b_mini_logging_file_domain
Hình thức dân chủ đại diện. ,Hình thức dân chủ xã hội chủ nghĩa,0.5714285714285715,vistral_7b_mini_logging_file_domain
Quyền học tập bình đẳng của công dân.,"Quyền học thường xuyên, suốt đời của công dân.",0.5882352941176471,vistral_7b_mini_logging_file_domain
Học nghề sửa chữa điện tử.,Viết bài đăng báo.,0.0,vistral_7b_mini_logging_file_domain
Phát huy nhân tài.,Coi nhẹ nhân tài.,0.5,vistral_7b_mini_logging_file_domain
Quyền tự do ngôn luận,Quyền được phát triển.,0.22222222222222224,vistral_7b_mini_logging_file_domain
Quyền học tập theo nhu cầu và điều kiện của mình. ,Công dân bình đẳng về cơ hội học tập.,0.19999999999999998,vistral_7b_mini_logging_file_domain
"Kinh doanh trong những ngành, nghề, lĩnh vực, địa bàn mà Nhà nước khuyến khích. ",Kinh doanh trong lĩnh vực bất động sản.,0.43478260869565216,vistral_7b_mini_logging_file_domain
Có chứng chỉ bồi dưỡng kiến thức về thuốc bảo vệ thực vật.,Không cần bằng cấp nào nữa.,0.0,vistral_7b_mini_logging_file_domain
mọi người quan tâm.,"riêng cán bộ, công chức nhà nước.",0.0,vistral_7b_mini_logging_file_domain
"Ngành, nghề, lĩnh vực và địa bàn kinh doanh.",Uy tín nguời đứng đầu doanh nghiệp.,0.125,vistral_7b_mini_logging_file_domain
"Quốc phòng, an ninh.",Xã hội.,0.0,vistral_7b_mini_logging_file_domain
Những vấn đề cần thiết của xã hội,Những vấn đề quan trọng của thế giới đương đại,0.4444444444444445,vistral_7b_mini_logging_file_domain
Triết học là hệ thống các quan điểm lí luận chung nhất về thế giới và vị trí của con người trong thế giới đó,Triết học là khoa học nghiên cứu về vị trí của con người trong thế giới,0.5853658536585366,vistral_7b_mini_logging_file_domain
Nhân chủng học ,Môn Sinh học,0.3333333333333333,vistral_7b_mini_logging_file_domain
Sinh học,Hóa học,0.5,vistral_7b_mini_logging_file_domain
Cách trả lời vấn đề cơ bản của triết học ,Mặt thứ nhất vấn đề cơ bản của Triết học,0.7,vistral_7b_mini_logging_file_domain
Chủ nghĩa duy vật ,Thế giới quan duy tâm,0.22222222222222224,vistral_7b_mini_logging_file_domain
Ý thức là cái có trước và sản sinh ra giới tự nhiên,Vật chất là cái có trước và quyết định ý thức,0.41666666666666663,vistral_7b_mini_logging_file_domain
Giới tự nhiên và đời sống xã hội,Giới tự nhiên và tư duy,0.5714285714285715,vistral_7b_mini_logging_file_domain
"Mọi sự biến đổi của sự vật, hiện tượng xuất phát từ ý thức của con người",Mọi sự biến đổi đều là tạm thời,0.31999999999999995,vistral_7b_mini_logging_file_domain
Tiến lên,Thụt lùi,0.0,vistral_7b_mini_logging_file_domain
Vận động xã hội,Vận động hóa học,0.5,vistral_7b_mini_logging_file_domain
Vận động và phát triển không ngừng,Phong phú và đa dạng,0.16666666666666666,vistral_7b_mini_logging_file_domain
"Vận động là thuộc tính vốn có, là phương thức tồn tại của sự vật, hiện tượng",Triết học Mác – Lênin khái quát có năm hình thức vận động cơ bản trong thế giới vật chất,0.16216216216216214,vistral_7b_mini_logging_file_domain
Sự biến đổi của nền kinh tế,Quá trình bốc hơi của nước,0.15384615384615383,vistral_7b_mini_logging_file_domain
Sự xuất hiện các cấu trúc xã hội mới ,Sự xuất hiện các giống loài mới,0.6250000000000001,vistral_7b_mini_logging_file_domain
"Xem xét sự vật hiện tượng trong trạng thái vận động, biến đổi không ngừng ",Xem xét sự vật hiện tượng trong hình thức vận động cao nhất của nó,0.6,vistral_7b_mini_logging_file_domain
Mọi sự vận động đều không phải là phát triển ,Không phải sự phát triển nào cũng là vận động,0.4000000000000001,vistral_7b_mini_logging_file_domain
Khoa học,Tư duy,0.0,vistral_7b_mini_logging_file_domain
Phát triển ,Vận động,0.0,vistral_7b_mini_logging_file_domain
Ngược chiều nhau ,Khác nhau,0.4,vistral_7b_mini_logging_file_domain
"Vừa thống nhất với nhau, vừa đấu tranh với nhau",Thống nhất biện chứng với nhau,0.5,vistral_7b_mini_logging_file_domain
Sự thống nhất giữa các mặt đối lập,Sự đấu tranh giữa các mặt đối lập,0.75,vistral_7b_mini_logging_file_domain
Sự phủ định giữa các mặt đối lập,Sự tồn tại giữa các mặt đối lập,0.75,vistral_7b_mini_logging_file_domain
Sự phủ định biện chứng ,Sự điều hòa giữa các mặt đối lập,0.15384615384615385,vistral_7b_mini_logging_file_domain
"Liên hệ gắn bó với nhau, làm tiền đề để cho nhau tồn tại",Thống nhất biện chứng với nhau,0.2,vistral_7b_mini_logging_file_domain
Một thể thống nhất,Một tập hợp,0.28571428571428575,vistral_7b_mini_logging_file_domain
"Mâu thuẫn không phải là một chỉnh thể, trong đó có hai mặt đối lập",Mâu thuẫn chỉ được giải quyết bằng sự đấu tranh giữa các mặt đối lập,0.3333333333333333,vistral_7b_mini_logging_file_domain
Mĩ và I-ran đang trong tình trạng chiến tranh,Hai gia đình hàng xóm tranh chấp đất đai,0.1111111111111111,vistral_7b_mini_logging_file_domain
"Sự vật, hiện tượng bị biến đổi theo chiều hướng tiêu cực ","Sự vật, hiện tượng bị tiêu vong",0.631578947368421,vistral_7b_mini_logging_file_domain
Có hai mặt đối lập liên hệ chặt chẽ với nhau ,Có nhiều mặt đối lập trong một sự vật,0.39999999999999997,vistral_7b_mini_logging_file_domain
Điểm giới hạn,Độ,0.0,vistral_7b_mini_logging_file_domain
"Sự vật mới hình thành, phát triển",Lượng mới ra đời,0.18181818181818182,vistral_7b_mini_logging_file_domain
Chất mới ra đời,Lượng mới hình thành,0.25,vistral_7b_mini_logging_file_domain
Lượng biến đổi trong giới hạn cho phép,Tăng lượng liên tục,0.16666666666666666,vistral_7b_mini_logging_file_domain
Xã hội ,Lãnh đạo,0.0,vistral_7b_mini_logging_file_domain
Bảo vệ trẻ em,Tôn trọng pháp luật,0.0,vistral_7b_mini_logging_file_domain
Làm việc vì lợi ích của tập thể,Đặt nhu cầu của cá nhân lên trên,0.125,vistral_7b_mini_logging_file_domain
Bảo vệ Tổ quốc là nghĩa vụ của mọi công dân ,Học tốt là nghĩa vụ của học sinh,0.4210526315789474,vistral_7b_mini_logging_file_domain
Sẵn sàng tham gia bảo vệ Tổ quốc,Không ngừng học tập để nâng cao trình độ,0.0,vistral_7b_mini_logging_file_domain
Lương tâm,Danh dự,0.0,vistral_7b_mini_logging_file_domain
Học tập để nâng cao trình độ,Tạo ra nhiều công việc cho mọi người,0.0,vistral_7b_mini_logging_file_domain
Nói dối để tránh bị phạt,Xả rác không đúng nơi quy định,0.0,vistral_7b_mini_logging_file_domain
Lo lắng,Thoải mái,0.0,vistral_7b_mini_logging_file_domain
Giúp người già neo đơn,Vui vẻ khi lấy cắp tài sản nhà nước,0.0,vistral_7b_mini_logging_file_domain
Không vui với việc làm từ thiện của người khác ,Chào hỏi người lớn tuổi,0.13333333333333333,vistral_7b_mini_logging_file_domain
Kết hôn theo ý muốn của mình,Kết hôn ở độ tuổi mình thích,0.42857142857142855,vistral_7b_mini_logging_file_domain
Viết cam kết hôn nhân tự nguyện,Báo cáo họ hàng hai bên,0.0,vistral_7b_mini_logging_file_domain
Hôn nhân phải được sự đồng ý của bố mẹ,Hôn nhân phải dựa vào lợi ích kinh tế,0.3157894736842105,vistral_7b_mini_logging_file_domain
Kết hôn ,Chia con cái,0.0,vistral_7b_mini_logging_file_domain
"Một vợ, một chồng và bình đẳng",Ép buộc và dựa trên lợi ích kinh tế,0.125,vistral_7b_mini_logging_file_domain
Bình đẳng trong quan hệ vợ chồng,Bình đẳng trong xã hội,0.5,vistral_7b_mini_logging_file_domain
Làng,Dòng họ,0.0,vistral_7b_mini_logging_file_domain
Nhà nước công nhận,Gia đình đồng ý,0.0,vistral_7b_mini_logging_file_domain
Bảo vệ môi trường,"Nuôi dưỡng, giáo dục con cái",0.0,vistral_7b_mini_logging_file_domain
Cha mẹ và con nuôi,Cha mẹ và con đẻ,0.8000000000000002,vistral_7b_mini_logging_file_domain
Của thời đại,Của Nhà nước,0.3333333333333333,vistral_7b_mini_logging_file_domain
Của thời đại,Của đất nước,0.3333333333333333,vistral_7b_mini_logging_file_domain
Sống có trách nhiệm với cộng đồng,Sống vô tư trong cộng đồng,0.4615384615384615,vistral_7b_mini_logging_file_domain
Theo từng trường hợp ,Theo tình cảm,0.28571428571428575,vistral_7b_mini_logging_file_domain
Quan hệ giữa các quốc gia ,Quan hệ giữa các địa phương,0.6666666666666666,vistral_7b_mini_logging_file_domain
Hạnh phúc hơn ,Tự do hơn,0.3333333333333333,vistral_7b_mini_logging_file_domain
Bảo vệ,Ủng hộ,0.0,vistral_7b_mini_logging_file_domain
Chỉ giúp đỡ người nào đã giúp đỡ mình ,Nhường nhịn người khác,0.15384615384615383,vistral_7b_mini_logging_file_domain
"Không có chấp với người có lỗi lầm, biết hối cải",Yêu thương mọi người như nhau,0.11764705882352942,vistral_7b_mini_logging_file_domain
Lòng nhân ái,Chu đáo,0.0,vistral_7b_mini_logging_file_domain
Trách nhiệm ,Nhân đạo,0.0,vistral_7b_mini_logging_file_domain
Lòng biết ơn,Biết ơn,0.8,vistral_7b_mini_logging_file_domain
Hai người của dân tộc A cùng nhau lấn chiếm đất của người thuộc dân tộc B,Một nhóm thanh niên trong bản cùng nhau đánh người thuộc dân tộc khác,0.3870967741935484,vistral_7b_mini_logging_file_domain
Nhân dân thôn C và thôn D cùng nhau công kích nhân dân xã E,Chính quyền xã A và xã B cùng bàn với nhau về việc cô lập xã C,0.25,vistral_7b_mini_logging_file_domain
Học nhóm để cùng hợp tác với các bạn,Cần học nhóm nhưng không cần hợp tác,0.47058823529411764,vistral_7b_mini_logging_file_domain
Trách nhiệm ,Tự giác,0.0,vistral_7b_mini_logging_file_domain
Sông Đà.,Sông Kỳ Cùng.,0.4,vistral_7b_mini_logging_file_domain
Sông Hồng và sông Mê Công.,Sông Hồng và sông Mã.,0.7272727272727272,vistral_7b_mini_logging_file_domain
Hồ Dầu Tiếng.,Hòa Bình.,0.0,vistral_7b_mini_logging_file_domain
4 đai khí hậu.,4 đai khí hậu.,1.0,vistral_7b_mini_logging_file_domain
Tây Bắc Bộ.,Nam Trung Bộ.,0.3333333333333333,vistral_7b_mini_logging_file_domain
Đồng bằng sông Hồng.,Đồng bằng Thanh - Nghệ - Tĩnh.,0.4444444444444445,vistral_7b_mini_logging_file_domain
Bắc - Nam.,Bắc - Nam.,1.0,vistral_7b_mini_logging_file_domain
2,2,1.0,vistral_7b_mini_logging_file_domain
Trung Quốc. ,Trung Quốc.,1.0,vistral_7b_mini_logging_file_domain
29 tỉnh/ thành phố. ,29 tỉnh/ thành phố.,1.0,vistral_7b_mini_logging_file_domain
Campuchia.,Cam-pu-chia.,1.0,vistral_7b_mini_logging_file_domain
1987,1987,1.0,vistral_7b_mini_logging_file_domain
Đất liền,Phần đất liền,0.8,vistral_7b_mini_logging_file_domain
"Tham quan, du lịch. ","Tham quan, du lịch.",1.0,vistral_7b_mini_logging_file_domain
$303.221 km^2$,$330.221 km^2$,0.5,vistral_7b_mini_logging_file_domain
Lào Cai ,Cà Mau,0.0,vistral_7b_mini_logging_file_domain
"Vị trí cầu nối giữa đất liền và biển, giữa các nước Đông Nam Á đất liền và Đông Nam Á hải đảo.",Nằm trong vùng nội chí tuyến.,0.0,vistral_7b_mini_logging_file_domain
Không có đảo.,Đứng thứ 3 trong các biển thuộc Thái Bình Dương.,0.0,vistral_7b_mini_logging_file_domain
Biển Đông,Biển Xu-Lu,0.5,vistral_7b_mini_logging_file_domain
"Mùa hạ mát, mùa đông ấm hơn đất liền, biên độ nhiệt lớn.","Mùa hạ nóng, mùa đông lạnh hơn đất liền, biên độ nhiệt lớn.",0.8461538461538461,vistral_7b_mini_logging_file_domain
"Giai đoạn Tiền Cambri, giai đoạn cổ kiến tạo, giai đoạn Tân kiến tạo ","Giai đoạn cổ sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.",0.5384615384615384,vistral_7b_mini_logging_file_domain
"Sông Mã, Pu Hoạt, Kon Tum.","Việt Bắc, Hoàng Liên Sơn.",0.0,vistral_7b_mini_logging_file_domain
10 triệu năm,15 triệu năm,0.6666666666666666,vistral_7b_mini_logging_file_domain
Giai đoạn Trung sinh,Giai đoạn Tân kiến tạo,0.4444444444444445,vistral_7b_mini_logging_file_domain
Giai đoạn Tân kiến tạo. ,Giai đoạn Tiền Cambri,0.4444444444444445,vistral_7b_mini_logging_file_domain
50 loại,50 loại,1.0,vistral_7b_mini_logging_file_domain
"Việt Nam là một quốc gia nghèo tài nguyên khoáng sản, nhưng có có một số mỏ khoáng sản với trữ lượng lớn. ",Tài nguyên khoáng sản nước ta phân bố rộng khắp trên cả nước.,0.2222222222222222,vistral_7b_mini_logging_file_domain
Rắn,Rắn,1.0,vistral_7b_mini_logging_file_domain
Vừa và nhỏ,Nhỏ,0.5,vistral_7b_mini_logging_file_domain
"Bôxit, apatit.","Than, dầu mỏ, khí đốt.",0.0,vistral_7b_mini_logging_file_domain
Khai thác sử dụng còn lãng phí.,"Một số khoáng sản có nguy cơ cạn kiệt,",0.0,vistral_7b_mini_logging_file_domain
Đồng bằng sông Hồng,Đồng bằng sông Hồng.,1.0,vistral_7b_mini_logging_file_domain
Đông Bắc-Tây Nam ,Đông Bắc – Tây Nam,0.5,vistral_7b_mini_logging_file_domain
Nằm phía dưới xích đạo.,Là kinh tuyến nằm bên phải của kinh tuyến gốc.,0.13333333333333333,vistral_7b_mini_logging_file_domain
Kinh tuyến gốc. ,Kinh tuyến Đông.,0.6666666666666666,vistral_7b_mini_logging_file_domain
Vị trí thứ 6,Vị trí thứ 7,0.75,vistral_7b_mini_logging_file_domain
Bản đồ có tỉ lệ 1: 1.000.000,Bản đồ có tỉ lệ 1: 150.000,0.8571428571428571,vistral_7b_mini_logging_file_domain
12km,16km,0.0,vistral_7b_mini_logging_file_domain
1:105.000,1:500.000,0.0,vistral_7b_mini_logging_file_domain
Hình vẽ thu nhỏ trên giấy của một khu vực,Hình vẽ của một quốc gia được thu nhỏ lại,0.4000000000000001,vistral_7b_mini_logging_file_domain
Kinh độ và vĩ độ tại một điểm ,Vĩ độ tại đường vĩ tuyến gốc,0.39999999999999997,vistral_7b_mini_logging_file_domain
Đông,Tây,0.0,vistral_7b_mini_logging_file_domain
Đông Nam của châu Á,Tây Nam của châu Á,0.8000000000000002,vistral_7b_mini_logging_file_domain
Theo vĩ tuyến gốc và kinh tuyến gốc. ,Theo hướng mũi tên trên bản đồ.,0.13333333333333333,vistral_7b_mini_logging_file_domain
Tây Bắc,Bắc Tây,0.5,vistral_7b_mini_logging_file_domain
Càng dốc ,Càng thấp,0.5,vistral_7b_mini_logging_file_domain
Đọc bản chú giải ,Xem tỉ lệ,0.0,vistral_7b_mini_logging_file_domain
2,2,1.0,vistral_7b_mini_logging_file_domain
Phân tán,Tập trung tại một chỗ,0.0,vistral_7b_mini_logging_file_domain
Hình ,Hình học,0.6666666666666666,vistral_7b_mini_logging_file_domain
Trục Trái đất nghiêng ,Trái đất quay từ Đông sang Tây,0.36363636363636365,vistral_7b_mini_logging_file_domain
Nam,Giữ nguyên hướng không đổi,0.0,vistral_7b_mini_logging_file_domain
Ngày đêm.,Ngày đêm nối tiếp nhau.,0.5714285714285715,vistral_7b_mini_logging_file_domain
Kim loại đen,Kim loại đen,1.0,vistral_7b_mini_logging_file_domain
Khoáng vật và các loại đá có ích.,Các loại đá do nhiều loại khoáng vật khác nhau kết hợp lại.,0.2857142857142857,vistral_7b_mini_logging_file_domain
7 nhóm ,2 nhóm,0.5,vistral_7b_mini_logging_file_domain
"Đồng, chì, sắt","Apatit, dầu lửa",0.0,vistral_7b_mini_logging_file_domain
Khí nito ,Khí cacbonic,0.5,vistral_7b_mini_logging_file_domain
5 tầng ,5 tầng,1.0,vistral_7b_mini_logging_file_domain
"12 giờ, 18 giờ, 24 giờ","6 giờ, 14 giờ, 22 giờ",0.5,vistral_7b_mini_logging_file_domain
"Trong bóng râm, cách mặt đất 2m","Ngoài trời, sát mặt đất",0.3333333333333333,vistral_7b_mini_logging_file_domain
Do đặc tính hấp thụ và tỏa nhiệt của nước và đất là khác nhau: Mặt đất nóng lên chậm và nguội đi chậm hơn nước.,"Do mùa hạ, miền gần biển có ngày dài hơn đêm, mùa đông ngày ngắn hơn đêm.",0.0930232558139535,vistral_7b_mini_logging_file_domain
Vùng nhiệt đới,Vùng cực Bắc và cực Nam,0.2222222222222222,vistral_7b_mini_logging_file_domain
5 đai áp cao và 2 đai áp thấp ,3 đai áp cao và 4 đai áp thấp,0.7777777777777778,vistral_7b_mini_logging_file_domain
Gió Đông cực.,Gió mùa đông Bắc.,0.5714285714285715,vistral_7b_mini_logging_file_domain
"Vĩ độ 90 độ Bắc, Nam lên khoảng vĩ độ 60 độ Bắc, Nam.",Cả A và B đều đúng.,0.0,vistral_7b_mini_logging_file_domain
Tổng số lượng mưa 12 tháng.,Tổng lượng mưa của các tháng trong mùa mưa,0.5333333333333333,vistral_7b_mini_logging_file_domain
$10 g/cm^{3}$ ,$2 g/cm^{3}$,0.5,vistral_7b_mini_logging_file_domain
đại dương và biển.,sinh vật.,0.0,vistral_7b_mini_logging_file_domain
Thảo nguyên và thảo nguyên rừng,Rừng nhiệt đới khô,0.2,vistral_7b_mini_logging_file_domain
U-dơ-bê-ki-xtan ,I-ran,0.0,vistral_7b_mini_logging_file_domain
Hoa Kì cắt giảm đầu tư vào Mĩ Latinh,Tình hình chính trị không ổn định.,0.0,vistral_7b_mini_logging_file_domain
Trung Đông,Đồng bằng Lưỡng Hà,0.0,vistral_7b_mini_logging_file_domain
các bang vùng phía Tây sang các bang vùng phía Đông.,các bang ven Thái Bình Dương đến các bang vùng Đông Bắc,0.5217391304347826,vistral_7b_mini_logging_file_domain
Thiếu cơ sở hạ tầng,Sự thống trị nhiều thế kỉ của chủ nghĩa thực dân,0.0,vistral_7b_mini_logging_file_domain
Công nghiệp khai thác mỏ,Công nghiệp khai khoáng,0.6666666666666665,vistral_7b_mini_logging_file_domain
Chính trị,"An ninh, đối ngoại",0.0,vistral_7b_mini_logging_file_domain
GDP cao hơn,Dân số thấp hơn,0.28571428571428575,vistral_7b_mini_logging_file_domain
Khuyến khích sản xuất thay thế hàng nhập khẩu.,Thực hiện công nghiệp hóa đất nước.,0.0,vistral_7b_mini_logging_file_domain
"Có khí hậu khắc nghiệt, nhiều vùng sa mạc, khô hạn, nóng bức. ",Từng có “con đường tơ lụa” đi qua nên tiếp thu được nhiều giá trị văn hóa của cả phương Đông và phương Tây.,0.10810810810810811,vistral_7b_mini_logging_file_domain
"Quặng sắt ở phía bắc, vàng ở phía nam đồng bằng trung tâm.",Kim loại màu tập trung chủ yếu ở hệ thống núi A-pa-lat.,0.08,vistral_7b_mini_logging_file_domain
Thứ tư thế giới,Thứ tư thế giới,1.0,vistral_7b_mini_logging_file_domain
"Hơn châu Phi, châu Âu, kém châu Á","Hơn châu Âu, châu Phi, kém châu Á",0.75,vistral_7b_mini_logging_file_domain
Trung Tây,Đông Nam,0.0,vistral_7b_mini_logging_file_domain
"Từ 6 nước thành viên ban đầu, nay đã trở thành một khối với 27 nước.",Nâng cao sức cạnh tranh của thị trường chung châu Âu trên thị trường thế giới.,0.0,vistral_7b_mini_logging_file_domain
EU không phải là một quốc gia có chủ quyền,EU là tổ chức thương mại hàng đầu thế giới,0.20000000000000004,vistral_7b_mini_logging_file_domain
"EU chỉ chiếm 7,1% về dân số TG và 2,2% diện tích lục địa của Trái Đất nhưng lại đứng thứ 1 TG về GDP.",Giá trị FDI của EU đầu tư ra nước ngoài và FDI đầu tư vào EU chỉ đứng sau Hoa Kì và trên Nhật Bản.,0.12,vistral_7b_mini_logging_file_domain
"Đất đai rộng lớn và màu mỡ, khí hậu đa dạng, nguồn nước dồi dào, cơ giới hóa cao","Đất đai rộng lớn và màu mỡ, khí hậu đa dạng, nguồn nước dồi dào, công nghiệp chế biến phát triển",0.7500000000000001,vistral_7b_mini_logging_file_domain
"Bỉ, Pháp, Ý, Luc-xăm-bua, Hà Lan và Đức.","Bỉ, Anh, Na Uy, Đan Mạch, Áo và Tây Đức.",0.33333333333333326,vistral_7b_mini_logging_file_domain
Trình độ giáo dục. ,Điều kiện tự nhiên và tài nguyên thiên nhiên.,0.0,vistral_7b_mini_logging_file_domain
Cơ sở hạ tầng kém phát triển ,Chỉ số phát triển ccon người ở mức cao,0.25,vistral_7b_mini_logging_file_domain
Tỉ lệ gia tăng dân số tự nhiên cao,GDP bình quân đầu người thấp,0.0,vistral_7b_mini_logging_file_domain
"Hàn Quốc, Bra-xin, Ác-hen-ti-na","Pháp, Bô-li-vi-a, Việt Nam",0.0,vistral_7b_mini_logging_file_domain
Tỉ trọng khu vực II rất cao ,Cân đối về tỉ trọng giữa các khu vực,0.5,vistral_7b_mini_logging_file_domain
Khu vực II có tỉ trọng rất cao,Khu vực III có tỉ trọng rất cao,0.875,vistral_7b_mini_logging_file_domain
Tây Á ,Nam Á,0.5,vistral_7b_mini_logging_file_domain
"41,5 triệu $km^2$. ",40 triệu $km^2$.,0.6666666666666666,vistral_7b_mini_logging_file_domain
Ấn Độ Dương. ,Ấn Độ Dương.,1.0,vistral_7b_mini_logging_file_domain
thứ ba thế giới.,thứ ba thế giới.,1.0,vistral_7b_mini_logging_file_domain
Hoa Nam,Ấn Hằng,0.0,vistral_7b_mini_logging_file_domain
4,4,1.0,vistral_7b_mini_logging_file_domain
Các đới khí hậu châu Á phân thành nhiêu kiểu khí hậu khác nhau,Khí hậu châu Á phân hóa thành nhiều đới khác nhau,0.64,vistral_7b_mini_logging_file_domain
Do lãnh thổ rất rộng.,Do lãnh thổ trải dải từ vùng cực bắc đến vùng Xích đạo,0.33333333333333337,vistral_7b_mini_logging_file_domain
Vùng núi Bắc Á.,vùng núi trung tâm Châu Á.,0.6,vistral_7b_mini_logging_file_domain
"Sông Mê Công, sông Hoàng Hà.","Sông Ê-ni-xây, sông Lê-na",0.4,vistral_7b_mini_logging_file_domain
